,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,updated_github_id,apt_id,github-id
108,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],18,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2024-10-01 14:33:56.000000,2024-09-24 12:43:17,1285.0,,281.0,90.0,509.0,29.0,166.0,3058.0,2021-06-23 10:02:43,ctap2.0,1.0,,,24.0,,,,3.0,,,,,,,,,,,,,,,,,,
109,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,False,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2024-08-16 16:26:22.000000,2023-07-12 07:05:13,339.0,,859.0,244.0,249.0,216.0,538.0,2921.0,,,,,,47.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,
110,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,False,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,167.0,88.0,184.0,72.0,69.0,1231.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,
111,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,18,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2024-09-01 14:13:33.000000,2024-05-03 13:27:43,284.0,,58.0,289.0,33.0,8.0,43.0,765.0,2023-01-31 02:32:05,2.1.1,52.0,18.0,18.0,13.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,
112,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],18,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2025-01-15 15:29:15.000000,2025-01-08 14:26:36,1202.0,14.0,43.0,51.0,283.0,179.0,157.0,501.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,28.0,,,,2.0,,,,,,,,,,,,,,,,,,
113,aries-rfcs,https://github.com/hyperledger/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],18,True,hyperledger/aries-rfcs,,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2024-12-16 12:56:53.000000,2024-10-16 14:18:06,2381.0,,213.0,51.0,632.0,56.0,175.0,327.0,,,,,,91.0,,,,2.0,,,,,,,,,,-1.0,,,,,,,,
114,web5-js,https://github.com/decentralized-identity/web5-js,ssi-sdks,Monorepo for the Web5 JS TypeScript implementation.,,['web5'],18,True,TBD54566975/web5-js,web5/api,https://github.com/decentralized-identity/web5-js,Apache-2.0,2023-03-06 19:11:53,2025-01-01 10:04:08.000000,2024-10-22 22:16:06,743.0,9.0,55.0,6.0,790.0,102.0,145.0,136.0,2024-10-22 22:17:48,@web5/api@0.12.0,100.0,70.0,70.0,32.0,https://www.npmjs.com/package/web5/api,,,3.0,,,,,,,,,,-1.0,,,,,,decentralized-identity/web5-js,,
115,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,18,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2025-01-13 17:44:15.000000,2025-01-12 23:47:21,2800.0,22.0,53.0,13.0,627.0,160.0,121.0,61.0,,,1.0,52.0,52.0,30.0,,,,3.0,,,,,,,,,,,,,,,,,,
116,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,369.0,558.0,56.0,125.0,88.0,8161.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,
117,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar. Use it to define, enforce,..",,,17,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2025-01-13 21:37:15.000000,2025-01-13 21:37:13,287.0,6.0,45.0,4.0,297.0,16.0,22.0,1192.0,2024-06-10 20:02:54,1.15.1,100.0,1.0,1.0,5.0,,,97.0,3.0,warrantdev/warrant,2057.0,https://hub.docker.com/r/warrantdev/warrant,,,,,,,,,,,,,,,
118,did-core,https://github.com/w3c/did-core,specs,W3C Decentralized Identifier Specification.,,['w3c'],17,True,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2025-01-04 17:57:28.000000,2025-01-02 22:40:16,1346.0,16.0,94.0,75.0,502.0,25.0,344.0,410.0,,,,,,67.0,,,,2.0,,,,,,,,,,,,,,,,,,
119,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,17,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2024-12-29 04:20:30.000000,2024-12-29 04:20:30,141.0,2.0,38.0,3.0,58.0,,42.0,318.0,2024-08-15 07:50:29,3.1.0,20.0,62.0,62.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,
120,vc-data-model,https://github.com/w3c/vc-data-model,specs,W3C Verifiable Credentials v2.0 Specification.,,['w3c'],17,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2025-01-14 14:22:27.000000,2024-12-17 16:18:32,2198.0,10.0,97.0,80.0,839.0,5.0,711.0,301.0,,,,,,76.0,,,,2.0,,,,,,,,,,,,,,,,,,
121,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2024-12-23 11:44:47.000000,2024-12-23 11:43:35,3690.0,15.0,71.0,26.0,8.0,,,239.0,,,,,,298.0,,,,3.0,,,,,,,,,,,,,,,,,,
122,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,17,True,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2024-07-16 13:58:31.000000,2024-07-16 13:58:10,1535.0,,34.0,7.0,197.0,,166.0,108.0,2023-12-13 10:55:46,1.2312131048.0,98.0,,,17.0,,,547.0,3.0,waltid/ssikit,125.0,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,22343.0,,,,,,,,,,,,
123,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VC,ssi-sdks,"OpenID for Verifiable Credentials - modules for issuers, holders and RPs.",,,17,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VC,Apache-2.0,2022-10-09 21:29:30,2025-01-16 12:43:39.000000,2025-01-14 16:20:32,1231.0,94.0,20.0,9.0,144.0,17.0,17.0,73.0,2024-08-02 19:27:57,0.16.0,25.0,,,21.0,,,,3.0,,,,,,,,,,1.0,,,,,,Sphereon-Opensource/OID4VC,,
124,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,17,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2025-01-16 17:19:14.000000,2025-01-16 14:47:48,2949.0,363.0,18.0,12.0,279.0,12.0,10.0,63.0,2024-12-05 20:29:46,0.32.0,48.0,2.0,2.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
125,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,Talao / Altme wallet : Open source Self Sovereign Identity wallet. Multi ecosystem support : EBSI conformant. ARF EUDI..,,,17,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2025-01-16 10:06:01.000000,2025-01-07 13:05:43,4934.0,380.0,16.0,7.0,535.0,38.0,2660.0,52.0,,,,1.0,1.0,5.0,,,,3.0,,,,,,,,,,,,,,,,,,
126,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",16,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2024-12-27 19:29:06.000000,2024-12-27 19:29:05,579.0,1.0,159.0,82.0,235.0,25.0,49.0,1516.0,,,,,,65.0,,,,3.0,,,,,,,,,,,,,,,,,,
127,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,16,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2024-12-16 11:24:30.000000,2024-12-16 11:24:28,1947.0,24.0,147.0,63.0,522.0,4.0,235.0,614.0,,,,,,67.0,,,,3.0,,,,,,,,,,,,,,,,,,
128,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,16,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2024-11-13 18:13:25.000000,2024-09-27 07:37:42,62.0,,23.0,10.0,21.0,14.0,15.0,206.0,,,1.0,18.0,18.0,4.0,,,1309.0,3.0,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,1309.0,,,,,,,,,
129,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,16,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2024-10-11 13:07:06.000000,2024-10-10 16:03:43,525.0,,47.0,17.0,100.0,23.0,68.0,183.0,,,,468.0,468.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,,
130,did-spec-registries,https://github.com/w3c/did-extensions,dids,Decentralized Identifier Ecosystem Extensions.,,,16,False,w3c/did-spec-registries,,https://github.com/w3c/did-extensions,,2020-02-11 17:25:04,2025-01-11 11:15:57.000000,2025-01-10 14:47:37,879.0,33.0,203.0,52.0,401.0,57.0,156.0,121.0,,,,,,216.0,,,,3.0,,,,,,,,,,,,,,,,w3c/did-extensions,,
131,fedfm,https://github.com/w3c-fedid/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],15,False,fedidcg/FedCM,,https://github.com/w3c-fedid/FedCM,,2020-03-20 21:58:44,2025-01-15 21:05:35.000000,2025-01-13 20:40:10,719.0,10.0,72.0,70.0,310.0,117.0,221.0,401.0,,,,,,39.0,,,,3.0,,,,,,,,,,,,,,,,w3c-fedid/FedCM,,
132,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,15,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2024-10-25 11:58:02.000000,2024-09-26 13:55:45,312.0,,73.0,38.0,257.0,46.0,77.0,279.0,,,,6.0,6.0,23.0,,,,3.0,ghcr.io/spruceid/didkit-http,,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,
133,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"Public Ledger of Credentials: a cryptographic, strongly-consistent, and recoverable DID method.",,,15,False,did-method-plc/did-method-plc,did-resolver,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2025-01-07 18:41:52.000000,2025-01-07 18:41:50,145.0,18.0,34.0,17.0,55.0,19.0,14.0,221.0,,,,,,11.0,https://www.npmjs.com/package/did-resolver,314164.0,314164.0,3.0,,,,,,,,,,,,,,,,,,
134,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2025-01-13 08:46:44.000000,2025-01-13 08:46:43,490.0,22.0,26.0,28.0,61.0,13.0,10.0,80.0,2021-10-08 12:33:05,0.2.0,2.0,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
135,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,15,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,Apache-2.0,2022-11-08 00:55:26,2025-01-16 12:10:52.000000,2025-01-16 12:10:48,2028.0,507.0,23.0,8.0,331.0,14.0,17.0,70.0,,,,,,15.0,,,,3.0,,,,,,,,,,,,,,,,Sphereon-Opensource/mobile-wallet,,
136,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,15,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-12-16 12:31:13.000000,2024-12-16 12:31:12,1177.0,46.0,15.0,6.0,145.0,15.0,29.0,40.0,2024-04-24 20:52:31,3.3.2,30.0,1.0,1.0,20.0,,,2.0,3.0,,114.0,,,,,,,,,,,,,,,,
137,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,15,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2024-07-16 13:59:21.000000,2024-07-16 13:59:02,1376.0,,24.0,4.0,111.0,1.0,47.0,31.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,115.0,3.0,waltid/walletkit,,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,4636.0,,,,,,,,,,,,
138,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],14,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-05-06 00:08:36.000000,2024-02-05 20:54:24,451.0,,53.0,11.0,536.0,87.0,126.0,152.0,,,3.0,,,23.0,,,,3.0,,,,,,,,,,,,,,,,,,
139,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],14,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-07-01 16:19:30.000000,2024-07-01 16:19:09,633.0,,34.0,30.0,238.0,53.0,181.0,84.0,,,,,,40.0,,,,3.0,,,,,,,,,,,,,,,,,,
140,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,13.0,115.0,,,47.0,,,,16.0,16.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,
141,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,True,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-04-22 03:03:12.000000,2024-04-15 20:19:29,90.0,,157.0,35.0,95.0,32.0,102.0,995.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
142,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,26.0,8.0,2.0,4.0,1.0,250.0,2022-05-26 15:15:14,1.8.10,4.0,,,5.0,,,198.0,3.0,cogolabs/beyond,,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17648.0,,,,,,,,,,,,
143,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,13,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2025-01-16 18:14:52.000000,2025-01-16 18:14:22,773.0,8.0,31.0,19.0,261.0,4.0,274.0,58.0,2024-11-15 18:44:32,draft-ietf-oauth-selective-disclosure-jwt-14,9.0,,,25.0,,,,3.0,,,,,,,,,,,,,,,,,,
144,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,25.0,9.0,432.0,29.0,75.0,51.0,,,1.0,3.0,3.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,
145,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,13,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2024-07-17 14:26:13.313442,2024-07-17 14:21:31,351.0,,5.0,3.0,36.0,,36.0,23.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,23.0,3.0,waltid/idpkit,,https://hub.docker.com/r/waltid/idpkit,2024-07-17 14:26:13.313442,,801.0,,,,,,,,,,,,
146,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],12,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2024-06-22 13:49:56.000000,2024-06-22 13:49:53,502.0,,21.0,29.0,41.0,26.0,46.0,122.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
147,cf-identity-wallet,https://github.com/cardano-foundation/cf-identity-wallet,ssi-agents,Identity Wallet is an open source mobile application developed by the Cardano Foundation. It provides a digital..,,,12,True,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/cf-identity-wallet,MPL-2.0,2022-12-19 13:49:48,2025-01-16 15:44:28.000000,2024-12-06 17:57:00,1025.0,64.0,13.0,19.0,897.0,,5.0,100.0,,,,,,13.0,,,,3.0,,,,,,,,,,,,,,,,,,
148,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],12,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2024-03-18 01:31:53.000000,2023-02-10 20:11:40,37.0,,24.0,14.0,28.0,7.0,9.0,47.0,,,,74.0,74.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,
149,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],12,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2024-03-17 13:28:46.000000,2024-03-17 13:28:22,539.0,,23.0,12.0,143.0,14.0,42.0,47.0,,,,,,27.0,,,,3.0,,,,,,,,,,,,,,,,,,
150,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],11,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2025-01-16 00:12:15.000000,2024-12-09 09:04:11,894.0,1.0,25.0,15.0,182.0,19.0,130.0,83.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
151,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,45.0,47.0,42.0,24.0,56.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
152,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,11,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2024-03-05 13:50:44.000000,2023-10-02 22:37:32,194.0,,18.0,24.0,74.0,12.0,25.0,46.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
153,vlei,https://github.com/WebOfTrust/vLEI,specs,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,11,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2025-01-13 03:56:18.000000,2025-01-13 03:56:18,99.0,10.0,12.0,10.0,40.0,21.0,28.0,30.0,,,,,,7.0,,,,3.0,,,,,,,,,,2.0,,,,,,,,
154,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,11,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2025-01-14 18:03:02.000000,2025-01-14 18:03:00,111.0,18.0,11.0,11.0,119.0,5.0,1.0,25.0,2024-04-02 18:31:17,1.0.1,3.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,
155,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,11,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2025-01-09 18:11:44.000000,2025-01-09 18:11:42,95.0,19.0,8.0,11.0,117.0,3.0,1.0,21.0,2023-06-20 20:22:25,1.0.0,2.0,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,
156,identity-credential,https://github.com/WICG/digital-credentials,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],10,False,wicg/identity-credential,,https://github.com/WICG/digital-credentials,,2023-04-23 18:07:46,2025-01-16 00:11:41.000000,2025-01-16 00:11:36,134.0,11.0,10.0,43.0,79.0,49.0,70.0,89.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,WICG/digital-credentials,,
157,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,10,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,14.0,24.0,123.0,9.0,15.0,79.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,
158,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],10,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2024-11-10 14:29:35.000000,2024-11-10 14:29:35,261.0,5.0,14.0,12.0,28.0,,4.0,55.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
159,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,9,False,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2024-03-19 15:54:10.000000,2023-07-31 13:48:42,119.0,,37.0,16.0,24.0,20.0,14.0,142.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
160,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,9,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,,2021-09-08 22:32:38,2024-07-15 18:12:12.000000,2024-07-15 18:11:29,664.0,,23.0,8.0,56.0,4.0,18.0,76.0,2024-04-24 21:53:08,0.6.4,15.0,,,12.0,,,1.0,3.0,,45.0,,,,,,,,,,,,,,,,
161,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,9,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2024-07-21 08:49:34.000000,2022-12-12 16:31:36,556.0,,15.0,9.0,261.0,38.0,10.0,55.0,,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,,,
162,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,ssi-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,8,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2024-04-11 08:24:17.000000,2024-04-11 08:24:17,78.0,,9.0,10.0,3.0,2.0,2.0,18.0,2024-02-09 12:04:08,0.6.1,2.0,,,4.0,,,,3.0,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,,
163,waltid-web-wallet,https://github.com/walt-id/waltid-web-wallet,ssi-agents,Custodian identity wallet white-label solution.,,,8,False,walt-id/waltid-web-wallet,,https://github.com/walt-id/waltid-web-wallet,,2023-07-27 19:04:55,2024-01-09 08:33:17.000000,2024-01-09 08:32:53,181.0,,1.0,2.0,69.0,,6.0,,2023-11-24 22:29:54,1.2311242224.0,48.0,,,8.0,,,167.0,3.0,waltid/ssikit-web-wallet,,https://hub.docker.com/r/waltid/ssikit-web-wallet,2023-06-29 16:56:55.416195,,3013.0,,,,,,,,,,,,
164,did-webs,https://github.com/trustoverip/tswg-did-method-webs-specification,dids,a DID method spec for did:webs.,,,7,False,trustoverip/tswg-did-method-webs-specification,,https://github.com/trustoverip/tswg-did-method-webs-specification,,2023-06-27 19:57:19,2024-07-06 22:40:40.000000,2024-05-23 18:45:05,250.0,,13.0,11.0,92.0,8.0,41.0,16.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
165,did-webs-resolver,https://github.com/hyperledger-labs/did-webs-resolver,dids,A reference implementation for the did:webs DID method specified here https://github.com/trustoverip/tswg-did-method-..,,,7,False,hyperledger-labs/did-webs-resolver,,https://github.com/hyperledger-labs/did-webs-resolver,Apache-2.0,2023-09-19 23:27:32,2024-10-28 15:31:49.000000,2024-10-28 15:31:49,124.0,2.0,10.0,4.0,40.0,15.0,22.0,11.0,,,1.0,,,7.0,,,,3.0,,,,,,,,,,,,,,,,,,
