,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,trending,gem_url,apt_id,updated_github_id,github-id
55,oso,https://github.com/osohq/oso,authorization,Oso is a batteries-included framework for building authorization in your application.,,,28,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2024-03-13 15:25:23.000000,2024-01-13 04:41:13,1213.0,,168.0,30.0,1526.0,108.0,101.0,3391.0,2024-01-13 04:08:30,0.27.3,100.0,83.0,83.0,67.0,,,29642.0,3.0,2716.0,,,,,,oso,https://pypi.org/project/oso,29571.0,,,,,,,,,
56,identity-server,https://github.com/DuendeSoftware/IdentityServer,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,28,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/IdentityServer,https://duendesoftware.com/license,2020-10-01 08:46:31,2024-04-16 08:53:11.000000,2024-04-04 21:35:51,5285.0,24.0,295.0,40.0,780.0,56.0,264.0,1327.0,2024-04-04 20:54:05,7.0.4,57.0,1812.0,1812.0,297.0,,,,2.0,,,,,,,,,,,,,,,,,,
57,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2024-04-17 11:02:58.000000,2024-04-08 00:43:04,476.0,15.0,65.0,29.0,146.0,5.0,47.0,194.0,2024-02-14 22:03:28,10.1.5,59.0,1509.0,1509.0,26.0,https://www.npmjs.com/package/ethr-did-resolver,15541.0,15541.0,1.0,,,,,,,,,,,,,,,,,,
58,authentik,https://github.com/goauthentik/authentik,idp,The authentication glue you need.,,,27,True,goauthentik/authentik,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2024-04-18 18:09:12.000000,2024-04-18 15:48:49,14191.0,768.0,511.0,39.0,7117.0,470.0,1518.0,6674.0,2024-04-17 12:03:03,ersion/2024.2.3,100.0,,,239.0,,,99.0,3.0,2991.0,,,,,,,,,https://charts.goauthentik.io,,,,,,,,
59,node-oidc-provider,https://github.com/panva/node-oidc-provider,authentication,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,,,27,True,panva/node-oidc-provider,oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2024-04-18 09:26:01.000000,2024-03-29 10:46:57,2460.0,12.0,740.0,71.0,246.0,,,3016.0,2024-01-17 08:17:36,8.4.5,100.0,3.0,3.0,72.0,https://www.npmjs.com/package/oidc-provider,189124.0,189124.0,2.0,,,,,,,,,,,,,,,,,,
60,cerbos,https://github.com/cerbos/cerbos,authorization,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",,,27,True,cerbos/cerbos,,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2024-04-18 14:39:32.000000,2024-04-18 14:39:31,1613.0,117.0,116.0,29.0,1731.0,35.0,299.0,2499.0,2024-04-09 07:45:37,0.35.1,58.0,4.0,4.0,28.0,,,1638.0,3.0,60618.0,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,-1.0,,,,
61,kanidm,https://github.com/kanidm/kanidm,idp,"Kanidm: A simple, secure and fast identity management platform.",,,27,True,kanidm/kanidm,,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2024-04-16 23:51:35.000000,2024-04-16 23:35:16,1872.0,115.0,136.0,19.0,1878.0,181.0,572.0,2095.0,2024-02-07 04:43:11,1.1.0-rc.16,18.0,42.0,42.0,73.0,,,4170.0,3.0,258.0,kanidm/server,https://hub.docker.com/r/kanidm/server,2024-03-26 02:09:54.008979,,258297.0,,,,,,,,,,,,
62,jansen,https://github.com/JanssenProject/jans,idp,An open source enterprise digital identity platform for CIAM or workforce... Janssen is a distribution of standards-..,,['linux-foundation'],27,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2024-04-18 17:31:59.000000,2024-04-18 17:01:33,33879.0,351.0,58.0,31.0,4810.0,360.0,3039.0,389.0,2024-04-16 14:20:28,1.1.1,100.0,,,112.0,,,407.0,3.0,2444.0,,,,,,,,,,,,,,,,,
63,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2024-04-15 19:12:23.000000,2024-03-26 04:30:10,367.0,8.0,40.0,23.0,97.0,2.0,48.0,170.0,2024-03-26 04:30:27,4.0.4,58.0,929.0,929.0,22.0,https://www.npmjs.com/package/did-jwt-vc,14481.0,14481.0,1.0,,,,,,,,,,,,,,-1.0,,,,
64,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,25,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2024-04-18 17:12:25.000000,2024-04-18 17:12:25,1779.0,92.0,131.0,21.0,383.0,37.0,82.0,2278.0,2024-03-13 17:49:20,0.7.5,33.0,1.0,1.0,53.0,,,4409.0,3.0,619.0,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2024-03-14 13:47:41.244848,1.0,166897.0,,,,,,,,,,,,
65,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,25,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2024-04-18 16:49:14.000000,2024-04-17 04:03:53,6143.0,96.0,312.0,415.0,4218.0,120.0,417.0,1694.0,2024-01-17 19:18:46,1.7.0,28.0,,,151.0,,,0.0,2.0,51.0,,,,,,,,,,,,,,,,,
66,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],25,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2024-04-18 03:48:59.000000,2024-04-16 21:48:20,3050.0,99.0,266.0,52.0,2310.0,35.0,221.0,856.0,2024-04-16 21:45:51,1.11.56,100.0,30.0,30.0,86.0,,,,2.0,,,,,,,,,,,,,,,,,,
67,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2024-04-17 10:38:33.000000,2024-03-28 15:46:16,1857.0,26.0,119.0,24.0,776.0,68.0,373.0,398.0,2024-04-02 18:54:31,6.0.0,44.0,620.0,620.0,55.0,,,,1.0,,,,,,,,,,,,,,,,,,
68,aries-python,https://github.com/hyperledger/aries-cloudagent-python,ssi-sdks,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2024-04-18 17:57:45.000000,2024-04-18 17:57:06,9154.0,476.0,450.0,29.0,1708.0,215.0,975.0,392.0,2024-04-11 19:16:17,0.12.0,77.0,,,136.0,,,,1.0,,,,,,,,,,,,,,,,,,
69,hanko,https://github.com/teamhanko/hanko,idp,Customer Identity and Access Management for the passkey era.,,,24,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2024-04-18 16:26:25.000000,2024-04-18 13:15:02,2047.0,96.0,793.0,29.0,1233.0,36.0,133.0,5396.0,2024-04-10 14:43:20,backend/v0.10.2,21.0,231.0,231.0,44.0,,,3.0,3.0,69.0,,,,,,,,,,,,,,,,,
70,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,24,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2024-04-18 12:28:08.000000,2024-04-18 09:09:21,1741.0,53.0,222.0,59.0,299.0,30.0,83.0,519.0,2022-01-07 16:42:38,0.5.0,6.0,,,106.0,,,1537.0,2.0,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2024-04-18 09:10:50.010470,,123023.0,,,,,,,,,,,,
71,iota-identity,https://github.com/iotaledger/identity.rs,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2024-04-18 14:47:15.000000,2024-04-02 08:32:48,1456.0,32.0,77.0,24.0,1031.0,55.0,240.0,285.0,2024-03-27 14:33:19,1.2.0,28.0,115.0,115.0,38.0,,,,2.0,,,,,,,,,,,,,,,,,,
72,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,23,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2024-04-18 13:21:10.000000,2024-03-21 07:14:58,989.0,58.0,450.0,58.0,492.0,113.0,358.0,11872.0,2024-04-04 09:26:05,5.0.3,69.0,,,26.0,,,,3.0,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,
73,permify,https://github.com/Permify/permify,authorization,Permify is an open-source authorization service inspired by Google Zanzibar.,,,23,True,permify/permify,,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2024-04-18 05:14:48.000000,2024-04-11 07:30:43,2800.0,302.0,117.0,18.0,1017.0,28.0,139.0,2446.0,2024-03-30 21:57:30,0.8.0,64.0,1.0,1.0,43.0,,,84.0,3.0,1696.0,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,
74,maxkey,https://github.com/dromara/MaxKey,idp,"MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) ProductIAM-IDaas,OAuth2.xOpenID..",,,23,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2024-04-11 01:20:29.000000,2024-04-11 01:16:40,2255.0,22.0,282.0,28.0,106.0,20.0,93.0,1249.0,2024-03-27 23:41:43,4.0.3,58.0,,,40.0,,,109.0,3.0,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2023-10-11 12:25:07.733007,5.0,9770.0,,,,,,,,,,,,
75,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,23,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2024-04-18 13:08:40.000000,2024-04-15 14:06:23,15868.0,108.0,312.0,51.0,7331.0,,,1082.0,,,,,,223.0,,,40031.0,3.0,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2024-04-17 05:45:40.354842,163.0,5724535.0,,,,,,,,,,,,
76,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,23,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2024-03-13 00:54:18.000000,2024-02-28 17:52:12,620.0,6.0,155.0,36.0,266.0,65.0,180.0,1064.0,2022-09-28 20:32:17,3.0.1,15.0,238.0,238.0,44.0,,,,3.0,,,,,,,,,,,,,,,,,,
77,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],23,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2024-04-15 20:43:52.000000,2024-04-15 16:19:26,14959.0,56.0,658.0,112.0,18.0,,,681.0,,,,129.0,129.0,733.0,,,,3.0,,,,,,,,,,,,,,,,,,
78,dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],23,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-04-18 00:06:24.000000,2024-04-16 16:49:00,473.0,37.0,94.0,18.0,463.0,67.0,188.0,318.0,2024-04-09 16:16:50,0.2.23,40.0,369.0,369.0,42.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,,,,,,,,
79,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2024-04-18 17:12:08.000000,2024-04-18 08:03:09,948.0,89.0,161.0,27.0,1129.0,130.0,541.0,234.0,2024-03-28 14:30:46,0.5.1,79.0,3.0,3.0,60.0,,,,2.0,,,,,,,,,,,,,,,,,,
80,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],23,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2024-04-08 23:28:32.000000,2024-04-08 23:28:32,791.0,29.0,38.0,15.0,224.0,24.0,83.0,68.0,2024-02-13 10:21:42,0.2.0,30.0,81.0,81.0,22.0,,,6439.0,2.0,96586.0,,,,,,,,,,,,,,,,,
81,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,22,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,3374.0,306.0,25.0,1.0,143.0,21446.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,25096.0,3.0,853282.0,,,,,,,,,,,,,,,,,
82,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,22,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2024-04-10 17:51:33.000000,2024-01-17 13:25:40,562.0,,283.0,62.0,149.0,186.0,567.0,5370.0,2020-09-02 15:57:23,2.6.1,11.0,,,61.0,,,218.0,3.0,16181.0,,,,,,,,,,,,,1.0,,howdy,,
83,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,22,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2024-04-17 18:33:43.000000,2024-04-17 18:33:43,4044.0,9.0,759.0,255.0,335.0,62.0,210.0,2835.0,2015-09-29 22:50:55,1.1.0,4.0,,,58.0,,,880.0,3.0,110034.0,,,,,,,,,,,,,,,,,
84,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],22,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2024-04-11 22:36:26.000000,2024-04-11 22:26:02,405.0,11.0,682.0,95.0,324.0,162.0,339.0,1681.0,2024-04-11 22:36:26,1.7.4,30.0,,,50.0,,,,3.0,,,,,,,,,,,,,,,,,,
85,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,22,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-11-20 08:18:32.000000,2023-10-13 18:18:58,3449.0,,122.0,48.0,1887.0,207.0,901.0,754.0,2023-08-04 21:07:07,1.20.0,73.0,,,96.0,,,75153.0,3.0,400.0,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,30.0,7063955.0,,,,,,,,,,,,
86,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,22,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2024-02-22 04:38:48.000000,2023-07-17 21:06:20,282.0,,52.0,252.0,29.0,7.0,39.0,719.0,2023-01-31 02:32:05,2.1.1,52.0,1241.0,1241.0,12.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,
87,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,22,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2024-04-18 15:29:19.000000,2024-04-18 15:29:19,13376.0,155.0,128.0,12.0,1812.0,943.0,1966.0,317.0,2023-06-16 12:51:58,11.4.3,55.0,,,86.0,,,100.0,3.0,7729.0,,,,,,,,,,,,,,,,,
88,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2024-04-15 19:21:05.000000,2024-03-25 01:03:55,393.0,6.0,41.0,23.0,129.0,3.0,18.0,204.0,2023-03-08 14:05:37,4.1.0,24.0,5904.0,5904.0,24.0,,,,2.0,,,,,,,,,,,,,,,,,,
89,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],21,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2024-04-08 16:06:16.000000,2024-04-05 16:23:30,1280.0,1.0,270.0,91.0,491.0,26.0,161.0,2893.0,2021-06-23 10:02:43,ctap2.0,1.0,78.0,78.0,24.0,,,,3.0,,,,,,,,,,,,,,,,,,
90,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],21,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2024-04-16 16:24:34.000000,2024-03-14 17:02:52,4919.0,27.0,641.0,69.0,1760.0,36.0,56.0,670.0,2024-02-09 14:17:29,1.13.2,37.0,,,102.0,,,10.0,2.0,602.0,,,,,,,,,,,,,,,,,
91,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],21,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2024-04-15 18:37:11.000000,2024-03-25 02:20:25,293.0,9.0,15.0,14.0,118.0,1.0,10.0,82.0,2023-07-03 18:25:08,2.0.27,38.0,943.0,943.0,12.0,https://www.npmjs.com/package/web-did-resolver,26827.0,26827.0,2.0,,,,,,,,,,,,,,,,,,
92,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],21,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2024-04-18 07:36:52.000000,2024-04-18 07:36:51,2577.0,118.0,32.0,16.0,3317.0,51.0,96.0,65.0,2024-03-14 10:54:35,2.1.0,23.0,823.0,823.0,22.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,
93,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4667.0,568.0,122.0,502.0,620.0,13488.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,
94,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-12-18 22:01:36.000000,2023-08-31 21:53:17,639.0,,271.0,65.0,222.0,6.0,126.0,3701.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,39.0,,,,3.0,,,,,,,,,,,,,,,,,,
95,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],20,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2024-04-03 19:53:32.000000,2024-04-03 19:52:19,2285.0,33.0,153.0,179.0,863.0,73.0,1059.0,1091.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,75.0,,,,1.0,,,,,,,,,,,,,,,,,,
96,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],20,True,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-12-18 20:07:43.000000,2023-04-04 19:14:54,1149.0,,103.0,40.0,682.0,37.0,441.0,435.0,2021-03-09 22:06:35,1.0.2,12.0,34.0,34.0,47.0,,,,1.0,,,,,,,,,,,,,,,,,,
97,aries-rfcs,https://github.com/hyperledger/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],20,True,hyperledger/aries-rfcs,,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2024-04-01 14:02:01.000000,2024-03-27 23:47:58,2273.0,77.0,209.0,51.0,596.0,55.0,175.0,317.0,,,,,,85.0,,,,1.0,,,,,,,,,,,,,,,,,,
98,aries-framework-go,https://github.com/hyperledger-archives/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger-archives/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,1.0,157.0,20.0,2046.0,388.0,1196.0,241.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,61.0,,,,2.0,,,,,,,,,,,,,,,,,hyperledger-archives/aries-framework-go,
99,web5-js,https://github.com/TBD54566975/web5-js,ssi-sdks,Monorepo for the Web5 JS TypeScript implementation.,,['web5'],20,True,TBD54566975/web5-js,web5/api,https://github.com/TBD54566975/web5-js,Apache-2.0,2023-03-06 19:11:53,2024-04-16 16:42:44.000000,2024-04-16 16:40:53,499.0,72.0,42.0,7.0,311.0,51.0,131.0,114.0,2024-04-16 16:42:45,@web5/api@0.9.2,30.0,66.0,66.0,28.0,https://www.npmjs.com/package/web5/api,,,2.0,,,,,,,,,,,,,,,,,,
100,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,20,False,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2024-04-18 17:28:27.000000,2024-04-18 16:01:17,1566.0,1158.0,25.0,5.0,286.0,9.0,39.0,81.0,2024-03-14 09:49:49,0.2.0,100.0,,,17.0,,,,2.0,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,
101,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,Trinsic SDK repository.,,,20,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,Apache-2.0,2021-04-26 20:47:34,2024-04-10 21:56:23.000000,2024-04-05 13:57:06,1115.0,21.0,16.0,12.0,1287.0,1.0,321.0,28.0,2024-03-27 21:54:10,1.14.0,17.0,,,27.0,,,372.0,2.0,11168.0,,,,,,,,,,,,,,,,,
102,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2024-04-04 22:49:12.000000,2023-07-12 07:05:13,339.0,,814.0,241.0,243.0,187.0,529.0,2724.0,,,,,,47.0,,,,3.0,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
103,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,,278.0,99.0,42.0,28.0,24.0,2521.0,,,,,,26.0,,,1919.0,3.0,,,,,,,pyja3,https://pypi.org/project/pyja3,1919.0,,,,,,,,,
104,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],19,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2024-04-09 09:14:25.000000,2024-03-05 10:04:59,150.0,1.0,222.0,63.0,106.0,3.0,56.0,2344.0,2024-03-06 13:35:30,1.3.0,41.0,,,51.0,,,,3.0,,,,,,,,,,,,,,,,,,
105,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn and Apple App Attest server side verification.,,,19,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2024-04-18 14:06:49.000000,2024-04-01 13:37:30,2260.0,38.0,68.0,21.0,747.0,4.0,97.0,376.0,2024-04-01 13:34:38,0.23.0.RELEASE,55.0,,,27.0,,,,3.0,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,
106,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,19,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2024-04-18 15:55:02.000000,2024-04-18 15:54:12,116.0,14.0,37.0,8.0,18.0,2.0,27.0,330.0,2024-04-18 15:55:02,1.6.1,26.0,167.0,167.0,10.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,1.0,,,,
107,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,19,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2024-04-12 12:52:23.000000,2024-01-23 08:35:12,1730.0,1.0,107.0,28.0,349.0,39.0,73.0,185.0,2023-06-11 17:23:23,8.4.0,49.0,32.0,32.0,52.0,,,,3.0,,,,,,,,,,,,,,,,,,
