,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,helm_id,maven_id,maven_url,gem_url,brew_id,apt_id,github,github-id
54,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],29,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2026-07-16 01:57:36.000000,2026-07-15 21:59:37,634.0,57.0,77.0,25.0,204.0,5.0,58.0,233.0,2026-07-01 12:25:52,13.1.0,83.0,1920.0,1920.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,43547.0,43547.0,1.0,,,,,,,,,,,,,,,,,,,
55,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,28,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3815.0,348.0,114.0,451.0,392.0,17906.0,2020-03-22 14:01:55,0.22.2,38.0,,,25.0,https://www.npmjs.com/package/face-api.js,476676.0,476676.0,3.0,,,,,,,,,,,,,,,,,,,
56,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,28,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2026-06-29 23:07:00.000000,2026-06-29 22:34:45,642.0,71.0,189.0,35.0,163.0,,112.0,1052.0,2026-06-29 22:40:08,3.0.0,39.0,,,35.0,,,6276053.0,2.0,,,,,,,,webauthn,https://pypi.org/project/webauthn,6276053.0,,,,,,,,,
57,did-jwt,https://github.com/decentralized-identity/did-jwt,dids,Create and verify DID verifiable JWTs in Javascript.,,['dif'],28,True,decentralized-identity/did-jwt,did-jwt,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2026-07-13 19:13:31.000000,2025-12-01 01:00:51,676.0,,72.0,37.0,239.0,5.0,87.0,372.0,2025-08-25 22:29:37,8.0.18,100.0,6264.0,6264.0,42.0,https://www.npmjs.com/package/did-jwt,348227.0,348227.0,1.0,,,,,,,,,,,,,,,,,,,
58,hanko,https://github.com/teamhanko/hanko,idp,"Modern authentication, on your terms. Open source alternative to Auth0, Clerk, WorkOS, Stytch.",,,27,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2026-07-16 10:18:46.000000,2026-07-15 12:12:16,2611.0,74.0,1011.0,39.0,2262.0,33.0,389.0,8978.0,2026-06-05 13:50:38,backend/v2.7.0,42.0,341.0,341.0,56.0,,,30.0,3.0,,1446.0,,,,,,,,,,,,,,,,,
59,ockam,https://github.com/build-trust/ockam,machine,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",,,27,True,build-trust/ockam,,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2026-01-04 22:01:38.000000,2026-01-04 21:59:47,9734.0,,553.0,52.0,7294.0,,1780.0,4631.0,2025-06-30 22:09:21,ockam_v0.157.0,100.0,190.0,190.0,318.0,,,312.0,3.0,,15608.0,,,,,,,,,,,,,,build-trust/ockam/ockam,,,
60,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,False,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,186.0,25.0,1531.0,111.0,104.0,3494.0,2024-01-13 04:08:30,0.27.3,100.0,221.0,221.0,68.0,,,27116.0,3.0,,4156.0,,,,,,oso,https://pypi.org/project/oso,27053.0,,,,,,,,,
61,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2026-07-15 03:19:34.000000,2026-07-15 03:19:34,3846.0,97.0,303.0,51.0,3055.0,43.0,296.0,995.0,2026-06-19 15:25:20,1.12.43,100.0,380.0,380.0,110.0,,,,2.0,,,,,,,,,,,,,,,,,,,
62,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,26,True,permify/permify,,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2026-07-16 05:05:23.000000,2026-07-15 12:01:33,5976.0,145.0,322.0,23.0,2660.0,53.0,303.0,5921.0,2026-07-07 12:03:12,1.7.2,100.0,4.0,4.0,79.0,,,500.0,3.0,ghcr.io/permify/permify,15015.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,-1.0,,,,,,,,,,,,
63,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],26,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2026-05-30 15:56:43.000000,2026-01-11 10:32:45,3308.0,,300.0,71.0,909.0,300.0,644.0,1798.0,2026-01-07 15:47:40,6.0.0,60.0,3.0,3.0,90.0,https://www.npmjs.com/package/solid-server,1074.0,8157.0,1.0,nodesolidserver/node-solid-server,,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1005857.0,,,,,,,,,,,,,
64,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,26,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2026-07-06 23:50:40.000000,2026-07-06 23:50:39,7541.0,278.0,317.0,411.0,4889.0,111.0,458.0,1772.0,2026-07-06 22:20:16,1.9.3,35.0,,,162.0,,,0.0,3.0,,72.0,,,,,,,,,,,,,,,,,
65,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,26,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2026-07-14 23:17:46.000000,2026-07-14 21:42:34,4427.0,55.0,147.0,47.0,1909.0,138.0,974.0,970.0,2026-06-16 16:00:40,1.27.0,84.0,,,117.0,,,63595.0,3.0,cyberark/conjur,2840.0,https://hub.docker.com/r/cyberark/conjur,2026-07-14 23:11:57.083033,29.0,7691839.0,,,,,,,,,,,,,
66,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],26,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2026-07-14 08:58:35.000000,2026-07-14 04:48:57,409.0,3.0,45.0,19.0,104.0,4.0,49.0,210.0,2025-08-26 05:57:14,4.0.16,70.0,1382.0,1382.0,22.0,https://www.npmjs.com/package/did-jwt-vc,84702.0,84702.0,1.0,,,,,,,,,,,,,,,,,,,
67,authgear,https://github.com/authgear/authgear-server,idp,"Open source Auth0/Clerk/Firebase alternative. Passkeys, SSO, MFA, passwordless, biometric login. Self-hosted or cloud...",,,25,True,authgear/authgear-server,,https://github.com/authgear/authgear-server,Apache-2.0,2020-06-16 03:34:34,2026-07-15 09:49:54.000000,2026-07-13 06:49:45,24284.0,568.0,124.0,11.0,3398.0,348.0,1952.0,1898.0,2026-06-11 11:10:56,2026-06-11.0,74.0,9.0,9.0,50.0,,,11.0,3.0,,703.0,,,,,,,,,,,,,,,,,
68,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2026-07-14 04:17:04.000000,2026-07-14 04:17:04,10595.0,92.0,499.0,22.0,2724.0,149.0,1298.0,488.0,2026-06-09 19:00:27,1.6-lts,100.0,,,167.0,,,,1.0,,,,,,,,,,,openwallet-foundation/acapy,,,,,,,,
69,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,24,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2026-07-16 18:06:19.000000,2026-07-14 12:29:35,1702.0,133.0,721.0,95.0,731.0,131.0,407.0,15205.0,2026-07-14 12:32:25,12.0.6,100.0,,,37.0,,,,3.0,registry.supertokens.io/supertokens/supertokens-postgresql,,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,
70,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache-2.0 is free IAM-..",,,24,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2026-07-14 02:59:23.000000,2026-07-14 02:58:57,2777.0,30.0,399.0,30.0,125.0,4.0,136.0,1929.0,2026-06-30 02:43:35,4.1.12,73.0,,,61.0,,,430.0,3.0,maxkeytop/maxkey,,https://hub.docker.com/r/maxkeytop/maxkey,2026-06-30 01:47:11.347464,5.0,49991.0,,,,,,,,,,,,,
71,identity-server,https://github.com/DuendeSoftware/products,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,24,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/products,https://duendesoftware.com/license,2020-10-01 08:46:31,2026-07-03 12:22:02.000000,2026-07-03 12:21:59,8216.0,43.0,389.0,38.0,1537.0,,326.0,1609.0,2026-06-16 15:00:10,is-8.0.2,100.0,,,341.0,,,,2.0,,,,,,,,,,,DuendeSoftware/products,,,,,,,,
72,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2026-07-16 09:55:45.000000,2026-07-16 09:38:02,16649.0,153.0,374.0,45.0,8486.0,,,1430.0,,,,,,263.0,,,38286.0,3.0,freeipa/freeipa-server,,https://hub.docker.com/r/freeipa/freeipa-server,2026-07-15 07:45:46.414811,181.0,6508688.0,,,,,,,,,,,,,
73,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,24,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2026-07-16 17:13:20.000000,2026-07-01 12:48:14,1943.0,1.0,133.0,22.0,870.0,67.0,395.0,543.0,2026-02-11 12:59:23,7.0.0,47.0,933.0,933.0,60.0,,,,1.0,,,,,,,,,,,,,,,,,,,
74,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2026-07-16 10:06:33.000000,2026-07-16 10:06:29,1774.0,20.0,99.0,23.0,1361.0,93.0,354.0,350.0,2026-07-14 15:46:34,1.9.11-beta.1,70.0,161.0,161.0,44.0,,,,1.0,,,,,,,,,,,iotaledger/identity,,,,,,,,
75,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,24,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2026-07-16 16:51:32.000000,2026-07-16 16:51:29,14445.0,1699.0,125.0,6.0,1582.0,4.0,332.0,295.0,2026-07-08 18:49:19,0.20.5,100.0,,,48.0,,,,1.0,waltid/identity,,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,,
76,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],24,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2026-07-14 19:08:41.000000,2026-07-14 19:06:19,2241.0,57.0,181.0,21.0,1559.0,21.0,288.0,200.0,2026-07-14 19:08:41,3.0.18,79.0,9.0,9.0,66.0,,,,1.0,,,,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,,,
77,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],24,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,MIT,2019-11-21 00:49:46,2026-07-13 00:00:15.000000,2026-07-12 23:58:07,3256.0,71.0,42.0,11.0,4170.0,56.0,106.0,77.0,2026-06-03 13:49:58,5.0.0,40.0,1003.0,1003.0,28.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,2.0,,,,,,,,,,,,,,,,,,,
78,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,"Passkeys, FIDO2 and WebAuthn .NET library.",,,23,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2026-04-20 15:45:25.000000,2026-04-20 15:43:43,692.0,1.0,198.0,41.0,349.0,32.0,250.0,1440.0,2026-04-06 10:34:14,4.0.1,25.0,407.0,407.0,55.0,,,,3.0,,,,,,,-1.0,,,,,,,,,,,,
79,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],23,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2026-07-16 04:20:57.000000,2026-07-16 04:19:38,15368.0,30.0,685.0,106.0,21.0,,,714.0,,,,197.0,197.0,762.0,,,,3.0,,,,,,,,,,,,,,,,,,,
80,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2026-07-16 19:05:09.000000,2026-07-02 21:34:31,2089.0,16.0,288.0,56.0,442.0,38.0,90.0,642.0,2022-01-07 16:42:38,0.5.0,6.0,,,135.0,,,1475.0,2.0,universalresolver/uni-resolver-web,,https://hub.docker.com/r/universalresolver/uni-resolver-web,2026-07-02 21:51:06.878835,,157921.0,,,,,,,,,,,,,
81,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2026-07-15 15:42:28.000000,2026-07-15 15:42:27,15046.0,182.0,157.0,14.0,2355.0,42.0,2992.0,499.0,2023-06-16 12:51:58,11.4.3,55.0,,,100.0,,,97.0,3.0,,10177.0,,,,,,,,,,,,,,,,,
82,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2026-07-16 13:11:01.000000,2026-07-16 13:07:58,1453.0,63.0,234.0,26.0,1912.0,248.0,653.0,350.0,2026-04-29 08:06:01,0.7.0,100.0,,,91.0,,,,2.0,,,,,,,,,,,,,,,,,,,
83,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],23,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2026-07-14 06:33:55.000000,2026-06-29 01:16:43,444.0,24.0,46.0,20.0,139.0,4.0,19.0,232.0,2026-05-04 13:17:45,5.0.1,27.0,7978.0,7978.0,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,
84,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],23,True,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2026-07-14 09:52:07.000000,2026-07-14 06:47:01,399.0,19.0,19.0,11.0,126.0,1.0,11.0,100.0,2025-12-03 20:47:02,2.0.32,43.0,1486.0,1486.0,12.0,https://www.npmjs.com/package/web-did-resolver,97787.0,97787.0,2.0,,,,,,,,,,,,,,,,,,,
85,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,22,False,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,902.0,2.0,130.0,530.0,785.0,19287.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,24.0,24.0,22.0,,,3031.0,3.0,,230367.0,,,,,,,,,,,,,,,,,
86,gotrue,https://github.com/netlify/gotrue,idp,An JWT based API for managing users and issuing JWT tokens.,,,22,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2026-07-10 11:49:58.000000,2026-05-28 08:04:04,691.0,10.0,325.0,52.0,302.0,9.0,137.0,4441.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,48.0,,,,3.0,,,,,,,,,,,,,,,,,,,
87,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],22,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2026-07-15 20:51:09.000000,2026-07-09 13:53:45,2816.0,19.0,278.0,193.0,1024.0,79.0,1263.0,1421.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,83.0,,,,1.0,,,,,,,,,,,,,,,,,,,
88,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,22,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2026-05-23 12:27:40.000000,2026-05-15 06:02:25,309.0,4.0,59.0,7.0,42.0,,65.0,608.0,2026-05-15 06:05:04,2.4.0,43.0,5601.0,5601.0,20.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
89,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,False,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-07-29 10:07:27.000000,2025-06-22 10:19:45,592.0,,399.0,66.0,187.0,319.0,615.0,7670.0,2020-09-02 15:57:23,2.6.1,11.0,,,69.0,,,336.0,3.0,,33954.0,,,,,,,,,,,,,,,howdy,,
90,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,21,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2026-01-09 17:26:39.000000,2025-11-14 16:30:51,4083.0,,780.0,237.0,368.0,64.0,210.0,2903.0,2015-09-29 22:50:55,1.1.0,4.0,,,60.0,,,836.0,3.0,,127083.0,,,,,,,,,,,,,,,,,
91,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],21,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2026-07-13 18:49:12.000000,2026-07-13 18:49:09,424.0,8.0,800.0,93.0,373.0,187.0,368.0,2015.0,2026-06-12 17:43:44,2.1.0,34.0,,,53.0,,,,3.0,,,,,,,,,,,,,,,,,,,
92,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,21,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2026-07-16 14:32:42.000000,2026-07-14 15:02:57,3185.0,283.0,95.0,18.0,1215.0,7.0,160.0,579.0,2026-07-01 07:06:43,0.31.8.RELEASE,94.0,,,39.0,,,,3.0,,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,
93,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,21,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2026-06-17 18:30:03.000000,2026-05-01 14:10:43,90.0,18.0,30.0,5.0,36.0,9.0,31.0,254.0,2026-05-01 14:12:25,2.1.0,9.0,25.0,25.0,6.0,,,7384.0,3.0,,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,7384.0,,,,,,,,,
94,hyperledger-anoncreds-rs,https://github.com/anoncreds/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],21,False,hyperledger/anoncreds-rs,,https://github.com/anoncreds/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2026-01-07 14:36:37.000000,2026-01-07 14:36:37,835.0,,58.0,12.0,249.0,30.0,91.0,87.0,2025-11-13 16:53:54,0.2.3,33.0,76.0,76.0,28.0,,,10164.0,2.0,,426923.0,,,,,,,,,anoncreds/anoncreds-rs,,,,,,,,
95,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,21,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2026-07-16 14:14:07.000000,2026-07-16 14:14:07,4357.0,314.0,71.0,11.0,1122.0,190.0,167.0,77.0,,,1.0,76.0,76.0,39.0,,,,2.0,,,,,,,,,,,,,,,,,,,
96,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,21,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2026-06-18 09:00:14.000000,2026-06-17 07:35:26,713.0,10.0,41.0,4.0,362.0,6.0,39.0,72.0,2026-06-17 14:10:13,1.45.0,100.0,274.0,274.0,21.0,,,,2.0,,,,,,,,,,,,,,,,,,,
97,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,20,False,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,1272.0,9.0,25.0,1.0,143.0,30996.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,27497.0,3.0,,1677319.0,,,,,,,,,,,,,,,,,
98,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4659.0,550.0,124.0,511.0,619.0,14335.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
99,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],20,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2026-06-20 17:25:57.000000,2026-06-20 17:25:49,1341.0,15.0,319.0,82.0,562.0,11.0,202.0,3380.0,2021-06-23 10:02:43,ctap2.0,1.0,,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,,
100,indy-node,https://github.com/hyperledger-indy/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,False,hyperledger/indy-node,,https://github.com/hyperledger-indy/indy-node,Apache-2.0,2016-12-21 05:45:04,2026-05-11 17:10:09.000000,2025-02-24 16:33:21,4946.0,,643.0,61.0,1847.0,39.0,60.0,708.0,2024-02-09 14:17:29,1.13.2,37.0,,,111.0,,,26.0,2.0,,2244.0,,,,,,,,,hyperledger-indy/indy-node,,,,,,,,
101,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,False,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,99.0,18.0,546.0,42.0,238.0,322.0,2024-10-23 19:02:40,0.5.2,62.0,494.0,494.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,,,,,,
102,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,False,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,127.0,26.0,364.0,57.0,78.0,265.0,2025-02-10 16:01:17,8.5.1,51.0,44.0,44.0,58.0,,,,3.0,,,,,,,,,,,,,,,,,,,
103,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],20,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2026-07-10 14:56:08.000000,2026-07-06 07:07:55,3830.0,45.0,76.0,24.0,10.0,,,249.0,,,,17.0,17.0,313.0,,,,3.0,,,,,,,,,,,,,,,,,,,
104,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],19,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,156.0,1.0,2046.0,388.0,1196.0,239.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,
105,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2026-03-22 20:54:07.000000,2026-03-22 20:54:07,347.0,,951.0,240.0,260.0,219.0,555.0,3236.0,,,,,,51.0,,,,3.0,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,
