,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,helm_id,maven_id,maven_url,brew_id,trending,gem_url,apt_id,github,github-id
54,boulder,https://github.com/letsencrypt/boulder,pki,"An ACME-based certificate authority, written in Go.",,['linux-foundation'],28,True,letsencrypt/boulder,,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2025-05-29 18:04:12.000000,2025-05-28 17:08:03,7005.0,123.0,595.0,139.0,5024.0,168.0,2992.0,5444.0,2025-05-27 16:56:50,release-2025-05-27,100.0,,,137.0,,,17842.0,2.0,letsencrypt/boulder-tools,37426.0,https://hub.docker.com/r/letsencrypt/boulder-tools,2025-04-30 23:02:06.654814,13.0,2007515.0,,,,,,,,,,,,,
55,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],28,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2025-04-17 17:54:55.000000,2025-04-17 17:54:55,3211.0,17.0,298.0,77.0,875.0,289.0,641.0,1784.0,2025-02-21 20:25:35,5.8.5,59.0,3.0,3.0,89.0,https://www.npmjs.com/package/solid-server,595.0,8444.0,1.0,nodesolidserver/node-solid-server,,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1004799.0,,,,,,,,,,,,,
56,jansen,https://github.com/JanssenProject/jans,idp,"The Janssen Project maintains open source IAM components, featuring Agama for identity orchestration, and the..",,['linux-foundation'],28,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2025-05-29 15:20:24.000000,2025-05-29 09:16:03,35009.0,206.0,84.0,31.0,6618.0,436.0,4289.0,541.0,2025-05-20 10:48:36,1.7.0,100.0,7.0,7.0,127.0,,,510.0,3.0,,9702.0,,,,,,,,,,,,,,,,,
57,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],28,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2025-05-28 19:39:24.000000,2025-05-17 17:28:32,393.0,14.0,46.0,22.0,102.0,2.0,48.0,193.0,2025-05-17 17:28:49,4.0.13,67.0,1261.0,1261.0,22.0,https://www.npmjs.com/package/did-jwt-vc,36032.0,36032.0,1.0,,,,,,,,,,,,,,,,,,,
58,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,27,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3748.0,344.0,111.0,450.0,393.0,17254.0,2020-03-22 14:01:55,0.22.2,38.0,,,25.0,https://www.npmjs.com/package/face-api.js,155652.0,155652.0,3.0,,,,,,,,,,,,,,,,,,,
59,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2025-05-29 08:09:58.000000,2025-05-29 08:09:56,4651.0,245.0,250.0,25.0,1916.0,54.0,266.0,5400.0,2025-05-15 08:39:55,1.3.9,100.0,4.0,4.0,65.0,,,337.0,3.0,ghcr.io/permify/permify,8440.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,
60,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,178.0,27.0,1529.0,110.0,104.0,3481.0,2024-01-13 04:08:30,0.27.3,100.0,211.0,211.0,68.0,,,21290.0,3.0,,3540.0,,,,,oso,https://pypi.org/project/oso,21221.0,,,,,,1.0,,,,
61,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2025-05-29 15:30:37.000000,2025-05-29 15:30:37,3416.0,95.0,281.0,51.0,2673.0,29.0,252.0,938.0,2025-05-17 00:34:11,1.12.17,100.0,356.0,356.0,94.0,,,,2.0,,,,,,,,,,,,,,,,,,,
62,hanko,https://github.com/teamhanko/hanko,idp,"The Complete Authentication and User Management Solution for the Passkey Era. Open Source Alternative to Clerk, Auth0,..",,,26,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2025-05-26 19:54:24.000000,2025-05-21 07:37:08,2271.0,50.0,960.0,42.0,1720.0,43.0,346.0,8127.0,2025-05-21 10:05:04,backend/v2.1.0,34.0,321.0,321.0,50.0,,,19.0,3.0,,663.0,,,,,,,,,,,,,1.0,,,,
63,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2025-05-28 23:30:11.000000,2025-05-28 23:29:40,10059.0,133.0,496.0,28.0,2369.0,135.0,1245.0,449.0,2025-05-01 17:11:14,1.3.0,100.0,,,160.0,,,,1.0,,,,,,,,,,openwallet-foundation/acapy,,,,,,,,,
64,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],26,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2025-05-29 17:28:46.000000,2025-04-04 10:50:07,522.0,2.0,74.0,27.0,154.0,5.0,48.0,225.0,2025-01-06 05:24:12,11.0.3,69.0,1798.0,1798.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,27476.0,27476.0,1.0,,,,,,,,,,,,,,,,,,,
65,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,25,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2025-05-28 13:58:09.000000,2025-05-28 13:58:09,6868.0,193.0,311.0,424.0,4585.0,126.0,420.0,1741.0,2024-06-11 16:44:34,1.8.2,31.0,,,153.0,,,0.0,3.0,,64.0,,,,,,,,,,,,,1.0,,,,
66,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,25,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2025-03-07 19:43:28.000000,2025-03-07 19:43:16,526.0,4.0,174.0,34.0,139.0,,103.0,931.0,2025-03-07 19:43:46,2.5.2,32.0,,,30.0,,,500853.0,2.0,,,,,,,webauthn,https://pypi.org/project/webauthn,500853.0,,,,,,,,,,
67,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,25,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2025-05-27 12:41:55.000000,2025-05-23 09:47:05,1668.0,67.0,90.0,26.0,1241.0,95.0,307.0,319.0,2025-05-23 09:21:05,1.6.0-beta.1,39.0,147.0,147.0,43.0,,,,1.0,,,,,,,,,,iotaledger/identity,,,,,,,,,
68,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,24,True,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,515.0,39.0,130.0,531.0,787.0,18082.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3307.0,3.0,,205082.0,,,,,,,,,,,,,,,,,
69,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,24,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2025-05-27 18:24:51.000000,2025-05-22 05:46:23,1306.0,100.0,575.0,66.0,605.0,128.0,397.0,14164.0,2025-05-23 09:22:10,11.0.2,88.0,,,32.0,,,,3.0,registry.supertokens.io/supertokens/supertokens-postgresql,,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,
70,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache License Version 2.0..",,,24,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2025-05-27 01:16:27.000000,2025-05-27 00:54:17,2576.0,27.0,348.0,29.0,117.0,2.0,124.0,1662.0,2025-03-31 23:29:37,4.1.7,68.0,,,51.0,,,296.0,3.0,maxkeytop/maxkey,,https://hub.docker.com/r/maxkeytop/maxkey,2025-03-29 23:51:26.519049,5.0,30245.0,,,,,,,,,,,,,
71,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2025-05-29 08:56:53.000000,2025-05-29 08:56:11,16188.0,77.0,343.0,50.0,7833.0,,,1245.0,,,,,,240.0,,,38592.0,3.0,freeipa/freeipa-server,,https://hub.docker.com/r/freeipa/freeipa-server,2025-05-29 07:35:52.866218,173.0,6020353.0,,,,,,,,,,,,,
72,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,24,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-05-12 13:05:46.000000,2024-09-24 13:03:05,4401.0,,125.0,45.0,1900.0,140.0,969.0,858.0,2025-04-30 17:07:19,1.22.0,78.0,,,106.0,,,67644.0,3.0,cyberark/conjur,1136.0,https://hub.docker.com/r/cyberark/conjur,2025-04-30 16:48:24.359425,30.0,7236701.0,,,,,,,,,,,,,
73,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,24,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2025-05-28 19:04:01.000000,2025-02-27 17:32:56,1900.0,,133.0,22.0,833.0,65.0,392.0,467.0,2024-04-02 18:54:31,6.0.0,44.0,861.0,861.0,58.0,,,,1.0,,,,,,,,,,,,,,,-1.0,,,,
74,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,23,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2025-05-23 04:19:56.000000,2025-03-03 16:29:56,2035.0,1.0,210.0,31.0,546.0,57.0,101.0,5294.0,2025-02-18 15:31:39,0.8.0,48.0,,,69.0,,,6409.0,3.0,permitio/opal-server,1459.0,https://hub.docker.com/r/permitio/opal-server,2025-02-18 15:39:20.906277,1.0,325394.0,,,,,,,,,,,,,
75,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,23,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2025-05-23 16:36:59.000000,2025-05-23 16:36:56,4067.0,14.0,777.0,247.0,354.0,64.0,210.0,2875.0,2015-09-29 22:50:55,1.1.0,4.0,,,59.0,,,859.0,3.0,,118613.0,,,,,,,,,,,,,,,,,
76,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,23,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-02-21 13:56:02.000000,2025-02-21 13:56:01,651.0,,185.0,42.0,305.0,47.0,221.0,1280.0,2022-09-28 20:32:17,3.0.1,19.0,332.0,332.0,50.0,,,,3.0,,,,,,,,,,,,,,,,,,,
77,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],23,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2025-05-28 19:18:05.000000,2025-05-22 15:40:55,2719.0,43.0,194.0,181.0,967.0,70.0,1189.0,1244.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,81.0,,,,1.0,,,,,,,,,,,,,,,,,,,
78,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],23,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2025-05-28 09:12:01.000000,2025-05-28 09:00:32,15178.0,45.0,670.0,109.0,19.0,,,701.0,,,,172.0,172.0,745.0,,,,3.0,,,,,,,,,,,,,,,1.0,,,,
79,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2025-05-29 12:47:49.000000,2025-05-27 19:07:43,1893.0,38.0,241.0,56.0,355.0,33.0,89.0,592.0,2022-01-07 16:42:38,0.5.0,6.0,,,119.0,,,1489.0,2.0,universalresolver/uni-resolver-web,,https://hub.docker.com/r/universalresolver/uni-resolver-web,2025-05-27 19:10:36.339311,,138495.0,,,,,,,,,,,,,
80,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2025-05-29 17:27:27.000000,2025-05-29 17:27:26,14523.0,276.0,143.0,16.0,2121.0,91.0,2885.0,419.0,2023-06-16 12:51:58,11.4.3,55.0,,,92.0,,,105.0,3.0,,9505.0,,,,,,,,,,,,,,,,,
81,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2025-05-29 12:55:40.000000,2025-05-28 11:22:53,1160.0,44.0,202.0,28.0,1437.0,209.0,615.0,300.0,2025-05-09 12:55:46,0.5.15,100.0,,,73.0,,,,2.0,,,,,,,,,,,,,,,,,,,
82,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],23,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2025-05-26 07:40:51.000000,2025-05-26 02:23:41,320.0,14.0,17.0,14.0,125.0,1.0,11.0,91.0,2025-03-29 02:34:05,2.0.30,41.0,1339.0,1339.0,12.0,https://www.npmjs.com/package/web-did-resolver,44902.0,44902.0,2.0,,,,,,,,,,,,,,,,,,,
83,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,22,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2025-05-29 12:53:54.000000,2025-05-29 12:53:54,278.0,6.0,57.0,7.0,34.0,,55.0,533.0,2025-03-16 21:06:42,2.3.0,37.0,5166.0,5166.0,20.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
84,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2025-05-28 04:20:09.000000,2025-05-12 01:36:55,403.0,4.0,42.0,22.0,132.0,3.0,18.0,218.0,2023-03-08 14:05:37,4.1.0,24.0,7416.0,7416.0,24.0,,,,2.0,,,,,,,,,,,,,,,,,,,
85,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,22,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2025-05-29 16:27:18.000000,2025-05-28 16:51:09,4959.0,341.0,68.0,8.0,852.0,24.0,211.0,173.0,2025-05-07 10:22:09,0.14.0,100.0,1.0,1.0,30.0,,,,2.0,waltid/identity,,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,,
86,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],22,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2025-05-28 21:38:50.000000,2025-05-28 21:36:45,1995.0,68.0,147.0,26.0,1243.0,31.0,252.0,166.0,2025-05-28 21:38:50,2.1.4,8.0,,,57.0,,,,1.0,,,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,,,,
87,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],22,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2025-05-27 08:28:33.000000,2025-05-27 08:27:08,2969.0,91.0,38.0,14.0,3810.0,55.0,101.0,74.0,2025-05-09 12:38:10,2.5.0,35.0,962.0,962.0,25.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,,
88,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,582.0,415.0,24.0,1.0,143.0,28703.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,29219.0,3.0,,1373335.0,,,,,,,,,,,,,,,,,
89,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-02-02 15:58:38.000000,2025-02-02 15:58:38,586.0,,322.0,61.0,158.0,251.0,603.0,6270.0,2020-09-02 15:57:23,2.6.1,11.0,,,67.0,,,268.0,3.0,,23369.0,,,,,,,,,,,,,,,howdy,,
90,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,21,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-03-13 00:50:41.000000,2025-01-14 19:47:39,643.0,,299.0,60.0,236.0,4.0,131.0,4078.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,
91,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],21,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2025-04-23 13:34:24.000000,2025-04-22 20:11:48,414.0,3.0,758.0,95.0,353.0,178.0,361.0,1866.0,2025-04-23 13:34:24,2.0.0,33.0,,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,
92,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],21,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2025-03-21 12:07:15.000000,2025-03-21 12:07:15,805.0,1.0,51.0,14.0,239.0,29.0,87.0,79.0,2024-02-13 10:21:42,0.2.0,30.0,72.0,72.0,27.0,,,9256.0,2.0,,259186.0,,,,,,,,,,,,,,,,,
93,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4692.0,557.0,122.0,508.0,622.0,14099.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
94,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,102.0,18.0,545.0,42.0,238.0,326.0,2024-10-23 19:02:40,0.5.2,62.0,482.0,482.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,,,,,,,
95,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,160.0,19.0,2046.0,388.0,1196.0,240.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,,
96,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,123.0,26.0,362.0,52.0,75.0,227.0,2025-02-10 16:01:17,8.5.1,51.0,38.0,38.0,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,
97,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2025-05-29 05:41:51.000000,2025-05-28 21:31:01,534.0,10.0,36.0,4.0,265.0,6.0,39.0,67.0,2025-05-29 05:41:51,1.29.3,98.0,252.0,252.0,19.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,
98,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],19,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2025-05-11 12:22:33.000000,2025-05-11 12:22:32,1306.0,5.0,292.0,90.0,521.0,31.0,168.0,3128.0,2021-06-23 10:02:43,ctap2.0,1.0,,,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,
99,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,1.0,296.0,93.0,43.0,28.0,24.0,2936.0,,,,1.0,1.0,27.0,,,2017.0,3.0,,,,,,,pyja3,https://pypi.org/project/pyja3,2017.0,,,,,,,,,,
100,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],19,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-05-26 11:43:43.000000,2025-02-24 16:33:21,4946.0,,658.0,64.0,1822.0,38.0,60.0,696.0,2024-02-09 14:17:29,1.13.2,37.0,,,110.0,,,11.0,2.0,,845.0,,,,,,,,,,,,,,,,,
101,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,19,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2025-05-22 01:46:20.000000,2025-05-22 01:45:05,2625.0,92.0,81.0,19.0,939.0,4.0,134.0,500.0,2025-05-12 16:55:03,0.29.2.RELEASE,77.0,,,33.0,,,,3.0,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,
102,aries-rfcs,https://github.com/decentralized-identity/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],19,True,hyperledger/aries-rfcs,,https://github.com/decentralized-identity/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2025-05-19 11:18:19.000000,2025-03-12 15:21:23,2409.0,11.0,212.0,54.0,647.0,57.0,175.0,334.0,,,,,,94.0,,,,1.0,,,,,,,,,,decentralized-identity/aries-rfcs,,,,,,,,,
103,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,19,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2025-05-28 13:00:36.000000,2025-05-28 13:00:34,633.0,11.0,63.0,34.0,451.0,93.0,120.0,212.0,,,,185.0,185.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,
104,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,19,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2025-05-29 01:24:43.000000,2025-05-29 01:24:42,2938.0,129.0,57.0,11.0,688.0,179.0,126.0,64.0,,,1.0,55.0,55.0,30.0,,,,2.0,,,,,,,,,,,,,,,,,,,
105,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2025-03-10 20:57:13.000000,2025-03-10 20:57:13,343.0,2.0,885.0,247.0,251.0,203.0,548.0,3019.0,,,,,,49.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
