,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,maven_id,maven_url,helm_id,brew_id,gem_url,apt_id,github,github-id
54,openface,https://github.com/cmusatyalab/openface,biometrics,Face recognition with deep neural networks.,,,28,True,cmusatyalab/openface,,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2024-10-04 12:59:04.000000,2024-10-04 12:58:31,743.0,,3499.0,749.0,77.0,5.0,382.0,15390.0,2024-10-04 12:56:15,0.2.2,5.0,96.0,96.0,31.0,,,1380.0,3.0,,,bamos/openface,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,71.0,162941.0,,,,,,,,,,,,
55,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,28,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2025-07-21 23:16:10.000000,2025-07-21 15:57:12,2050.0,15.0,219.0,32.0,567.0,49.0,111.0,5319.0,2025-07-02 16:00:40,0.8.1,53.0,47.0,47.0,70.0,,,6517.0,3.0,3.0,1653.0,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2025-07-16 23:06:32.836333,1.0,343757.0,,,,,,,,,,,,
56,jansen,https://github.com/JanssenProject/jans,idp,"The Janssen Project is a home for open source IAM components, featuring Auth Server (OAuth/OpenID), Agama low-code..",,['linux-foundation'],28,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2025-07-24 16:20:19.000000,2025-07-24 09:27:40,35143.0,235.0,85.0,31.0,6795.0,334.0,4527.0,556.0,2025-07-24 09:30:20,1.9.0,100.0,8.0,8.0,128.0,,,506.0,3.0,,10639.0,,,,,,,,,,,,,,,,,
57,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,27,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3773.0,346.0,112.0,452.0,393.0,17387.0,2020-03-22 14:01:55,0.22.2,38.0,,,25.0,https://www.npmjs.com/package/face-api.js,173530.0,173530.0,3.0,,,,,,,,,,,,,,,,,,,
58,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2025-07-24 09:21:49.000000,2025-07-24 09:21:46,4828.0,259.0,253.0,26.0,2006.0,52.0,270.0,5479.0,2025-07-16 21:24:49,1.4.2,100.0,4.0,4.0,66.0,,,401.0,3.0,,10426.0,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,
59,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,180.0,27.0,1529.0,110.0,104.0,3491.0,2024-01-13 04:08:30,0.27.3,100.0,212.0,212.0,68.0,,,28312.0,3.0,,3581.0,,,,,,oso,https://pypi.org/project/oso,28245.0,,,,,,,,,
60,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2025-07-22 19:00:19.000000,2025-07-22 19:00:19,3458.0,80.0,283.0,51.0,2714.0,30.0,254.0,946.0,2025-07-18 17:08:01,1.12.21,100.0,362.0,362.0,96.0,,,,2.0,,,,,,,,,,,,,,,,,,,
61,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],27,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2025-07-24 14:40:37.000000,2025-06-13 15:34:03,525.0,3.0,76.0,27.0,157.0,5.0,48.0,226.0,2025-06-13 15:34:36,11.0.4,70.0,1820.0,1820.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,43858.0,43858.0,1.0,-1.0,,,,,,,,,,,,,,,,,,
62,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2025-07-22 04:09:19.000000,2025-06-07 04:33:57,397.0,6.0,46.0,22.0,103.0,3.0,48.0,197.0,2025-06-07 04:34:15,4.0.15,69.0,1297.0,1297.0,22.0,https://www.npmjs.com/package/did-jwt-vc,41866.0,41866.0,1.0,-1.0,,,,,,,,,,,,,,,,,,
63,hanko,https://github.com/teamhanko/hanko,idp,"Privacy-first Authentication and User Management system. Open source alternative to Auth0, Cognito, Clerk, Descope,..",,,26,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2025-07-24 15:12:43.000000,2025-07-24 15:12:39,2278.0,30.0,959.0,41.0,1751.0,39.0,352.0,8280.0,2025-05-21 10:05:04,backend/v2.1.0,34.0,326.0,326.0,50.0,,,22.0,3.0,,800.0,,,,,,,,,,,,,,,,,
64,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],26,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2025-04-17 17:54:55.000000,2025-04-17 17:54:55,3211.0,,297.0,77.0,875.0,289.0,641.0,1783.0,2025-02-21 20:25:35,5.8.5,59.0,3.0,3.0,89.0,https://www.npmjs.com/package/solid-server,735.0,8464.0,1.0,,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1004848.0,,,,,,,,,,,,
65,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,26,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2025-07-04 17:01:39.000000,2025-06-16 22:26:37,543.0,17.0,176.0,34.0,143.0,2.0,105.0,962.0,2025-06-16 22:24:58,2.6.0,34.0,,,31.0,,,864097.0,2.0,,,,,,,,webauthn,https://pypi.org/project/webauthn,864097.0,,,,,,,,,
66,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,25,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-07-23 19:37:12.000000,2025-06-30 20:27:08,3875.0,25.0,128.0,46.0,1907.0,137.0,972.0,875.0,2025-07-23 18:34:26,1.22.2,80.0,,,103.0,,,67122.0,3.0,,1243.0,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2025-07-23 18:32:01.272135,30.0,7314938.0,,,,,,,,,,,,
67,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2025-07-22 20:29:08.000000,2025-07-22 19:45:29,10108.0,92.0,496.0,28.0,2442.0,137.0,1260.0,459.0,2025-07-18 20:09:38,0.12-lts,100.0,,,160.0,,,,1.0,-1.0,,,,,,,,,,openwallet-foundation/acapy,,,,,,,,
68,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,24,True,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,613.0,45.0,130.0,531.0,786.0,18352.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3283.0,3.0,,210157.0,,,,,,,,,,,,,,,,,
69,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,24,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2025-07-24 13:46:01.000000,2025-06-10 16:58:25,1316.0,51.0,586.0,65.0,611.0,127.0,398.0,14321.0,2025-06-10 21:26:54,11.0.4,90.0,,,32.0,,,,3.0,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,
70,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,24,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2025-07-21 20:52:04.000000,2025-07-14 19:18:23,6932.0,175.0,315.0,424.0,4630.0,126.0,420.0,1749.0,2024-06-11 16:44:34,1.8.2,31.0,,,154.0,,,0.0,3.0,,64.0,,,,,,,,,,,,,,,,,
71,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache License Version 2.0..",,,24,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2025-07-22 08:53:05.000000,2025-07-22 08:52:09,2591.0,21.0,365.0,30.0,117.0,2.0,124.0,1746.0,2025-03-31 23:29:37,4.1.7,68.0,,,50.0,,,303.0,3.0,,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2025-03-29 23:51:26.519049,5.0,31527.0,,,,,,,,,,,,
72,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,24,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-07-03 10:32:46.000000,2025-06-18 12:04:10,655.0,4.0,184.0,41.0,307.0,47.0,221.0,1309.0,2022-09-28 20:32:17,3.0.1,20.0,346.0,346.0,51.0,,,,3.0,,,,,,,,,,,,,,,,,,,
73,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2025-07-23 18:17:16.000000,2025-07-23 18:16:44,16212.0,58.0,341.0,50.0,7885.0,,,1269.0,,,,,,240.0,,,38381.0,3.0,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2025-07-23 05:30:27.316771,174.0,6064207.0,,,,,,,,,,,,
74,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,24,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2025-07-23 21:33:52.000000,2025-02-27 17:32:56,1900.0,,133.0,24.0,836.0,65.0,392.0,484.0,2024-04-02 18:54:31,6.0.0,44.0,878.0,878.0,58.0,,,,1.0,,,,,,,,,,,,,,,,,,,
75,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2025-07-22 12:37:13.000000,2025-07-22 12:37:08,1686.0,33.0,93.0,26.0,1256.0,94.0,318.0,326.0,2025-07-17 09:42:27,1.6.0-beta.3,41.0,149.0,149.0,44.0,,,,1.0,,,,,,,,,,,iotaledger/identity,,,,,,,,
76,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,24,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2025-07-24 18:03:30.000000,2025-07-24 15:31:33,10518.0,911.0,74.0,8.0,904.0,3.0,250.0,194.0,2025-07-22 15:14:36,0.15.1,100.0,,,34.0,,,,1.0,2.0,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,
77,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],23,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2025-07-18 17:03:42.000000,2025-07-18 16:57:55,15226.0,62.0,672.0,109.0,19.0,,,704.0,,,,176.0,176.0,751.0,,,,3.0,,,,,,,,,,,,,,,,,,,
78,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2025-07-24 12:51:58.000000,2025-07-17 08:56:54,1923.0,35.0,249.0,57.0,372.0,33.0,89.0,600.0,2022-01-07 16:42:38,0.5.0,6.0,,,125.0,,,1476.0,2.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2025-07-17 08:59:56.289745,,140233.0,,,,,,,,,,,,
79,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],23,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2025-07-23 16:57:20.000000,2025-07-18 23:14:36,2025.0,55.0,157.0,25.0,1293.0,27.0,259.0,172.0,2025-07-18 22:01:14,2.2.1,16.0,,,61.0,,,,1.0,,,,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,,,
80,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],23,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2025-07-21 05:27:02.000000,2025-07-21 00:46:35,329.0,13.0,19.0,14.0,125.0,1.0,11.0,94.0,2025-03-29 02:34:05,2.0.30,41.0,1365.0,1365.0,12.0,https://www.npmjs.com/package/web-did-resolver,56975.0,56975.0,2.0,,,,,,,,,,,,,,,,,,,
81,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,22,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-06-22 10:20:58.000000,2025-06-22 10:19:45,592.0,4.0,326.0,65.0,161.0,260.0,606.0,6558.0,2020-09-02 15:57:23,2.6.1,11.0,,,69.0,,,276.0,3.0,,24606.0,,,,,,,,,,,,,,,howdy,,
82,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,22,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2025-07-23 18:41:53.000000,2025-07-23 18:41:53,4069.0,7.0,780.0,246.0,355.0,64.0,210.0,2885.0,2015-09-29 22:50:55,1.1.0,4.0,,,59.0,,,858.0,3.0,,120182.0,,,,,,,,,,,,,,,,,
83,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],22,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2025-07-15 16:53:46.000000,2025-07-11 12:59:37,2735.0,40.0,203.0,182.0,974.0,63.0,1207.0,1262.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,82.0,,,,1.0,,,,,,,,,,,,,,,,,,,
84,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,22,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2025-07-22 11:30:12.000000,2025-06-29 15:16:19,285.0,9.0,56.0,7.0,35.0,,58.0,535.0,2025-06-29 14:25:26,2.3.1,38.0,5333.0,5333.0,20.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
85,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,22,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2025-07-21 22:08:23.000000,2025-07-18 19:15:04,14579.0,112.0,145.0,15.0,2154.0,97.0,2899.0,428.0,2023-06-16 12:51:58,11.4.3,55.0,,,92.0,,,106.0,3.0,,9810.0,,,,,,,,,,,,,,,,,
86,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],22,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2025-07-22 14:31:24.000000,2025-07-22 11:58:37,1168.0,20.0,212.0,28.0,1457.0,212.0,620.0,310.0,2025-05-09 12:55:46,0.5.15,100.0,,,75.0,,,,2.0,,,,,,,,,,,,,,,,,,,
87,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2025-07-22 10:04:12.000000,2025-07-21 02:08:11,407.0,6.0,43.0,22.0,132.0,3.0,18.0,221.0,2023-03-08 14:05:37,4.1.0,24.0,7509.0,7509.0,24.0,,,,2.0,,,,,,,,,,,,,,,,,,,
88,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],22,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2025-07-24 14:53:54.000000,2025-07-24 10:39:59,3013.0,74.0,39.0,13.0,3868.0,53.0,103.0,78.0,2025-07-07 22:33:55,3.1.0,37.0,977.0,977.0,26.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,,
89,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,697.0,418.0,24.0,1.0,143.0,29011.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,29053.0,3.0,,1423627.0,,,,,,,,,,,,,,,,,
90,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],21,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2025-03-21 12:07:15.000000,2025-03-21 12:07:15,805.0,,52.0,14.0,240.0,31.0,87.0,80.0,2024-02-13 10:21:42,0.2.0,30.0,74.0,74.0,27.0,,,9080.0,2.0,,272420.0,,,,,,,,,,,,,,,,,
91,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4690.0,557.0,123.0,510.0,622.0,14141.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
92,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-03-13 00:50:41.000000,2025-01-14 19:47:39,643.0,,308.0,61.0,236.0,5.0,131.0,4128.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,
93,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],20,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2025-04-23 13:34:24.000000,2025-04-22 20:11:48,414.0,,769.0,95.0,354.0,181.0,361.0,1900.0,2025-04-23 13:34:24,2.0.0,33.0,,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,
94,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,100.0,18.0,545.0,42.0,238.0,326.0,2024-10-23 19:02:40,0.5.2,62.0,485.0,485.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,,,,,,
95,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,160.0,19.0,2046.0,388.0,1196.0,238.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,
96,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,124.0,26.0,362.0,51.0,76.0,237.0,2025-02-10 16:01:17,8.5.1,51.0,38.0,38.0,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,
97,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2025-07-24 15:09:06.000000,2025-07-24 12:36:22,546.0,20.0,36.0,4.0,279.0,6.0,39.0,68.0,2025-07-24 12:37:12,1.32.3,100.0,261.0,261.0,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,
98,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,20,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2025-07-20 23:01:53.000000,2025-07-20 23:01:53,3091.0,248.0,58.0,10.0,721.0,184.0,130.0,66.0,,,1.0,57.0,57.0,30.0,,,,2.0,,,,,,,,,,,,,,,,,,,
99,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],19,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2025-07-24 08:59:46.000000,2025-07-24 08:59:46,1313.0,8.0,297.0,88.0,529.0,32.0,173.0,3158.0,2021-06-23 10:02:43,ctap2.0,1.0,,,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,
100,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,1.0,300.0,93.0,43.0,28.0,24.0,2971.0,,,,1.0,1.0,27.0,,,2141.0,3.0,,,,,,,,pyja3,https://pypi.org/project/pyja3,2141.0,,,,,,,,,
101,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],19,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-06-23 15:35:00.000000,2025-02-24 16:33:21,4946.0,,655.0,63.0,1823.0,39.0,60.0,695.0,2024-02-09 14:17:29,1.13.2,37.0,,,110.0,,,12.0,2.0,,881.0,,,,,,,,,,,,,,,,,
102,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,19,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2025-07-21 15:03:08.000000,2025-07-01 17:49:20,2641.0,67.0,82.0,19.0,946.0,5.0,135.0,512.0,2025-07-02 00:41:28,0.29.4.RELEASE,79.0,,,33.0,,,,3.0,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,
103,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,19,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2025-06-17 17:36:03.000000,2025-06-17 17:35:57,66.0,4.0,24.0,7.0,23.0,13.0,21.0,226.0,2025-06-17 17:32:08,1.3.0.1,3.0,18.0,18.0,4.0,,,1833.0,3.0,,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,1833.0,,,,,,,,,
104,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2025-03-10 20:57:13.000000,2025-03-10 20:57:13,343.0,,901.0,249.0,253.0,208.0,549.0,3069.0,,,,,,49.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
105,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2025-03-12 16:19:08.000000,2025-03-12 16:19:03,164.0,,218.0,63.0,107.0,2.0,59.0,2430.0,2024-03-06 13:35:30,1.3.0,41.0,,,54.0,,,,3.0,,,,,,,,,,,,,,,,,,,
