,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,trending,github_release_downloads,pypi_id,pypi_url,pypi_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,maven_id,maven_url,helm_id,brew_id,gem_url,apt_id,github,github-id
54,boulder,https://github.com/letsencrypt/boulder,pki,"An ACME-based certificate authority, written in Go.",,['linux-foundation'],28,True,letsencrypt/boulder,,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2025-06-26 17:26:54.000000,2025-06-26 15:50:44,7044.0,114.0,596.0,140.0,5063.0,170.0,3010.0,5483.0,2025-06-24 00:50:50,release-2025-06-23,100.0,,,137.0,,,17719.0,2.0,,37167.0,,,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2025-06-07 00:37:44.409943,13.0,2009743.0,,,,,,,,,
55,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],28,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2025-04-17 17:54:55.000000,2025-04-17 17:54:55,3211.0,17.0,297.0,77.0,875.0,289.0,641.0,1783.0,2025-02-21 20:25:35,5.8.5,59.0,3.0,3.0,89.0,https://www.npmjs.com/package/solid-server,443.0,8232.0,1.0,,,,,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1004837.0,,,,,,,,,
56,jansen,https://github.com/JanssenProject/jans,idp,"The Janssen Project is a home for open source IAM components, featuring Auth Server (OAuth/OpenID), Agama low-code..",,['linux-foundation'],28,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2025-06-26 15:18:30.000000,2025-06-26 05:50:00,35069.0,220.0,85.0,31.0,6697.0,433.0,4351.0,548.0,2025-06-26 05:52:02,1.8.0,100.0,7.0,7.0,128.0,,,501.0,3.0,,10021.0,,,,,,,,,,,,,,,,,
57,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2025-06-26 17:55:43.000000,2025-06-13 15:34:03,525.0,5.0,74.0,27.0,156.0,5.0,48.0,226.0,2025-06-13 15:34:36,11.0.4,70.0,1817.0,1817.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,60410.0,60410.0,1.0,1.0,,,,,,,,,,,,,,,,,,
58,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],28,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2025-06-25 11:50:40.000000,2025-06-07 04:33:57,397.0,16.0,46.0,22.0,103.0,2.0,48.0,196.0,2025-06-07 04:34:15,4.0.15,69.0,1295.0,1295.0,22.0,https://www.npmjs.com/package/did-jwt-vc,50834.0,50834.0,1.0,,,,,,,,,,,,,,,,,,,
59,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,27,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3766.0,347.0,111.0,452.0,394.0,17312.0,2020-03-22 14:01:55,0.22.2,38.0,,,25.0,https://www.npmjs.com/package/face-api.js,160810.0,160810.0,3.0,,,,,,,,,,,,,,,,,,,
60,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2025-06-24 12:58:21.000000,2025-06-24 12:58:17,4725.0,223.0,252.0,26.0,1953.0,55.0,266.0,5455.0,2025-06-24 09:30:48,1.4.1,100.0,4.0,4.0,66.0,,,371.0,3.0,,9648.0,,,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,
61,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,180.0,27.0,1529.0,110.0,104.0,3485.0,2024-01-13 04:08:30,0.27.3,100.0,211.0,211.0,68.0,,,35598.0,3.0,,3558.0,oso,https://pypi.org/project/oso,35530.0,,,,,,,,,,,,,,
62,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2025-06-26 14:45:46.000000,2025-06-26 14:45:46,3437.0,89.0,281.0,51.0,2698.0,30.0,253.0,945.0,2025-06-13 19:35:04,1.12.19,100.0,357.0,357.0,96.0,,,,2.0,,,,,,,,,,,,,,,,,,,
63,hanko,https://github.com/teamhanko/hanko,idp,"The Complete Authentication and User Management Solution for the Passkey Era. Open Source Alternative to Clerk, Auth0,..",,,26,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2025-06-24 19:52:41.000000,2025-05-21 07:37:08,2271.0,33.0,962.0,42.0,1728.0,44.0,346.0,8201.0,2025-05-21 10:05:04,backend/v2.1.0,34.0,324.0,324.0,50.0,,,22.0,3.0,,774.0,,,,,,,,,,,,,,,,,
64,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,26,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2025-06-16 22:28:06.000000,2025-06-16 22:26:37,543.0,17.0,175.0,34.0,141.0,,106.0,949.0,2025-06-16 22:24:58,2.6.0,34.0,,,31.0,,,631195.0,2.0,,,webauthn,https://pypi.org/project/webauthn,631195.0,,,,,,,,,,,,,,
65,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2025-06-26 16:08:25.000000,2025-06-25 22:16:48,10093.0,130.0,494.0,28.0,2411.0,133.0,1254.0,456.0,2025-05-01 17:11:14,1.3.0,100.0,,,160.0,,,,1.0,,,,,,,,,,,openwallet-foundation/acapy,,,,,,,,
66,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,25,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2025-06-26 12:56:16.000000,2025-06-24 12:05:22,1681.0,56.0,91.0,26.0,1251.0,92.0,316.0,324.0,2025-06-10 11:37:54,1.6.0-beta.2,40.0,149.0,149.0,43.0,,,,1.0,,,,,,,,,,,iotaledger/identity,,,,,,,,
67,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,24,True,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,571.0,42.0,130.0,531.0,787.0,18217.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3297.0,3.0,,207763.0,,,,,,,,,,,,,,,,,
68,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,24,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2025-06-17 11:38:53.000000,2025-06-10 16:58:25,1316.0,54.0,581.0,66.0,607.0,127.0,398.0,14218.0,2025-06-10 21:26:54,11.0.4,90.0,,,32.0,,,,3.0,,,,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,
69,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,24,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2025-06-26 14:54:51.000000,2025-03-03 16:29:56,2035.0,,213.0,31.0,549.0,57.0,101.0,5314.0,2025-02-18 15:31:39,0.8.0,48.0,,,69.0,,,6464.0,3.0,,1582.0,,,,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2025-02-18 15:39:20.906277,1.0,334532.0,,,,,,,,,
70,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,24,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2025-06-23 23:06:27.000000,2025-06-23 23:06:19,6914.0,182.0,313.0,424.0,4609.0,126.0,420.0,1742.0,2024-06-11 16:44:34,1.8.2,31.0,,,154.0,,,0.0,3.0,-1.0,64.0,,,,,,,,,,,,,,,,,
71,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache License Version 2.0..",,,24,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2025-06-20 01:42:45.000000,2025-06-20 01:42:41,2578.0,17.0,359.0,29.0,117.0,2.0,124.0,1722.0,2025-03-31 23:29:37,4.1.7,68.0,,,51.0,,,299.0,3.0,,,,,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2025-03-29 23:51:26.519049,5.0,30887.0,,,,,,,,,
72,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,24,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-06-18 12:04:12.000000,2025-06-18 12:04:10,655.0,4.0,185.0,41.0,307.0,47.0,221.0,1298.0,2022-09-28 20:32:17,3.0.1,20.0,342.0,342.0,51.0,,,,3.0,,,,,,,,,,,,,,,,,,,
73,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2025-06-26 13:08:34.335651,2025-06-26 10:08:50,16207.0,63.0,344.0,50.0,7870.0,,,1259.0,,,,,,240.0,,,38495.0,3.0,,,,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2025-06-26 13:08:34.335651,173.0,6043847.0,,,,,,,,,
74,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,24,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2025-06-25 13:58:53.000000,2025-02-27 17:32:56,1900.0,,134.0,24.0,835.0,65.0,392.0,479.0,2024-04-02 18:54:31,6.0.0,44.0,878.0,878.0,58.0,,,,1.0,,,,,,,,,,,,,,,,,,,
75,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],24,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2025-06-23 11:59:25.000000,2025-06-23 07:12:50,325.0,14.0,18.0,14.0,125.0,1.0,11.0,94.0,2025-03-29 02:34:05,2.0.30,41.0,1360.0,1360.0,12.0,https://www.npmjs.com/package/web-did-resolver,74547.0,74547.0,2.0,,,,,,,,,,,,,,,,,,,
76,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,23,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2025-06-19 17:14:38.000000,2025-05-23 16:36:56,4067.0,12.0,778.0,247.0,354.0,64.0,210.0,2879.0,2015-09-29 22:50:55,1.1.0,4.0,,,59.0,,,860.0,3.0,,119615.0,,,,,,,,,,,,,,,,,
77,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],23,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2025-06-18 19:42:04.000000,2025-06-18 19:40:49,2733.0,49.0,198.0,181.0,971.0,66.0,1198.0,1254.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,82.0,,,,1.0,,,,,,,,,,,,,,,,,,,
78,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,23,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-06-06 15:31:04.000000,2025-04-03 17:13:03,3852.0,2.0,127.0,46.0,1906.0,137.0,972.0,863.0,2025-04-30 17:07:19,1.22.0,78.0,,,102.0,,,67181.0,3.0,-1.0,1203.0,,,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2025-04-30 16:48:24.359425,30.0,7254215.0,,,,,,,,,
79,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],23,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2025-06-23 16:55:59.000000,2025-06-23 13:50:36,15211.0,52.0,674.0,109.0,19.0,,,702.0,,,,174.0,174.0,749.0,,,,3.0,,,,,,,,,,,,,,,,,,,
80,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2025-06-26 12:48:33.000000,2025-06-26 07:33:59,1914.0,40.0,243.0,56.0,364.0,33.0,89.0,598.0,2022-01-07 16:42:38,0.5.0,6.0,,,120.0,,,1484.0,2.0,,,,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2025-06-26 08:09:41.566876,,139522.0,,,,,,,,,
81,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2025-06-25 03:15:48.000000,2025-06-25 00:10:15,14559.0,231.0,145.0,15.0,2142.0,94.0,2895.0,425.0,2023-06-16 12:51:58,11.4.3,55.0,,,92.0,,,104.0,3.0,,9536.0,,,,,,,,,,,,,,,,,
82,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],23,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2025-06-26 15:55:38.000000,2025-06-26 15:52:10,2010.0,58.0,153.0,26.0,1273.0,29.0,256.0,171.0,2025-06-26 15:54:28,2.1.9,13.0,,,59.0,,,,1.0,,,,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,,,
83,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,22,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-06-22 10:20:58.000000,2025-06-22 10:19:45,592.0,5.0,325.0,64.0,159.0,252.0,606.0,6461.0,2020-09-02 15:57:23,2.6.1,11.0,,,69.0,,,272.0,3.0,,23960.0,,,,,,,,,,,,,,,howdy,,
84,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,22,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2025-06-25 09:01:01.000000,2025-06-25 09:01:00,282.0,6.0,56.0,7.0,34.0,2.0,56.0,533.0,2025-03-16 21:06:42,2.3.0,37.0,5306.0,5306.0,20.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
85,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],22,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2025-06-25 13:30:01.000000,2025-06-24 14:57:41,1166.0,30.0,203.0,28.0,1447.0,213.0,617.0,304.0,2025-05-09 12:55:46,0.5.15,100.0,,,73.0,,,,2.0,,,,,,,,,,,,,,,,,,,
86,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2025-06-25 16:55:58.000000,2025-06-02 01:22:07,404.0,4.0,43.0,22.0,132.0,3.0,18.0,221.0,2023-03-08 14:05:37,4.1.0,24.0,7492.0,7492.0,24.0,,,,2.0,,,,,,,,,,,,,,,,,,,
87,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,22,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2025-06-20 17:58:41.000000,2025-06-20 13:24:48,5104.0,415.0,70.0,8.0,872.0,16.0,227.0,184.0,2025-05-07 10:22:09,0.14.0,100.0,,,31.0,,,,2.0,,,,,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,
88,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],22,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2025-06-25 13:52:53.000000,2025-06-25 13:51:17,2991.0,82.0,39.0,13.0,3839.0,54.0,102.0,77.0,2025-05-09 12:38:10,2.5.0,35.0,977.0,977.0,26.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,,
89,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,640.0,415.0,24.0,1.0,143.0,28887.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,29137.0,3.0,,1398590.0,,,,,,,,,,,,,,,,,
90,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],21,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2025-04-23 13:34:24.000000,2025-04-22 20:11:48,414.0,3.0,764.0,95.0,353.0,181.0,361.0,1881.0,2025-04-23 13:34:24,2.0.0,33.0,,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,
91,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],21,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2025-03-21 12:07:15.000000,2025-03-21 12:07:15,805.0,,51.0,14.0,239.0,31.0,87.0,81.0,2024-02-13 10:21:42,0.2.0,30.0,74.0,74.0,27.0,,,9181.0,2.0,,266261.0,,,,,,,,,,,,,,,,,
92,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4690.0,557.0,123.0,510.0,622.0,14122.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
93,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-03-13 00:50:41.000000,2025-01-14 19:47:39,643.0,,308.0,61.0,236.0,4.0,131.0,4112.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,
94,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,100.0,18.0,545.0,42.0,238.0,326.0,2024-10-23 19:02:40,0.5.2,62.0,484.0,484.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,,,,,,
95,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,160.0,19.0,2046.0,388.0,1196.0,239.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,
96,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,123.0,26.0,362.0,52.0,75.0,235.0,2025-02-10 16:01:17,8.5.1,51.0,38.0,38.0,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,
97,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2025-06-26 15:43:40.000000,2025-06-18 14:05:51,541.0,17.0,35.0,4.0,273.0,6.0,39.0,67.0,2025-06-16 11:20:31,1.31.1,100.0,261.0,261.0,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,
98,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,20,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2025-06-26 15:52:10.000000,2025-06-26 15:52:10,3022.0,200.0,58.0,10.0,705.0,180.0,130.0,65.0,,,1.0,57.0,57.0,30.0,,,,2.0,,,,,,,,,,,,,,,,,,,
99,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],19,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2025-06-05 14:02:13.000000,2025-06-05 14:02:13,1307.0,3.0,295.0,88.0,524.0,34.0,170.0,3144.0,2021-06-23 10:02:43,ctap2.0,1.0,,,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,
100,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,1.0,299.0,93.0,43.0,28.0,24.0,2956.0,,,,1.0,1.0,27.0,,,2016.0,3.0,,,pyja3,https://pypi.org/project/pyja3,2016.0,,,,,,,,,,,,,,
101,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],19,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-06-23 15:35:00.000000,2025-02-24 16:33:21,4946.0,,655.0,63.0,1823.0,39.0,60.0,694.0,2024-02-09 14:17:29,1.13.2,37.0,,,110.0,,,11.0,2.0,,862.0,,,,,,,,,,,,,,,,,
102,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,19,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2025-06-16 22:59:49.000000,2025-06-16 22:57:40,2637.0,72.0,82.0,19.0,944.0,5.0,134.0,505.0,2025-06-01 10:35:55,0.29.3.RELEASE,78.0,,,33.0,,,,3.0,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,
103,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,19,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2025-06-17 17:36:03.000000,2025-06-17 17:35:57,66.0,4.0,24.0,8.0,23.0,13.0,21.0,220.0,2025-06-17 17:32:08,1.3.0.1,3.0,18.0,18.0,4.0,,,1360.0,3.0,,,django-passkeys,https://pypi.org/project/django-passkeys,1360.0,,,,,,,,,,,,,,
104,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,19,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2025-06-03 11:50:06.000000,2025-06-03 11:50:04,636.0,10.0,63.0,35.0,454.0,93.0,120.0,214.0,,,,189.0,189.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,
105,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2025-03-10 20:57:13.000000,2025-03-10 20:57:13,343.0,,892.0,250.0,251.0,207.0,549.0,3045.0,,,,,,49.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
