,name,homepage,category,description,resource,labels,projectrank,show,github_id,dockerhub_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,pypi_id,pypi_url,pypi_monthly_downloads,trending,updated_github_id,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,github,github-id
54,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2026-04-27 06:11:59.000000,2026-04-27 01:32:56,581.0,23.0,77.0,26.0,166.0,12.0,49.0,231.0,2026-03-26 15:42:00,11.1.0,,25205.0,72.0,1915.0,1915.0,28.0,,,,,1.0,ethr-did-resolver,https://www.npmjs.com/package/ethr-did-resolver,25205.0,,,,,,,,,,,,,
55,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,27,False,justadudewhohacks/face-api.js,,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3822.0,348.0,113.0,453.0,393.0,17835.0,2020-03-22 14:01:55,0.22.2,,441978.0,38.0,,,25.0,,,,,3.0,face-api.js,https://www.npmjs.com/package/face-api.js,441978.0,,,,,,,,,,,,,
56,hanko,https://github.com/teamhanko/hanko,idp,"Modern authentication, on your terms. Open source alternative to Auth0, Clerk, WorkOS, Stytch.",,,27,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2026-04-30 13:47:45.000000,2026-04-21 18:32:42,2539.0,125.0,1010.0,40.0,2144.0,33.0,387.0,8910.0,2026-03-03 08:17:35,backend/v2.5.0,1192.0,26.0,40.0,341.0,341.0,54.0,,,,,3.0,,,,,,,,,,,,,,,,
57,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,ghcr.io/permify/permify,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2026-04-30 18:35:55.000000,2026-04-30 18:34:47,5843.0,222.0,310.0,24.0,2547.0,54.0,299.0,5861.0,2026-04-21 12:35:52,1.6.9,12381.0,442.0,100.0,4.0,4.0,76.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,3.0,,,,,,,,,,,,,,,,
58,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,27,True,permitio/opal,permitio/opal-server,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2026-04-28 11:22:26.073029,2026-04-28 10:19:40,2077.0,9.0,272.0,28.0,625.0,52.0,127.0,5449.0,2026-04-28 10:52:44,0.9.5,2034.0,8000.0,76.0,47.0,47.0,75.0,https://hub.docker.com/r/permitio/opal-server,2026-04-28 11:22:26.073029,1.0,493959.0,3.0,,,,,,,,,,,,,,,,
59,ockam,https://github.com/build-trust/ockam,machine,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",,,27,True,build-trust/ockam,,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2026-01-04 22:01:38.000000,2026-01-04 21:59:47,9734.0,,555.0,52.0,7294.0,,1780.0,4614.0,2025-06-30 22:09:21,ockam_v0.157.0,15378.0,327.0,100.0,189.0,189.0,318.0,,,,,3.0,,,,,,,,,,,,build-trust/ockam/ockam,,,,
60,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,False,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,185.0,25.0,1531.0,111.0,104.0,3497.0,2024-01-13 04:08:30,0.27.3,3932.0,32753.0,100.0,219.0,219.0,68.0,,,,,3.0,,,,oso,https://pypi.org/project/oso,32690.0,,,,,,,,,,
61,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],27,True,nodesolidserver/node-solid-server,nodesolidserver/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2026-03-21 18:56:41.000000,2026-01-11 10:32:45,3308.0,,299.0,73.0,894.0,299.0,644.0,1799.0,2026-01-07 15:47:40,6.0.0,,8580.0,60.0,3.0,3.0,90.0,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1005667.0,1.0,solid-server,https://www.npmjs.com/package/solid-server,1345.0,,,,,,,,,,,,,
62,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,27,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2026-02-11 23:35:11.000000,2026-02-11 23:33:40,571.0,10.0,183.0,34.0,148.0,2.0,107.0,1039.0,2026-02-11 23:35:38,2.7.1,,4849673.0,37.0,,,32.0,,,,,2.0,,,,webauthn,https://pypi.org/project/webauthn,4849673.0,,,,,,,,,,
63,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2026-04-30 16:56:02.000000,2026-04-30 16:55:59,3772.0,111.0,298.0,50.0,2985.0,39.0,288.0,986.0,2026-04-22 05:57:31,1.12.39,,,100.0,380.0,380.0,107.0,,,,,3.0,,,,,,,,,,,,,,,,
64,pysaml2,https://github.com/IdentityPython/pysaml2,authentication,Python implementation of SAML2.,,,26,True,IdentityPython/pysaml2,,https://github.com/IdentityPython/pysaml2,Apache-2.0,2012-05-23 21:12:14,2026-02-11 01:26:55.000000,2025-10-07 20:35:19,3632.0,,423.0,29.0,566.0,99.0,362.0,606.0,2025-10-07 20:02:21,7.5.4,,,55.0,2240.0,2240.0,181.0,,,,,2.0,,,,pysaml2,https://pypi.org/project/pysaml2,,,,,,,,,,,
65,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2026-04-29 19:13:25.000000,2026-04-29 19:12:46,10516.0,133.0,499.0,23.0,2684.0,146.0,1296.0,484.0,2026-04-01 23:21:41,1.6.0,,,100.0,,,167.0,,,,,1.0,,,,,,,,openwallet-foundation/acapy,,,,,,,,
66,authgear,https://github.com/authgear/authgear-server,idp,"Open source Auth0/Clerk/Firebase alternative. Passkeys, SSO, MFA, passwordless, biometric login. Self-hosted or cloud...",,,25,True,authgear/authgear-server,,https://github.com/authgear/authgear-server,Apache-2.0,2020-06-16 03:34:34,2026-04-30 11:41:42.000000,2026-04-30 09:37:15,23834.0,687.0,109.0,10.0,3292.0,348.0,1947.0,1685.0,2026-04-21 11:02:27,2026-04-21.0,673.0,12.0,72.0,9.0,9.0,49.0,,,,,3.0,,,,,,,,,,,,,,,,
67,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,"Passkeys, FIDO2 and WebAuhtn .NET library.",,,25,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2026-04-20 15:45:25.000000,2026-04-20 15:43:43,692.0,8.0,198.0,41.0,348.0,32.0,250.0,1423.0,2026-04-06 10:34:14,4.0.1,,,25.0,384.0,384.0,55.0,,,,,2.0,,,,,,,,,,,,,,,,
68,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2026-04-29 12:06:56.000000,2026-02-11 12:59:21,1942.0,4.0,133.0,22.0,868.0,69.0,393.0,534.0,2026-02-11 12:59:23,7.0.0,,,47.0,929.0,929.0,59.0,,,,,1.0,,,,,,,,,,,,,,,,
69,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],25,True,decentralized-identity/did-jwt-vc,,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2026-04-29 11:08:51.000000,2026-03-26 17:16:19,406.0,1.0,45.0,19.0,103.0,4.0,49.0,207.0,2025-08-26 05:57:14,4.0.16,,68100.0,70.0,1373.0,1373.0,22.0,,,,,1.0,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,68100.0,,,,,,,,,,,,,
70,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,24,False,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,856.0,74.0,131.0,531.0,786.0,19166.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,227617.0,3118.0,2.0,21.0,21.0,22.0,,,,,3.0,,,,,,,,,,,,,,,,
71,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,24,True,supertokens/supertokens-core,registry.supertokens.io/supertokens/supertokens-postgresql,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2026-04-24 09:11:46.000000,2026-04-24 08:26:49,1491.0,117.0,655.0,65.0,700.0,131.0,405.0,15029.0,2026-04-24 09:11:49,11.4.4,,,100.0,,,36.0,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,3.0,,,,,,,,,,,,,,,,
72,doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,authentication,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,,,24,True,doorkeeper-gem/doorkeeper,,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2026-04-30 12:13:39.000000,2026-04-30 12:13:35,2583.0,61.0,1041.0,100.0,906.0,39.0,864.0,5477.0,2026-03-04 12:04:39,.5.9.0,,,71.0,,,341.0,,,,,2.0,,,,,,,-6.0,,,,,,doorkeeper,,,
73,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache-2.0 is free IAM-..",,,24,True,dromara/MaxKey,maxkeytop/maxkey,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2026-04-09 13:28:37.000000,2026-04-09 13:26:36,2747.0,14.0,392.0,30.0,124.0,3.0,134.0,1882.0,2026-02-02 00:59:44,4.1.11,,402.0,72.0,,,60.0,https://hub.docker.com/r/maxkeytop/maxkey,2026-02-01 06:50:25.105245,5.0,45500.0,3.0,,,,,,,,,,,,,,,,
74,identity-server,https://github.com/DuendeSoftware/products,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,24,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/products,https://duendesoftware.com/license,2020-10-01 08:46:31,2026-04-21 08:14:26.000000,2026-04-21 08:14:24,8174.0,183.0,390.0,37.0,1537.0,,324.0,1601.0,2026-04-01 09:40:52,dmcp-0.4.0,,,100.0,,,341.0,,,,,2.0,,,,,,,,DuendeSoftware/products,,,,,,,,
75,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,freeipa/freeipa-server,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2026-04-30 17:23:43.000000,2026-04-30 10:33:21,16507.0,116.0,362.0,45.0,8388.0,,,1402.0,,,,38395.0,,,,258.0,https://hub.docker.com/r/freeipa/freeipa-server,2026-04-29 07:27:48.576779,181.0,6412115.0,3.0,,,,,,,,,,,,,,,,
76,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],24,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2026-04-27 15:13:49.000000,2026-04-23 14:42:26,15343.0,43.0,679.0,106.0,21.0,,,710.0,,,,,,194.0,194.0,760.0,,,,,3.0,,,,,,,,,,,,,,,,
77,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2026-04-29 17:07:32.000000,2026-04-29 17:07:11,1757.0,27.0,98.0,24.0,1341.0,89.0,352.0,348.0,2026-04-29 17:39:53,1.9.6-beta.1,,,64.0,157.0,157.0,44.0,,,,,1.0,,,,,,,,iotaledger/identity,,,,,,,,
78,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],24,False,inrupt/solid-client-authn-js,,https://github.com/inrupt/solid-client-authn-js,MIT,2019-11-21 00:49:46,2026-04-26 13:43:28.000000,2026-04-20 15:28:52,3189.0,46.0,41.0,11.0,4097.0,56.0,106.0,77.0,2026-03-30 08:40:11,4.0.0,,,39.0,998.0,998.0,27.0,,,,,2.0,inrupt/solid-client-authn-node,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,,,,,,,,,,,,
79,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,23,True,cyberark/conjur,cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-11-20 20:24:22.000000,2025-11-10 16:00:50,4111.0,,143.0,47.0,1907.0,137.0,974.0,953.0,2025-11-20 20:24:03,1.24.0,1738.0,64902.0,83.0,,,114.0,https://hub.docker.com/r/cyberark/conjur,2025-11-10 16:58:40.255868,29.0,7656522.0,3.0,,,,,,,,,,,,,,,,
80,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,universalresolver/uni-resolver-web,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2026-04-30 19:17:38.000000,2026-04-24 08:06:26,2085.0,25.0,277.0,55.0,423.0,35.0,90.0,638.0,2022-01-07 16:42:38,0.5.0,,1478.0,6.0,,,135.0,https://hub.docker.com/r/universalresolver/uni-resolver-web,2026-04-24 08:23:48.703345,,153774.0,2.0,,,,,,,,,,,,,,,,
81,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,23,True,passwordless-id/webauthn,,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2026-02-28 16:05:47.000000,2026-02-15 16:52:31,304.0,10.0,58.0,7.0,40.0,1.0,64.0,601.0,2026-02-15 16:48:57,2.3.5,,,42.0,5566.0,5566.0,20.0,,,,,3.0,passwordless-id/webauthn,https://www.npmjs.com/package/passwordless-id/webauthn,,,,,,,,,,,,,,
82,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2026-04-29 21:04:47.000000,2026-04-29 19:52:32,14879.0,96.0,152.0,14.0,2298.0,107.0,2925.0,488.0,2023-06-16 12:51:58,11.4.3,10176.0,100.0,55.0,,,98.0,,,,,3.0,,,,,,,,,,,,,,,,
83,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2026-04-30 09:12:49.000000,2026-04-30 09:09:51,1397.0,69.0,230.0,26.0,1825.0,243.0,651.0,343.0,2026-04-29 08:06:01,0.7.0,,,100.0,,,89.0,,,,,2.0,,,,,,,,,,,,,,,,
84,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,23,True,walt-id/waltid-identity,waltid/identity,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2026-04-30 15:54:17.000000,2026-04-30 14:41:04,12764.0,594.0,114.0,6.0,1358.0,7.0,312.0,276.0,2026-04-10 10:14:10,0.19.0,,,100.0,,,45.0,https://hub.docker.com/r/waltid/identity,,,,2.0,,,,,,,,,,,,,,,,
85,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],23,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2026-04-24 19:44:29.000000,2026-04-24 19:42:14,2189.0,34.0,177.0,21.0,1505.0,22.0,286.0,192.0,2026-04-24 19:44:29,3.0.2,,,62.0,7.0,7.0,65.0,,,,,1.0,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,,,
86,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],23,False,decentralized-identity/web-did-resolver,,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2026-04-27 04:49:11.000000,2026-04-27 00:47:15,382.0,15.0,20.0,12.0,126.0,1.0,11.0,99.0,2025-12-03 20:47:02,2.0.32,,53047.0,43.0,1460.0,1460.0,12.0,,,,,2.0,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,53047.0,,,,,,,,,,,,,
87,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,22,False,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,1203.0,457.0,25.0,1.0,143.0,30778.0,2023-01-21 09:26:53,TINA_SHIFT,1636043.0,28207.0,35.0,,,11.0,,,,,3.0,,,,,,,,,,,,,,,,
88,gotrue,https://github.com/netlify/gotrue,idp,An JWT based API for managing users and issuing JWT tokens.,,,22,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2026-04-28 09:16:00.000000,2026-04-28 09:06:09,682.0,39.0,322.0,53.0,286.0,7.0,137.0,4384.0,2022-02-09 12:50:28,1.0.1,,,2.0,11.0,11.0,48.0,,,,,3.0,,,,,,,,,,,,,,,,
89,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],22,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2026-04-29 16:29:10.000000,2026-04-29 16:27:59,2799.0,19.0,260.0,190.0,1009.0,78.0,1253.0,1386.0,2018-03-20 13:11:25,CR-00-20180320,,,7.0,,,83.0,,,,,1.0,,,,,,,,,,,,,,,,
90,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2026-04-29 11:13:27.000000,2026-03-31 09:58:58,420.0,3.0,42.0,21.0,132.0,4.0,18.0,230.0,2023-03-08 14:05:37,4.1.0,,,24.0,7906.0,7906.0,25.0,,,,,2.0,,,,,,,,,,,,,,,,
91,hyperledger-anoncreds-rs,https://github.com/anoncreds/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],22,False,hyperledger/anoncreds-rs,,https://github.com/anoncreds/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2026-01-07 14:36:37.000000,2026-01-07 14:36:37,835.0,,57.0,12.0,249.0,29.0,91.0,87.0,2025-11-13 16:53:54,0.2.3,395802.0,10148.0,33.0,76.0,76.0,28.0,,,,,2.0,,,,,,,,anoncreds/anoncreds-rs,,,,,,,,
92,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-07-29 10:07:27.000000,2025-06-22 10:19:45,592.0,,369.0,70.0,174.0,312.0,614.0,7490.0,2020-09-02 15:57:23,2.6.1,32100.0,327.0,11.0,,,69.0,,,,,3.0,,,,,,,,,,,,,,howdy,,
93,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,21,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2026-01-09 17:26:39.000000,2025-11-14 16:30:51,4083.0,,781.0,237.0,367.0,64.0,210.0,2902.0,2015-09-29 22:50:55,1.1.0,127007.0,852.0,4.0,,,60.0,,,,,3.0,,,,,,,,,,,,,,,,
94,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,21,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2026-04-08 20:25:48.000000,2026-04-07 17:30:12,4003.0,799.0,69.0,11.0,1030.0,175.0,164.0,76.0,,,,,1.0,74.0,74.0,39.0,,,,,2.0,,,,,,,,,,,,,,,,
95,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4670.0,550.0,123.0,511.0,619.0,14318.0,,,,,,,,36.0,,,,,3.0,,,,,,,,,,,,,,,,
96,indy-node,https://github.com/hyperledger-indy/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,False,hyperledger/indy-node,,https://github.com/hyperledger-indy/indy-node,Apache-2.0,2016-12-21 05:45:04,2026-04-27 12:56:51.000000,2025-02-24 16:33:21,4946.0,,649.0,61.0,1839.0,39.0,60.0,704.0,2024-02-09 14:17:29,1.13.2,2210.0,26.0,37.0,,,111.0,,,,,2.0,,,,,,,,hyperledger-indy/indy-node,,,,,,,,
97,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,20,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2026-04-30 14:32:38.000000,2026-04-29 15:13:11,2923.0,119.0,91.0,19.0,1088.0,10.0,154.0,573.0,2026-04-22 07:45:46,0.30.3.RELEASE,,,90.0,,,39.0,,,,,3.0,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,
98,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,False,TBD54566975/dwn-sdk-js,,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,99.0,18.0,546.0,42.0,238.0,322.0,2024-10-23 19:02:40,0.5.2,,,62.0,493.0,493.0,48.0,,,,,2.0,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,,decentralized-identity/dwn-sdk-js,,,,,,,,
99,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,False,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,127.0,27.0,364.0,56.0,78.0,262.0,2025-02-10 16:01:17,8.5.1,,,51.0,44.0,44.0,58.0,,,,,3.0,,,,,,,,,,,,,,,,
100,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,20,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2026-04-28 19:08:35.000000,2026-04-12 15:36:23,72.0,6.0,30.0,6.0,34.0,9.0,31.0,247.0,2026-04-12 14:47:44,2.0-release,,8991.0,8.0,23.0,23.0,4.0,,,,,3.0,,,,django-passkeys,https://pypi.org/project/django-passkeys,8991.0,,,,,,,,,,
101,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,157.0,17.0,2046.0,388.0,1196.0,240.0,2023-05-09 10:57:15,0.3.2,,,14.0,3.0,3.0,62.0,,,,,2.0,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,
102,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2026-04-08 15:14:12.000000,2026-03-18 12:13:33,703.0,40.0,41.0,4.0,356.0,6.0,39.0,72.0,2026-03-18 12:14:01,1.43.0,,,100.0,271.0,271.0,19.0,,,,,2.0,,,,,,,,,,,,,,,,
103,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],19,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2026-04-29 14:18:34.000000,2026-04-29 14:18:34,1332.0,6.0,314.0,85.0,553.0,11.0,202.0,3330.0,2021-06-23 10:02:43,ctap2.0,,,1.0,,,24.0,,,,,3.0,,,,,,,,,,,,,,,,
104,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,,308.0,91.0,43.0,28.0,24.0,3097.0,,,,3526.0,,1.0,1.0,27.0,,,,,3.0,,,,pyja3,https://pypi.org/project/pyja3,3526.0,,,,,,,,,,
105,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2026-04-28 21:58:45.000000,2026-04-16 00:19:31,416.0,2.0,787.0,93.0,368.0,184.0,368.0,1998.0,2025-04-23 13:34:24,2.0.0,,,33.0,,,53.0,,,,,3.0,,,,,,,,,,,,,,,,
