,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,updated_github_id,gem_url,apt_id,github-id
52,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2024-01-22 03:20:02.000000,2024-01-22 00:36:17,462.0,30.0,65.0,29.0,144.0,5.0,47.0,189.0,57.0,1449.0,1449.0,26.0,https://www.npmjs.com/package/ethr-did-resolver,17186.0,17186.0,1.0,,2024-01-13 07:12:48,10.1.3,,,,,,,,,,,,,,,,
53,zitadel,https://github.com/zitadel/zitadel,idp,"ZITADEL - Identity infrastructure, simplified foryou.",,,27,True,zitadel/zitadel,,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2024-01-25 18:11:37.000000,2024-01-25 16:28:20,2819.0,157.0,356.0,36.0,4902.0,464.0,1450.0,6057.0,100.0,,,96.0,,,791.0,3.0,ghcr.io/zitadel/zitadel,2024-01-18 09:14:11,2.42.11,2374.0,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,https://charts.zitadel.com,,,,,,,
54,authentik,https://github.com/goauthentik/authentik,idp,The authentication glue you need.,,,27,True,goauthentik/authentik,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2024-01-25 18:08:31.000000,2024-01-25 18:08:00,13480.0,628.0,440.0,33.0,6312.0,474.0,1322.0,5633.0,100.0,,,209.0,,,93.0,3.0,,2024-01-09 18:11:53,ersion/2023.10.6,2606.0,,,,,,,,https://charts.goauthentik.io,,,,,,,
55,node-oidc-provider,https://github.com/panva/node-oidc-provider,authentication,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,,,27,True,panva/node-oidc-provider,oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2024-01-25 08:40:50.000000,2024-01-25 08:40:46,2453.0,30.0,734.0,70.0,243.0,,,2918.0,100.0,3.0,3.0,72.0,https://www.npmjs.com/package/oidc-provider,150553.0,150553.0,2.0,,2024-01-17 08:17:36,8.4.5,,,,,,,,,,,,,,,,
56,kanidm,https://github.com/kanidm/kanidm,idp,"Kanidm: A simple, secure and fast identity management platform.",,,27,True,kanidm/kanidm,,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2024-01-25 10:07:32.000000,2024-01-24 23:08:54,1764.0,109.0,120.0,18.0,1755.0,135.0,520.0,1860.0,17.0,42.0,42.0,61.0,,,1800.0,3.0,kanidm/server,2023-10-31 12:08:26,1.1.0-rc.15,248.0,https://hub.docker.com/r/kanidm/server,2024-01-24 05:54:08.260387,,105965.0,,,,,,,,,,,
57,jansen,https://github.com/JanssenProject/jans,idp,"An open source enterprise digital identity platform that scales: Janssen is a distribution of standards-based,..",,['linux-foundation'],27,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2024-01-25 17:57:22.000000,2024-01-25 17:57:21,33603.0,481.0,57.0,31.0,4377.0,342.0,2726.0,345.0,100.0,,,110.0,,,368.0,3.0,,2024-01-24 14:30:17,1.0.22,1106.0,,,,,,,,,,,,,,,
58,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2024-01-24 07:18:43.000000,2024-01-18 09:12:14,359.0,8.0,39.0,23.0,96.0,2.0,47.0,162.0,54.0,857.0,857.0,22.0,https://www.npmjs.com/package/did-jwt-vc,15610.0,15610.0,1.0,,2024-01-18 09:12:30,4.0.0,,,,,,,,,,,,,,,,
59,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,25,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2024-01-22 17:28:41.000000,2024-01-22 17:28:39,6049.0,140.0,307.0,410.0,4164.0,118.0,417.0,1677.0,28.0,,,149.0,,,0.0,2.0,,2024-01-17 19:18:46,1.7.0,51.0,,,,,,,,,,,,,,,
60,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],25,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2024-01-25 05:07:17.000000,2024-01-25 03:12:34,2956.0,101.0,262.0,52.0,2234.0,37.0,203.0,832.0,100.0,27.0,27.0,81.0,,,,2.0,,2024-01-16 21:31:51,1.11.50,,,,,,,,,,,,,,,,
61,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2024-01-25 14:45:04.000000,2024-01-25 11:40:05,1837.0,23.0,110.0,23.0,753.0,62.0,358.0,381.0,43.0,558.0,558.0,54.0,,,,1.0,,2024-01-16 17:06:31,5.6.0,,,,,,,,,,,,,,,,
62,aries-python,https://github.com/hyperledger/aries-cloudagent-python,ssi-sdks,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2024-01-25 17:06:28.000000,2024-01-25 17:05:23,8652.0,392.0,439.0,30.0,1600.0,218.0,915.0,376.0,73.0,,,135.0,,,,1.0,,2023-11-25 05:08:09,0.11.0,,,,,,,,,,,,,,,,
63,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,24,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2024-01-16 12:04:31.000000,2024-01-16 12:04:31,614.0,26.0,150.0,35.0,258.0,61.0,172.0,1009.0,14.0,225.0,225.0,44.0,,,,3.0,,2022-09-28 20:32:17,3.0.1,,,,,,,,,,,,,,,,
64,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,24,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-11-20 08:18:32.000000,2023-10-13 18:18:58,3449.0,,122.0,48.0,1887.0,207.0,901.0,733.0,73.0,,,96.0,,,77389.0,3.0,cyberark/conjur,2023-08-04 21:07:07,1.20.0,377.0,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,30.0,7042011.0,,,,,,,,,,,
65,dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],24,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-01-25 14:12:50.000000,2024-01-24 23:48:13,437.0,58.0,91.0,18.0,423.0,60.0,184.0,318.0,31.0,348.0,348.0,40.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,2024-01-19 03:37:57,0.2.13,,,,,,,,,,,,,,,,
66,iota-identity,https://github.com/iotaledger/identity.rs,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2024-01-25 16:02:46.000000,2024-01-25 16:02:42,1429.0,21.0,71.0,24.0,990.0,53.0,215.0,275.0,24.0,109.0,109.0,35.0,,,,2.0,,2023-11-02 09:48:53,1.0.0,,,,,,,,,,,,,,,,
67,hanko,https://github.com/teamhanko/hanko,idp,Auth and user management for the passkey era.,,,23,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2024-01-25 17:05:05.000000,2024-01-24 14:30:12,1949.0,68.0,816.0,27.0,1111.0,44.0,117.0,5214.0,18.0,211.0,211.0,42.0,,,1.0,3.0,,2023-11-27 14:20:28,backend/v0.9.1,21.0,,,,,,,,,,,,,,,
68,openbr,https://github.com/biometrics/openbr,face,"Open Source Biometrics, Face Recognition.",,,23,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2024-01-23 19:06:26.000000,2023-12-08 22:18:11,4035.0,11.0,757.0,254.0,329.0,62.0,210.0,2823.0,4.0,,,56.0,,,899.0,3.0,,2015-09-29 22:50:55,1.1.0,109773.0,,,,,,,,,,,,,,,
69,permify,https://github.com/Permify/permify,authorization,Permify is an open-source authorization service inspired by Google Zanzibar.,,,23,True,permify/permify,,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2024-01-24 18:50:04.000000,2024-01-24 18:50:04,2504.0,449.0,99.0,18.0,856.0,25.0,130.0,2253.0,55.0,1.0,1.0,40.0,,,86.0,3.0,ghcr.io/permify/permify,2024-01-17 11:56:15,0.7.1,1466.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,
70,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,23,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2024-01-24 16:37:38.000000,2023-12-20 10:28:40,1684.0,7.0,124.0,21.0,354.0,37.0,77.0,2014.0,32.0,,,46.0,,,4122.0,3.0,permitio/opal-server,2023-09-14 19:06:35,0.7.4,562.0,https://hub.docker.com/r/permitio/opal-server,2023-09-14 19:15:56.999755,1.0,143685.0,,,,,,,,,,,
71,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,23,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2024-01-25 17:40:15.000000,2024-01-25 17:07:20,15766.0,65.0,310.0,51.0,7190.0,,,1049.0,,,,222.0,,,40395.0,3.0,freeipa/freeipa-server,,,,https://hub.docker.com/r/freeipa/freeipa-server,2024-01-24 05:14:27.458634,159.0,5655406.0,,,,,,,,,,,
72,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2024-01-23 12:42:08.376657,2024-01-23 12:40:14,1689.0,21.0,219.0,60.0,285.0,26.0,82.0,506.0,6.0,,,100.0,,,1548.0,2.0,universalresolver/uni-resolver-web,2022-01-07 16:42:38,0.5.0,,https://hub.docker.com/r/universalresolver/uni-resolver-web,2024-01-23 12:42:08.376657,,119233.0,,,,,,,,,,,
73,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],23,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2024-01-22 20:12:32.000000,2024-01-15 00:58:48,387.0,14.0,41.0,24.0,127.0,3.0,18.0,200.0,24.0,5512.0,5512.0,24.0,,,,2.0,,2023-03-08 14:05:37,4.1.0,,,,,,,,,,,,,,,,
74,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],23,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2024-01-25 04:33:19.000000,2024-01-25 04:32:41,766.0,158.0,36.0,16.0,208.0,22.0,79.0,61.0,26.0,60.0,60.0,22.0,,,4060.0,2.0,,2023-06-02 16:26:49,0.1.0,48721.0,,,,,,,,,,,,,,,
75,deepfacelive,https://github.com/iperov/DeepFaceLive,face,Real-time face swap for PC streaming or video calls.,,,22,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,3020.0,284.0,25.0,1.0,143.0,19755.0,35.0,,,11.0,,,23732.0,3.0,,2023-01-21 09:26:53,TINA_SHIFT,735704.0,,,,,,,,,,,,,,,
76,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,22,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2024-01-24 06:41:46.000000,2024-01-05 08:55:10,931.0,27.0,411.0,61.0,436.0,108.0,349.0,11095.0,57.0,,,26.0,,,,3.0,registry.supertokens.io/supertokens/supertokens-postgresql,2023-12-07 05:06:05,7.0.16,,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,
77,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,22,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2024-01-24 17:15:00.000000,2024-01-17 13:25:40,562.0,4.0,280.0,58.0,146.0,181.0,548.0,5164.0,11.0,,,61.0,,,214.0,3.0,,2020-09-02 15:57:23,2.6.1,15231.0,,,,,,,,,,,,,,howdy,
78,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],22,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2024-01-15 13:57:58.000000,2024-01-15 13:57:58,1279.0,8.0,262.0,90.0,488.0,25.0,160.0,2805.0,1.0,78.0,78.0,23.0,,,,3.0,,2021-06-23 10:02:43,ctap2.0,,,,,,,,,,,,,,,,
79,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2024-01-23 17:05:27.000000,2024-01-23 17:04:15,14895.0,16.0,650.0,113.0,17.0,,,674.0,,122.0,122.0,721.0,,,,3.0,,,,,,,,,,,,,,,,,,,
80,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,22,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2024-01-25 16:05:33.000000,2024-01-24 09:37:41,13222.0,154.0,125.0,11.0,1763.0,934.0,1962.0,289.0,55.0,,,85.0,,,104.0,3.0,,2023-06-16 12:51:58,11.4.3,7726.0,,,,,,,,,,,,,,,
81,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],22,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2024-01-22 03:46:05.000000,2024-01-22 00:57:43,285.0,14.0,15.0,14.0,116.0,1.0,10.0,80.0,38.0,857.0,857.0,12.0,https://www.npmjs.com/package/web-did-resolver,13882.0,13882.0,2.0,,2023-07-03 18:25:08,2.0.27,,,,,,,,,,,,,,,,
82,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,21,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-12-18 22:01:36.000000,2023-08-31 21:53:17,639.0,,268.0,66.0,222.0,8.0,123.0,3654.0,2.0,10.0,10.0,39.0,,,,3.0,,2022-02-09 12:50:28,1.0.1,,,,,,,,,,,,,,,,
83,webauthn,https://github.com/w3c/webauthn,protocols,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],21,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2024-01-24 20:20:10.000000,2024-01-24 20:18:51,2247.0,63.0,150.0,178.0,844.0,72.0,1043.0,1069.0,7.0,,,72.0,,,,1.0,,2018-03-20 13:11:25,CR-00-20180320,,,,,,,,,,,,,,,,
84,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,21,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2023-09-06 10:03:37.000000,2023-07-17 21:06:20,282.0,,51.0,246.0,28.0,6.0,39.0,697.0,52.0,1097.0,1097.0,12.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,2023-01-31 02:32:05,2.1.1,,,,,,,,,,,,,,,,
85,sidetree,https://github.com/decentralized-identity/sidetree,protocols,Sidetree Specification and Reference Implementation.,,['dif'],21,True,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-12-18 20:07:43.000000,2023-04-04 19:14:54,1149.0,,103.0,40.0,682.0,37.0,441.0,431.0,12.0,32.0,32.0,47.0,,,,1.0,,2021-03-09 22:06:35,1.0.2,,,,,,,,,,,,,,,,
86,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Credo: The Open Trust Framework.,,['openwallet-foundation'],21,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2024-01-25 02:17:13.000000,2024-01-22 17:40:18,860.0,32.0,147.0,28.0,1027.0,176.0,469.0,218.0,77.0,3.0,3.0,56.0,,,,2.0,,2023-10-05 13:35:35,0.4.2,,,,,,,,,,,,,,,,
87,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,21,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2024-01-25 17:34:48.000000,2024-01-23 08:35:12,1730.0,12.0,100.0,28.0,345.0,36.0,73.0,176.0,49.0,30.0,30.0,51.0,,,,3.0,,2023-06-11 17:23:23,8.4.0,,,,,,,,,,,,,,,,
88,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],21,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2024-01-24 14:39:38.000000,2024-01-24 14:39:37,2471.0,84.0,32.0,15.0,3180.0,50.0,95.0,62.0,22.0,786.0,786.0,21.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,2023-12-20 18:55:46,2.0.0,,,,,,,,,,,,,,,,
89,facenet,https://github.com/davidsandberg/facenet,face,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4661.0,567.0,122.0,500.0,620.0,13368.0,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
90,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],20,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2024-01-20 11:25:45.000000,2023-10-25 17:45:50,394.0,,669.0,95.0,311.0,155.0,326.0,1636.0,25.0,,,50.0,,,,3.0,,2023-05-01 17:52:41,1.6.2,,,,,,,,,,,,,,,,
91,indy-node,https://github.com/hyperledger/indy-node,ssi-infra,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2024-01-24 17:43:49.000000,2024-01-24 17:43:49,4894.0,14.0,632.0,64.0,1747.0,31.0,49.0,660.0,36.0,,,101.0,,,10.0,1.0,,2022-09-02 20:48:34,1.12.6,568.0,,,,,,,,,,,,,,,
92,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn and Apple App Attest server side verification.,,,20,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2024-01-25 14:20:07.000000,2024-01-01 13:30:55,2220.0,56.0,66.0,21.0,723.0,5.0,95.0,361.0,52.0,,,26.0,,,,3.0,,2024-01-01 12:29:46,0.22.0.RELEASE,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,
93,aries-framework-go,https://github.com/hyperledger/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-10-27 19:12:10.000000,2023-09-01 12:06:39,3196.0,,155.0,20.0,2046.0,388.0,1196.0,237.0,14.0,3.0,3.0,61.0,,,,2.0,,2023-05-09 10:57:15,0.3.2,,,,,,,,,,,,,,,,
94,web5-js,https://github.com/TBD54566975/web5-js,ssi-sdks,"An SDK for building decentralized web apps with DIDs, VCs, and DWNs.",,['web5'],20,False,TBD54566975/web5-js,web5/api,https://github.com/TBD54566975/web5-js,Apache-2.0,2023-03-06 19:11:53,2024-01-25 18:09:57.000000,2024-01-25 17:29:30,428.0,94.0,39.0,6.0,234.0,57.0,94.0,97.0,19.0,65.0,65.0,26.0,https://www.npmjs.com/package/web5/api,,,2.0,,2024-01-11 22:18:15,api-0.8.4,,,,,,,,,,,,,,,,
95,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2024-01-04 09:29:30.000000,2023-07-12 07:05:13,339.0,,804.0,238.0,240.0,180.0,526.0,2647.0,,,,47.0,,,,3.0,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,
96,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,,270.0,96.0,42.0,28.0,24.0,2424.0,,,,26.0,,,1566.0,3.0,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1566.0,,,,,,,,
97,aries-rfcs,https://github.com/hyperledger/aries-rfcs,protocols,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],19,True,hyperledger/aries-rfcs,,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2024-01-24 15:14:10.000000,2024-01-24 15:14:10,2180.0,15.0,207.0,56.0,582.0,55.0,172.0,314.0,,,,84.0,,,,2.0,,,,,,,,,,,,,,,,,,,
98,vc-data-model,https://github.com/w3c/vc-data-model,credentials,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,['w3c'],19,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2024-01-25 17:04:42.000000,2024-01-14 15:33:32,1868.0,305.0,81.0,79.0,732.0,35.0,628.0,263.0,,,,65.0,,,,1.0,,,,,,,,,,,,,,,,,,,
99,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,19,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2024-01-16 16:58:33.000000,2024-01-16 16:58:30,388.0,44.0,44.0,16.0,87.0,23.0,62.0,163.0,,228.0,228.0,14.0,,,,2.0,,,,,,,,,,,,,,,,,,,
100,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,19,False,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-12-13 10:55:45.426370,2023-12-13 10:48:35,1531.0,9.0,33.0,7.0,195.0,4.0,162.0,95.0,98.0,,,16.0,,,414.0,2.0,waltid/ssikit,2023-12-13 10:55:46,1.2312131048.0,58.0,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,11966.0,,,,,,,,,,,
101,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,Trinsic SDK repository.,,,19,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,Apache-2.0,2021-04-26 20:47:34,2024-01-23 20:31:15.000000,2024-01-23 20:28:55,1095.0,15.0,16.0,12.0,1262.0,,321.0,28.0,16.0,,,27.0,,,356.0,2.0,,2023-11-16 22:24:18,1.13.0,9631.0,,,,,,,,,,,,,,,
102,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,,220.0,63.0,103.0,4.0,54.0,2310.0,40.0,,,50.0,,,,3.0,,2020-04-30 07:36:33,1.2.0,,,,,,,,,,,,,,,,
103,ion,https://github.com/decentralized-identity/ion,ssi-infra,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,True,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,160.0,89.0,184.0,71.0,69.0,1224.0,17.0,,,32.0,,,,2.0,,2022-06-09 01:42:53,1.0.4,,,,,,,,,,,,,,,,
104,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,18,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2024-01-16 15:36:31.000000,2023-12-29 21:20:41,901.0,5.0,53.0,11.0,297.0,8.0,103.0,599.0,,727.0,727.0,30.0,,,,3.0,,,,,,,,,,,,,,,,,,,
105,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,18,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2024-01-02 16:08:06.000000,2024-01-02 16:08:05,102.0,5.0,33.0,7.0,14.0,,23.0,278.0,21.0,136.0,136.0,7.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,2024-01-02 15:37:13,1.3.3,,,,,,,,,,,,,,,,
