,name,homepage,category,description,resource,labels,projectrank,show,github_id,dockerhub_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,npm_id,npm_url,npm_monthly_downloads,pypi_id,updated_github_id,pypi_url,pypi_monthly_downloads,maven_id,maven_url,helm_id,brew_id,gem_url,apt_id,github,github-id
54,doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,authentication,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,,,28,True,doorkeeper-gem/doorkeeper,,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2026-01-29 18:38:34.000000,2026-01-26 14:52:58,2522.0,5.0,1036.0,103.0,883.0,50.0,849.0,5455.0,2025-04-04 08:29:47,5.8.2,,,70.0,10990.0,10990.0,335.0,,,,,2.0,,,,,,,,,,,,,doorkeeper,,,
55,cerbos,https://github.com/cerbos/cerbos,authorization,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",,,28,True,cerbos/cerbos,ghcr.io/cerbos/cerbos,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2026-01-29 09:24:21.000000,2026-01-28 09:54:43,2327.0,165.0,171.0,33.0,2474.0,48.0,364.0,4198.0,2025-12-22 11:10:37,0.50.0,55202.0,951.0,74.0,33.0,33.0,33.0,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,3.0,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
56,identity-server,https://github.com/DuendeSoftware/products,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,28,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/products,https://duendesoftware.com/license,2020-10-01 08:46:31,2026-01-29 09:51:53.000000,2026-01-26 16:18:36,7989.0,183.0,392.0,37.0,1494.0,3.0,321.0,1591.0,2026-01-29 10:01:32,bff-4.1.0,,,100.0,3017.0,3017.0,339.0,,,,,2.0,,,,,,DuendeSoftware/products,,,,,,,,,,
57,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2026-01-26 04:51:05.000000,2026-01-26 00:50:01,558.0,15.0,76.0,26.0,157.0,6.0,48.0,230.0,2025-08-10 14:02:43,11.0.5,,17139.0,71.0,1892.0,1892.0,28.0,,,,,1.0,,ethr-did-resolver,https://www.npmjs.com/package/ethr-did-resolver,17139.0,,,,,,,,,,,,
58,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,27,False,justadudewhohacks/face-api.js,,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3825.0,348.0,113.0,452.0,393.0,17752.0,2020-03-22 14:01:55,0.22.2,,268315.0,38.0,,,25.0,,,,,3.0,,face-api.js,https://www.npmjs.com/package/face-api.js,268315.0,,,,,,,,,,,,
59,hanko,https://github.com/teamhanko/hanko,idp,"Modern authentication, on your terms. Open source alternative to Auth0, Clerk, WorkOS, Stytch.",,,27,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2026-01-27 10:29:52.000000,2026-01-27 10:29:44,2413.0,103.0,1013.0,40.0,1921.0,33.0,380.0,8761.0,2026-01-20 14:59:45,backend/v2.4.0,1051.0,25.0,39.0,332.0,332.0,53.0,,,,,3.0,,,,,,,,,,,,,,,,
60,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,ghcr.io/permify/permify,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2026-01-29 16:56:09.000000,2026-01-28 17:32:15,5615.0,301.0,282.0,25.0,2382.0,55.0,288.0,5785.0,2026-01-26 14:47:58,1.6.2,10270.0,395.0,100.0,4.0,4.0,74.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,3.0,,,,,,,,,,,,,,,,
61,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,27,True,permitio/opal,permitio/opal-server,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2026-01-22 18:08:46.296112,2025-11-26 13:54:19,2068.0,7.0,259.0,29.0,600.0,50.0,122.0,5417.0,2026-01-22 11:31:58,0.9.3,1890.0,7341.0,67.0,47.0,47.0,74.0,https://hub.docker.com/r/permitio/opal-server,2026-01-22 18:08:46.296112,1.0,431210.0,3.0,,,,,,,,,,,,,,,,
62,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,181.0,25.0,1529.0,110.0,104.0,3495.0,2024-01-13 04:08:30,0.27.3,3856.0,16752.0,100.0,218.0,218.0,68.0,,,,,3.0,,,,,oso,,https://pypi.org/project/oso,16687.0,,,,,,,,
63,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2026-01-24 20:40:41.000000,2026-01-24 20:40:41,3659.0,75.0,293.0,49.0,2857.0,32.0,270.0,976.0,2026-01-24 20:37:46,1.12.33,,,100.0,371.0,371.0,103.0,,,,,2.0,,,,,,,,,,,,,,,,
64,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,26,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2026-01-16 23:30:09.000000,2026-01-16 23:30:09,7111.0,11.0,317.0,417.0,4715.0,103.0,448.0,1763.0,2024-06-11 16:44:34,1.8.2,64.0,0.0,31.0,47.0,47.0,158.0,,,,,3.0,,,,,,,,,,,,,,,,
65,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,26,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2026-01-29 10:38:45.000000,2026-01-24 11:22:41,1938.0,25.0,130.0,22.0,866.0,66.0,393.0,521.0,2026-01-16 10:35:31,6.0.2,,,46.0,901.0,901.0,59.0,,,,,1.0,,,,,,,,,,,,,,,,
66,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2026-01-29 15:39:51.000000,2026-01-29 15:28:21,10383.0,164.0,500.0,23.0,2606.0,154.0,1276.0,480.0,2026-01-29 15:30:21,1.5.0,,,100.0,,,166.0,,,,,1.0,,,,,,openwallet-foundation/acapy,,,,,,,,,,
67,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache-2.0 is free IAM-..",,,25,True,dromara/MaxKey,maxkeytop/maxkey,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2026-01-29 02:01:08.000000,2026-01-29 02:00:34,2733.0,72.0,384.0,30.0,124.0,3.0,131.0,1843.0,2025-12-13 11:52:39,4.1.10,,364.0,71.0,,,60.0,https://hub.docker.com/r/maxkeytop/maxkey,2025-12-10 09:42:20.106304,5.0,40133.0,3.0,,,,,,,,,,,,,,,,
68,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,"Passkeys, FIDO2 and WebAuhtn .NET library.",,,25,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-12-11 18:50:40.000000,2025-12-11 18:50:38,684.0,6.0,194.0,41.0,341.0,33.0,248.0,1395.0,2025-08-29 13:12:19,4.0.0,,,21.0,364.0,364.0,51.0,,,,,2.0,,,,,,,,,,,,,,,,
69,authgear,https://github.com/authgear/authgear-server,idp,"Open source Auth0/Clerk/Firebase alternative. Passkeys, SSO, MFA, passwordless, biometric login. Self-hosted or cloud...",,,25,True,authgear/authgear-server,,https://github.com/authgear/authgear-server,Apache-2.0,2020-06-16 03:34:34,2026-01-28 11:06:27.000000,2026-01-28 11:06:27,23130.0,459.0,93.0,8.0,3124.0,349.0,1941.0,1309.0,2026-01-12 16:27:30,2026-01-08.0,657.0,12.0,69.0,9.0,9.0,49.0,,,,,3.0,,,,,,,,,,,,,,,,
70,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,25,True,cyberark/conjur,cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-11-20 20:24:22.000000,2025-11-10 16:00:50,4111.0,11.0,142.0,47.0,1907.0,137.0,973.0,937.0,2025-11-20 20:24:03,1.24.0,1642.0,65962.0,83.0,,,115.0,https://hub.docker.com/r/cyberark/conjur,2025-11-10 16:58:40.255868,29.0,7583875.0,3.0,,,,,,,,,,,,,,,,
71,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],25,True,decentralized-identity/did-jwt-vc,,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2026-01-21 22:02:21.000000,2025-11-20 16:45:53,405.0,1.0,44.0,19.0,103.0,4.0,49.0,207.0,2025-08-26 05:57:14,4.0.16,,54461.0,70.0,1355.0,1355.0,22.0,,,,,1.0,,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,54461.0,,,,,,,,,,,,
72,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,24,False,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,815.0,63.0,131.0,531.0,786.0,18994.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,223919.0,3198.0,2.0,21.0,21.0,22.0,,,,,3.0,,,,,,,,,,,,,,,,
73,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,freeipa/freeipa-server,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2026-01-29 18:42:51.000000,2026-01-29 11:47:36,16389.0,116.0,361.0,47.0,8143.0,,,1360.0,,,,38301.0,,,,250.0,https://hub.docker.com/r/freeipa/freeipa-server,2026-01-28 05:42:34.400122,180.0,6281426.0,3.0,,,,,,,,,,,,,,,,
74,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,24,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2025-09-30 23:28:42.000000,2025-09-30 23:28:37,560.0,,180.0,33.0,145.0,,107.0,1024.0,2025-09-04 23:18:52,2.7.0,,1991404.0,36.0,,,31.0,,,,,3.0,,,,,webauthn,,https://pypi.org/project/webauthn,1991404.0,,,,,,,,
75,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,24,True,walt-id/waltid-identity,waltid/identity,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2026-01-29 16:45:25.000000,2026-01-29 15:14:20,12079.0,863.0,102.0,5.0,1175.0,3.0,292.0,245.0,2026-01-22 16:02:05,0.17.1,,,100.0,,,41.0,https://hub.docker.com/r/waltid/identity,,,,1.0,,,,,,,,,,,,,,,,
76,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],24,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2026-01-26 13:07:51.000000,2026-01-23 23:02:12,2150.0,52.0,175.0,25.0,1453.0,18.0,285.0,192.0,2026-01-23 23:04:27,2.12.2,,,51.0,7.0,7.0,63.0,,,,,1.0,,,,,,openwallet-foundation/bifold-wallet,,,,,,,,,,
77,hyperledger-anoncreds-rs,https://github.com/anoncreds/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],24,False,hyperledger/anoncreds-rs,,https://github.com/anoncreds/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2026-01-07 14:36:37.000000,2026-01-07 14:36:37,835.0,22.0,56.0,12.0,249.0,29.0,91.0,84.0,2025-11-13 16:53:54,0.2.3,352101.0,9780.0,33.0,74.0,74.0,28.0,,,,,1.0,,,,,,anoncreds/anoncreds-rs,,,,,,,,,,
78,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],24,False,inrupt/solid-client-authn-js,,https://github.com/inrupt/solid-client-authn-js,MIT,2019-11-21 00:49:46,2026-01-27 23:22:44.000000,2026-01-27 17:08:48,3142.0,57.0,40.0,11.0,4028.0,57.0,103.0,77.0,2025-10-30 14:51:08,3.1.1,,,38.0,991.0,991.0,27.0,,,,,3.0,,inrupt/solid-client-authn-node,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,,,,,,,,,,,
79,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,23,True,supertokens/supertokens-core,registry.supertokens.io/supertokens/supertokens-postgresql,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2026-01-29 16:14:47.000000,2026-01-21 09:32:32,1371.0,25.0,636.0,66.0,653.0,131.0,400.0,14876.0,2026-01-29 16:35:17,9.3.3,,,100.0,,,33.0,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,3.0,,,,,,,,,,,,,,,,
80,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],23,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2026-01-26 14:52:21.000000,2026-01-26 14:51:07,15293.0,44.0,679.0,106.0,19.0,,,708.0,,,,,,186.0,186.0,757.0,,,,,3.0,1.0,,,,,,,,,,,,,,,
81,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,universalresolver/uni-resolver-web,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2026-01-29 12:54:26.000000,2026-01-26 19:41:52,2060.0,40.0,267.0,55.0,403.0,35.0,89.0,630.0,2022-01-07 16:42:38,0.5.0,,1473.0,6.0,,,131.0,https://hub.docker.com/r/universalresolver/uni-resolver-web,2026-01-26 19:08:30.706389,,148855.0,2.0,,,,,,,,,,,,,,,,
82,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2026-01-29 11:11:31.000000,2026-01-29 11:10:33,14780.0,128.0,150.0,14.0,2232.0,105.0,2920.0,470.0,2023-06-16 12:51:58,11.4.3,9957.0,101.0,55.0,,,95.0,,,,,3.0,1.0,,,,,,,,,,,,,,,
83,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,23,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2026-01-29 17:22:59.000000,2026-01-29 14:29:59,1729.0,20.0,97.0,24.0,1314.0,82.0,347.0,342.0,2025-12-18 14:34:21,wasm-v1.8.0-beta.2,,,55.0,154.0,154.0,44.0,,,,,2.0,,,,,,iotaledger/identity,,,,,,,,,,
84,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2026-01-26 10:45:30.000000,2026-01-26 10:40:53,1328.0,80.0,226.0,26.0,1708.0,234.0,649.0,333.0,2025-12-09 13:40:05,0.6.1,,,100.0,,,87.0,,,,,2.0,,,,,,,,,,,,,,,,
85,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],23,False,decentralized-identity/web-did-resolver,,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2026-01-27 02:27:52.000000,2026-01-26 20:40:50,367.0,18.0,20.0,12.0,125.0,1.0,11.0,98.0,2025-12-03 20:47:02,2.0.32,,31826.0,43.0,1411.0,1411.0,12.0,,,,,2.0,,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,31826.0,,,,,,,,,,,,
86,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],22,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2026-01-28 19:12:06.000000,2026-01-07 22:26:43,2775.0,15.0,246.0,185.0,997.0,71.0,1240.0,1361.0,2018-03-20 13:11:25,CR-00-20180320,,,7.0,,,82.0,,,,,1.0,,,,,,,,,,,,,,,,
87,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,22,True,passwordless-id/webauthn,,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2026-01-22 07:47:07.000000,2026-01-22 07:46:59,294.0,7.0,57.0,7.0,38.0,,60.0,574.0,2026-01-19 22:34:05,2.3.2,,,39.0,5482.0,5482.0,20.0,,,,,3.0,,passwordless-id/webauthn,https://www.npmjs.com/package/passwordless-id/webauthn,,,,,,,,,,,,,
88,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,False,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,1092.0,444.0,25.0,1.0,143.0,30459.0,2023-01-21 09:26:53,TINA_SHIFT,1582141.0,28766.0,35.0,,,11.0,,,,,3.0,,,,,,,,,,,,,,,,
89,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-07-29 10:07:27.000000,2025-06-22 10:19:45,592.0,,358.0,71.0,170.0,298.0,611.0,7302.0,2020-09-02 15:57:23,2.6.1,29784.0,313.0,11.0,,,69.0,,,,,3.0,,,,,,,,,,,,,,howdy,,
90,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,21,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2026-01-09 17:26:39.000000,2025-11-14 16:30:51,4083.0,2.0,783.0,237.0,367.0,64.0,210.0,2902.0,2015-09-29 22:50:55,1.1.0,125920.0,862.0,4.0,,,60.0,,,,,3.0,,,,,,,,,,,,,,,,
91,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],21,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2026-01-26 18:14:37.000000,2026-01-19 01:50:52,417.0,2.0,42.0,21.0,132.0,4.0,18.0,229.0,2023-03-08 14:05:37,4.1.0,,,24.0,7739.0,7739.0,25.0,,,,,2.0,-1.0,,,,,,,,,,,,,,,
92,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,21,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2026-01-26 12:19:48.000000,2026-01-26 12:19:14,658.0,88.0,40.0,4.0,340.0,6.0,39.0,71.0,2026-01-26 12:19:49,1.39.4,,,100.0,267.0,267.0,19.0,,,,,2.0,,,,,,,,,,,,,,,,
93,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4688.0,552.0,123.0,511.0,622.0,14297.0,,,,,,,,36.0,,,,,3.0,,,,,,,,,,,,,,,,
94,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-03-13 00:50:41.000000,2025-01-14 19:47:39,643.0,,318.0,58.0,238.0,2.0,135.0,4307.0,2022-02-09 12:50:28,1.0.1,,,2.0,11.0,11.0,42.0,,,,,3.0,,,,,,,,,,,,,,,,
95,indy-node,https://github.com/hyperledger-indy/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger-indy/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-12-01 15:07:14.000000,2025-02-24 16:33:21,4946.0,,650.0,61.0,1834.0,39.0,60.0,702.0,2024-02-09 14:17:29,1.13.2,2100.0,26.0,37.0,,,111.0,,,,,2.0,,,,,,hyperledger-indy/indy-node,,,,,,,,,,
96,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,20,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2026-01-29 14:32:33.000000,2026-01-27 14:24:17,2800.0,108.0,89.0,18.0,1024.0,9.0,149.0,554.0,2026-01-01 13:39:09,0.30.2.RELEASE,,,85.0,,,37.0,,,,,3.0,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,
97,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,False,TBD54566975/dwn-sdk-js,,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,99.0,18.0,546.0,42.0,238.0,325.0,2024-10-23 19:02:40,0.5.2,,,62.0,490.0,490.0,48.0,,,,,2.0,,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,decentralized-identity/dwn-sdk-js,,,,,,,,,,
98,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,157.0,17.0,2046.0,388.0,1196.0,239.0,2023-05-09 10:57:15,0.3.2,,,14.0,3.0,3.0,62.0,,,,,2.0,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,,,
99,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,,302.0,92.0,43.0,28.0,24.0,3057.0,,,,2655.0,,1.0,1.0,27.0,,,,,3.0,,,,,pyja3,,https://pypi.org/project/pyja3,2655.0,,,,,,,,
100,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2025-09-29 23:07:10.000000,2025-04-22 20:11:48,414.0,,786.0,93.0,362.0,181.0,368.0,1973.0,2025-04-23 13:34:24,2.0.0,,,33.0,,,52.0,,,,,3.0,,,,,,,,,,,,,,,,
101,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,19,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,127.0,26.0,363.0,56.0,77.0,253.0,2025-02-10 16:01:17,8.5.1,,,51.0,41.0,41.0,57.0,,,,,3.0,,,,,,,,,,,,,,,,
102,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],18,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2026-01-14 15:14:54.000000,2026-01-14 15:14:54,1326.0,2.0,305.0,86.0,544.0,31.0,182.0,3278.0,2021-06-23 10:02:43,ctap2.0,,,1.0,,,24.0,,,,,3.0,,,,,,,,,,,,,,,,
103,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2025-03-10 20:57:13.000000,2025-03-10 20:57:13,343.0,,934.0,243.0,260.0,215.0,555.0,3181.0,,,,,,,,49.0,,,,,3.0,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
104,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2025-10-22 16:06:57.000000,2025-10-22 16:06:52,166.0,,221.0,62.0,108.0,2.0,59.0,2456.0,2024-03-06 13:35:30,1.3.0,,,41.0,,,54.0,,,,,3.0,,,,,,,,,,,,,,,,
105,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,False,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,162.0,83.0,184.0,72.0,70.0,1238.0,2022-06-09 01:42:53,1.0.4,,,17.0,,,32.0,,,,,2.0,,,,,,,,,,,,,,,,
