,name,homepage,category,description,resource,labels,projectrank,show,github_id,dockerhub_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,trending,helm_id,maven_id,maven_url,gem_url,brew_id,apt_id,github,github-id
54,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],29,True,decentralized-identity/ethr-did-resolver,,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2026-06-04 02:04:22.000000,2026-06-04 02:04:20,613.0,54.0,76.0,26.0,186.0,5.0,57.0,231.0,2026-05-18 08:06:32,13.0.0,,31326.0,81.0,1916.0,1916.0,28.0,,,,,1.0,ethr-did-resolver,https://www.npmjs.com/package/ethr-did-resolver,31326.0,,,,,,,,,,,,,
55,faceswap,https://github.com/deepfakes/faceswap,biometrics,Deepfakes Software For All.,,,28,True,deepfakes/faceswap,,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2026-05-29 10:41:20.000000,2026-05-29 10:40:03,1896.0,36.0,13228.0,1517.0,547.0,6.0,899.0,55264.0,2025-12-21 02:44:08,3.0.0,90876.0,1032.0,5.0,,,98.0,,,,,3.0,,,,,,,,-1.0,,,,,,,,
56,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,28,False,justadudewhohacks/face-api.js,,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3825.0,348.0,114.0,453.0,393.0,17870.0,2020-03-22 14:01:55,0.22.2,,474414.0,38.0,,,25.0,,,,,3.0,face-api.js,https://www.npmjs.com/package/face-api.js,474414.0,,,,,,,,,,,,,
57,openface,https://github.com/cmusatyalab/openface,biometrics,Face recognition with deep neural networks.,,,28,False,cmusatyalab/openface,bamos/openface,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2024-10-04 12:59:04.000000,2024-10-04 12:58:31,743.0,,3490.0,735.0,77.0,1.0,382.0,15486.0,2024-10-04 12:56:15,0.2.2,,1269.0,5.0,96.0,96.0,31.0,https://hub.docker.com/r/bamos/openface,2018-06-18 18:11:58.528635,71.0,163783.0,3.0,,,,,,,,,,,,,,,,
58,did-jwt,https://github.com/decentralized-identity/did-jwt,dids,Create and verify DID verifiable JWTs in Javascript.,,['dif'],28,True,decentralized-identity/did-jwt,,https://github.com/decentralized-identity/did-jwt,Apache-2.0,2018-02-24 02:00:53,2026-06-04 09:29:45.000000,2025-12-01 01:00:51,676.0,,71.0,37.0,236.0,5.0,87.0,372.0,2025-08-25 22:29:37,8.0.18,,371494.0,100.0,6246.0,6246.0,42.0,,,,,1.0,did-jwt,https://www.npmjs.com/package/did-jwt,371494.0,,,,,,,,,,,,,
59,hanko,https://github.com/teamhanko/hanko,idp,"Modern authentication, on your terms. Open source alternative to Auth0, Clerk, WorkOS, Stytch.",,,27,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2026-06-04 19:22:52.000000,2026-04-21 18:32:42,2539.0,69.0,1010.0,39.0,2161.0,34.0,386.0,8944.0,2026-03-03 08:17:35,backend/v2.5.0,1248.0,26.0,40.0,341.0,341.0,53.0,,,,,3.0,,,,,,,,,,,,,,,,
60,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,ghcr.io/permify/permify,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2026-06-04 14:22:16.000000,2026-06-04 14:14:02,5916.0,227.0,319.0,24.0,2620.0,53.0,300.0,5883.0,2026-05-20 21:31:22,1.7.0,13507.0,450.0,100.0,4.0,4.0,77.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,3.0,,,,,,,,,,,,,,,,
61,ockam,https://github.com/build-trust/ockam,machine,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",,,27,True,build-trust/ockam,,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2026-01-04 22:01:38.000000,2026-01-04 21:59:47,9734.0,,554.0,52.0,7294.0,,1780.0,4625.0,2025-06-30 22:09:21,ockam_v0.157.0,15465.0,315.0,100.0,189.0,189.0,318.0,,,,,3.0,,,,,,,,,,,,,build-trust/ockam/ockam,,,
62,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,False,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,185.0,25.0,1531.0,111.0,104.0,3497.0,2024-01-13 04:08:30,0.27.3,3941.0,47623.0,100.0,219.0,219.0,68.0,,,,,3.0,,,,oso,https://pypi.org/project/oso,47562.0,,,,,,,,,,
63,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],27,True,nodesolidserver/node-solid-server,nodesolidserver/node-solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2026-05-30 15:56:43.000000,2026-01-11 10:32:45,3308.0,,299.0,72.0,909.0,300.0,644.0,1799.0,2026-01-07 15:47:40,6.0.0,,8699.0,60.0,3.0,3.0,90.0,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1005771.0,1.0,solid-server,https://www.npmjs.com/package/solid-server,1566.0,,,,,,,,,,,,,
64,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2026-06-03 01:12:05.000000,2026-06-02 17:50:23,3820.0,123.0,300.0,51.0,3026.0,41.0,293.0,990.0,2026-05-28 06:37:29,1.12.42,,,100.0,380.0,380.0,108.0,,,,,3.0,,,,,,,,,,,,,,,,
65,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,26,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2026-06-04 03:51:16.000000,2026-06-04 01:25:07,580.0,9.0,187.0,34.0,151.0,3.0,107.0,1045.0,2026-02-11 23:35:38,2.7.1,,5652754.0,37.0,,,35.0,,,,,2.0,,,,webauthn,https://pypi.org/project/webauthn,5652754.0,,,,,,,,,,
66,authgear,https://github.com/authgear/authgear-server,idp,"Open source Auth0/Clerk/Firebase alternative. Passkeys, SSO, MFA, passwordless, biometric login. Self-hosted or cloud...",,,25,True,authgear/authgear-server,,https://github.com/authgear/authgear-server,Apache-2.0,2020-06-16 03:34:34,2026-06-04 08:41:38.000000,2026-06-04 08:41:38,24093.0,797.0,115.0,10.0,3349.0,352.0,1947.0,1812.0,2026-05-06 14:13:33,2026-05-06.0,692.0,11.0,73.0,9.0,9.0,50.0,,,,,3.0,,,,,,,,,,,,,,,,
67,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,"Passkeys, FIDO2 and WebAuhtn .NET library.",,,25,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2026-04-20 15:45:25.000000,2026-04-20 15:43:43,692.0,8.0,199.0,41.0,349.0,32.0,250.0,1433.0,2026-04-06 10:34:14,4.0.1,,,25.0,394.0,394.0,55.0,,,,,2.0,,,,,,,,,,,,,,,,
68,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2026-06-04 18:17:25.000000,2026-02-11 12:59:21,1942.0,,132.0,22.0,868.0,68.0,394.0,537.0,2026-02-11 12:59:23,7.0.0,,,47.0,931.0,931.0,59.0,,,,,1.0,,,,,,,,,,,,,,,,
69,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2026-06-04 19:29:15.000000,2026-06-04 19:28:44,10548.0,98.0,499.0,23.0,2701.0,146.0,1298.0,486.0,2026-06-02 20:55:56,1.6-lts,,,100.0,,,167.0,,,,,1.0,,,,,,,openwallet-foundation/acapy,-1.0,,,,,,,,
70,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],25,True,decentralized-identity/did-jwt-vc,,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2026-06-04 11:16:34.000000,2026-03-26 17:16:19,406.0,1.0,45.0,19.0,104.0,4.0,49.0,209.0,2025-08-26 05:57:14,4.0.16,,73141.0,70.0,1377.0,1377.0,22.0,,,,,1.0,did-jwt-vc,https://www.npmjs.com/package/did-jwt-vc,73141.0,,,,,,,,,,,,,
71,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,24,True,supertokens/supertokens-core,registry.supertokens.io/supertokens/supertokens-postgresql,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2026-06-04 14:24:39.000000,2026-06-04 08:59:50,1510.0,76.0,661.0,65.0,713.0,132.0,405.0,15079.0,2026-03-19 19:47:15,11.0.7,,,100.0,,,36.0,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,3.0,,,,,,,,,,,,,,,,
72,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache-2.0 is free IAM-..",,,24,True,dromara/MaxKey,maxkeytop/maxkey,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2026-05-28 11:11:27.000000,2026-05-28 10:58:05,2755.0,12.0,397.0,30.0,125.0,4.0,134.0,1900.0,2026-02-02 00:59:44,4.1.11,,410.0,72.0,,,60.0,https://hub.docker.com/r/maxkeytop/maxkey,2026-02-01 06:50:25.105245,5.0,47187.0,3.0,,,,,,,,,,,,,,,,
73,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,freeipa/freeipa-server,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2026-06-03 13:37:16.000000,2026-06-03 13:21:58,16536.0,118.0,365.0,45.0,8437.0,,,1418.0,,,,38175.0,,,,258.0,https://hub.docker.com/r/freeipa/freeipa-server,2026-06-03 11:14:42.797781,181.0,6451722.0,3.0,,,,,,,,,,,,,,,,
74,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],24,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2026-06-03 15:15:00.000000,2026-06-02 13:45:09,15356.0,45.0,684.0,106.0,21.0,,,712.0,,,,,,197.0,197.0,760.0,,,,,3.0,,,,,,,,1.0,,,,,,,,
75,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],24,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2026-06-04 02:59:02.000000,2026-06-04 02:56:44,2226.0,54.0,181.0,21.0,1543.0,21.0,288.0,194.0,2026-06-04 02:59:02,3.0.14,,,74.0,8.0,8.0,66.0,,,,,1.0,,,,,,,openwallet-foundation/bifold-wallet,1.0,,,,,,,,
76,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],24,False,inrupt/solid-client-authn-js,,https://github.com/inrupt/solid-client-authn-js,MIT,2019-11-21 00:49:46,2026-06-04 02:47:05.000000,2026-06-04 02:42:46,3219.0,66.0,41.0,11.0,4128.0,56.0,106.0,77.0,2026-06-03 13:49:58,5.0.0,,,40.0,1002.0,1002.0,27.0,,,,,3.0,inrupt/solid-client-authn-node,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,,,,,,,,,,,,
77,identity-server,https://github.com/DuendeSoftware/products,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,23,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/products,https://duendesoftware.com/license,2020-10-01 08:46:31,2026-06-01 16:10:57.000000,2026-06-01 16:10:54,8206.0,41.0,389.0,38.0,1537.0,,325.0,1604.0,2026-06-02 12:56:07,is-8.0.0,,,100.0,,,341.0,,,,,3.0,,,,,,,DuendeSoftware/products,,,,,,,,,
78,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,universalresolver/uni-resolver-web,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2026-06-04 19:31:29.000000,2026-04-24 08:06:26,2085.0,21.0,281.0,57.0,430.0,37.0,90.0,643.0,2022-01-07 16:42:38,0.5.0,,1470.0,6.0,,,135.0,https://hub.docker.com/r/universalresolver/uni-resolver-web,2026-04-24 08:23:48.703345,,155829.0,2.0,,,,,,,,,,,,,,,,
79,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2026-06-04 19:51:48.000000,2026-06-04 00:33:07,14992.0,159.0,153.0,14.0,2335.0,73.0,2959.0,492.0,2023-06-16 12:51:58,11.4.3,10176.0,98.0,55.0,,,98.0,,,,,3.0,,,,,,,,,,,,,,,,
80,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,23,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2026-06-04 14:40:43.000000,2026-05-29 14:29:24,1762.0,21.0,99.0,24.0,1349.0,90.0,352.0,349.0,2026-05-29 14:32:31,wasm-v1.9.6-beta.1,,,67.0,159.0,159.0,44.0,,,,,1.0,,,,,,,iotaledger/identity,,,,,,,,,
81,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2026-06-04 13:27:31.000000,2026-05-28 14:10:25,1413.0,55.0,231.0,27.0,1865.0,246.0,651.0,345.0,2026-04-29 08:06:01,0.7.0,,,100.0,,,89.0,,,,,1.0,,,,,,,,,,,,,,,,
82,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,23,True,walt-id/waltid-identity,waltid/identity,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2026-06-04 13:27:29.000000,2026-06-03 09:37:21,13015.0,572.0,118.0,7.0,1434.0,5.0,320.0,282.0,2026-06-04 11:52:31,0.20.3,,,100.0,,,45.0,https://hub.docker.com/r/waltid/identity,,,,1.0,,,,,,,,,,,,,,,,
83,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],23,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2026-06-02 18:05:40.000000,2026-06-02 15:06:15,437.0,19.0,44.0,20.0,134.0,4.0,19.0,230.0,2026-05-04 13:17:45,5.0.1,,,27.0,7932.0,7932.0,25.0,,,,,2.0,,,,,,,,,,,,,,,,
84,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,22,False,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,882.0,1.0,131.0,531.0,786.0,19227.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,229027.0,3053.0,2.0,21.0,21.0,22.0,,,,,3.0,,,,,,,,,,,,,,,,
85,gotrue,https://github.com/netlify/gotrue,idp,An JWT based API for managing users and issuing JWT tokens.,,,22,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2026-06-03 08:28:22.000000,2026-05-28 08:04:04,691.0,31.0,323.0,53.0,300.0,9.0,137.0,4415.0,2022-02-09 12:50:28,1.0.1,,,2.0,11.0,11.0,48.0,,,,,3.0,,,,,,,,,,,,,,,,
86,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],22,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2026-05-26 10:36:12.000000,2026-05-06 18:07:43,2800.0,15.0,268.0,194.0,1014.0,74.0,1262.0,1401.0,2018-03-20 13:11:25,CR-00-20180320,,,7.0,,,83.0,,,,,1.0,,,,,,,,,,,,,,,,
87,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,22,True,cyberark/conjur,cyberark/conjur,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-11-20 20:24:22.000000,2025-11-10 16:00:50,4111.0,,144.0,47.0,1908.0,137.0,974.0,959.0,2025-11-20 20:24:03,1.24.0,2577.0,63955.0,83.0,,,115.0,https://hub.docker.com/r/cyberark/conjur,2025-11-10 16:58:40.255868,29.0,7671689.0,3.0,,,,,,,,,,,,,,,,
88,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,22,True,passwordless-id/webauthn,,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2026-05-23 12:27:40.000000,2026-05-15 06:02:25,309.0,4.0,59.0,7.0,42.0,,65.0,606.0,2026-05-15 06:05:04,2.4.0,,,43.0,5582.0,5582.0,20.0,,,,,3.0,passwordless-id/webauthn,https://www.npmjs.com/package/passwordless-id/webauthn,,,,,,,,,,,,,,
89,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,22,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2026-05-01 14:12:25.000000,2026-05-01 14:10:43,90.0,24.0,30.0,6.0,35.0,9.0,31.0,253.0,2026-05-01 14:12:25,2.1.0,,12164.0,9.0,25.0,25.0,6.0,,,,,3.0,,,,django-passkeys,https://pypi.org/project/django-passkeys,12164.0,,,,,,,,,,
90,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],22,False,decentralized-identity/web-did-resolver,,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2026-06-02 00:35:16.000000,2026-06-01 18:34:29,390.0,18.0,19.0,12.0,126.0,1.0,11.0,99.0,2025-12-03 20:47:02,2.0.32,,59029.0,43.0,1466.0,1466.0,12.0,,,,,2.0,web-did-resolver,https://www.npmjs.com/package/web-did-resolver,59029.0,,,,,,,,,,,,,
91,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-07-29 10:07:27.000000,2025-06-22 10:19:45,592.0,,379.0,68.0,180.0,317.0,614.0,7568.0,2020-09-02 15:57:23,2.6.1,33083.0,330.0,11.0,,,69.0,,,,,3.0,,,,,,,,,,,,,,howdy,,
92,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,21,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2026-01-09 17:26:39.000000,2025-11-14 16:30:51,4083.0,,781.0,237.0,368.0,64.0,210.0,2902.0,2015-09-29 22:50:55,1.1.0,127056.0,841.0,4.0,,,60.0,,,,,3.0,,,,,,,,,,,,,,,,
93,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,21,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2026-06-04 14:24:11.000000,2026-06-04 14:03:35,3027.0,194.0,93.0,18.0,1137.0,12.0,154.0,577.0,2026-06-01 12:09:04,0.31.6.RELEASE,,,92.0,,,39.0,,,,,3.0,,,,,,,,1.0,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,
94,hyperledger-anoncreds-rs,https://github.com/anoncreds/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],21,False,hyperledger/anoncreds-rs,,https://github.com/anoncreds/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2026-01-07 14:36:37.000000,2026-01-07 14:36:37,835.0,,58.0,12.0,249.0,29.0,91.0,87.0,2025-11-13 16:53:54,0.2.3,408174.0,9955.0,33.0,76.0,76.0,28.0,,,,,2.0,,,,,,,anoncreds/anoncreds-rs,,,,,,,,,
95,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,21,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2026-06-02 04:09:32.000000,2026-06-02 04:09:32,4133.0,453.0,69.0,12.0,1058.0,177.0,164.0,76.0,,,,,1.0,75.0,75.0,39.0,,,,,2.0,,,,,,,,,,,,,,,,
96,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,20,False,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,1240.0,4.0,25.0,1.0,143.0,30895.0,2023-01-21 09:26:53,TINA_SHIFT,1656454.0,27607.0,35.0,,,11.0,,,,,3.0,,,,,,,,,,,,,,,,
97,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4665.0,548.0,123.0,511.0,619.0,14321.0,,,,,,,,36.0,,,,,3.0,,,,,,,,,,,,,,,,
98,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],20,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2026-06-04 14:13:35.000000,2026-06-04 14:13:35,1340.0,14.0,320.0,82.0,561.0,11.0,202.0,3353.0,2021-06-23 10:02:43,ctap2.0,,,1.0,,,26.0,,,,,3.0,,,,,,,,1.0,,,,,,,,
99,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],20,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2026-05-26 19:41:26.000000,2026-05-20 00:22:11,419.0,5.0,795.0,93.0,369.0,186.0,368.0,2001.0,2025-04-23 13:34:24,2.0.0,,,33.0,,,53.0,,,,,3.0,,,,,,,,,,,,,,,,
100,indy-node,https://github.com/hyperledger-indy/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,False,hyperledger/indy-node,,https://github.com/hyperledger-indy/indy-node,Apache-2.0,2016-12-21 05:45:04,2026-05-11 17:10:09.000000,2025-02-24 16:33:21,4946.0,,645.0,61.0,1847.0,39.0,60.0,707.0,2024-02-09 14:17:29,1.13.2,2234.0,26.0,37.0,,,111.0,,,,,2.0,,,,,,,hyperledger-indy/indy-node,,,,,,,,,
101,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,False,TBD54566975/dwn-sdk-js,,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,99.0,18.0,546.0,42.0,238.0,322.0,2024-10-23 19:02:40,0.5.2,,,62.0,493.0,493.0,48.0,,,,,2.0,tbd54566975/dwn-sdk-js,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,,,decentralized-identity/dwn-sdk-js,,,,,,,,,
102,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,20,False,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,127.0,26.0,364.0,57.0,78.0,264.0,2025-02-10 16:01:17,8.5.1,,,51.0,44.0,44.0,58.0,,,,,3.0,,,,,,,,,,,,,,,,
103,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],20,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2026-05-29 15:29:43.000000,2026-05-29 15:29:09,3829.0,54.0,76.0,24.0,10.0,,,247.0,,,,,,17.0,17.0,313.0,,,,,3.0,,,,,,,,,,,,,,,,
104,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,19,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2026-06-02 07:45:20.000000,2026-06-02 07:28:14,649.0,4.0,76.0,33.0,473.0,97.0,123.0,261.0,,,,,,218.0,218.0,33.0,,,,,2.0,,,,,,,,,,,,,,,,
105,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],19,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,157.0,1.0,2046.0,388.0,1196.0,240.0,2023-05-09 10:57:15,0.3.2,,,14.0,3.0,3.0,62.0,,,,,2.0,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,,
