,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,updated_github_id,apt_id,github,github-id
54,identity-server,https://github.com/DuendeSoftware/products,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,29,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/products,https://duendesoftware.com/license,2020-10-01 08:46:31,2025-02-20 15:59:59.000000,2025-02-20 15:16:36,6729.0,294.0,363.0,41.0,969.0,19.0,293.0,1525.0,2025-01-13 17:09:39,is-7.1.0,71.0,2558.0,2558.0,330.0,,,,2.0,,,,,,,,,,,,,,,,DuendeSoftware/products,,,
55,boulder,https://github.com/letsencrypt/boulder,pki,"An ACME-based certificate authority, written in Go.",,['linux-foundation'],28,True,letsencrypt/boulder,,https://github.com/letsencrypt/boulder,MPL-2.0,2014-12-21 00:29:54,2025-02-20 17:58:24.000000,2025-02-19 22:37:22,6875.0,106.0,598.0,139.0,4880.0,196.0,2909.0,5324.0,2025-02-14 21:33:38,release-2025-02-14,100.0,,,136.0,,,18021.0,2.0,36420.0,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2025-02-12 00:33:49.843388,13.0,1996672.0,,,,,,,,,,,,
56,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,28,True,permify/permify,,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2025-02-20 07:21:46.000000,2025-02-20 07:21:40,4365.0,383.0,235.0,25.0,1772.0,44.0,211.0,5239.0,2025-02-13 19:02:58,1.3.1,100.0,4.0,4.0,64.0,,,256.0,3.0,6400.0,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,
57,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],28,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2025-02-14 08:24:00.000000,2025-02-12 15:49:50,3188.0,10.0,298.0,78.0,867.0,286.0,640.0,1789.0,2024-11-23 10:17:00,5.8.3,58.0,3.0,3.0,89.0,https://www.npmjs.com/package/solid-server,561.0,8598.0,1.0,,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1004644.0,,,,,,,,,,,,
58,yubikey-manager,https://github.com/Yubico/yubikey-manager,pki,Python library and command line tool for configuring any YubiKey over all USB interfaces.,,,28,True,Yubico/yubikey-manager,,https://github.com/Yubico/yubikey-manager,BSD-2-Clause,2016-07-04 14:23:53,2025-01-09 17:09:57.000000,2025-01-09 17:09:43,2825.0,11.0,124.0,63.0,320.0,38.0,286.0,904.0,2024-07-01 10:11:29,5.5.1,39.0,164.0,164.0,47.0,,,132212.0,2.0,14638.0,,,,,,,yubikey-manager,https://pypi.org/project/yubikey-manager,132070.0,,,,,,,,,
59,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],28,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2025-02-17 07:31:42.000000,2025-02-17 01:56:23,378.0,11.0,46.0,23.0,101.0,2.0,48.0,189.0,2025-01-28 16:11:26,4.0.6,60.0,1147.0,1147.0,22.0,https://www.npmjs.com/package/did-jwt-vc,51604.0,51604.0,1.0,,,,,,,,,,,,,,,,,,,
60,faceswap,https://github.com/deepfakes/faceswap,biometrics,Deepfakes Software For All.,,,27,True,deepfakes/faceswap,,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2024-11-19 23:13:32.000000,2024-11-19 23:12:57,1830.0,,13190.0,1534.0,526.0,29.0,844.0,53301.0,2023-06-18 18:08:19,2.2.0,4.0,,,97.0,,,6630.0,3.0,477402.0,1.0,,,,,,,,,,,,,,,,,
61,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2024-06-13 20:04:10.000000,2024-06-13 19:55:21,1214.0,,175.0,29.0,1527.0,110.0,103.0,3475.0,2024-01-13 04:08:30,0.27.3,100.0,208.0,208.0,67.0,,,23308.0,3.0,3531.0,,,,,,,oso,https://pypi.org/project/oso,23235.0,,,,,,,,,
62,jansen,https://github.com/JanssenProject/jans,idp,"An enterprise identity and access management platform-- Janssen is a distribution of standards-based, developer..",,['linux-foundation'],27,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2025-02-20 18:11:18.000000,2025-02-20 18:11:15,34778.0,269.0,81.0,32.0,6269.0,432.0,4047.0,519.0,2025-02-14 08:09:56,1.4.0,100.0,,,124.0,,,479.0,3.0,7665.0,,,,,,,,,,,,,,,,,,
63,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2025-02-19 17:42:20.000000,2025-02-18 20:30:10,9917.0,146.0,486.0,30.0,2205.0,124.0,1206.0,430.0,2025-02-03 17:59:53,1.2.2,100.0,,,152.0,,,,1.0,,,,,,,,,,,,,,,,openwallet-foundation/acapy,,,
64,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],26,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2025-02-20 15:25:42.000000,2025-01-06 05:23:39,520.0,2.0,74.0,28.0,154.0,5.0,48.0,221.0,2025-01-06 05:24:12,11.0.3,69.0,1729.0,1729.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,20282.0,20282.0,1.0,,,,,,,,,,,,,,,,,,,
65,hanko,https://github.com/teamhanko/hanko,idp,"The Complete Authentication and User Management Solution for the Passkey Era. Open Source Alternative to Clerk, Auth0,..",,,25,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2025-02-19 19:59:48.000000,2025-02-19 11:58:44,2219.0,47.0,941.0,38.0,1623.0,40.0,349.0,7584.0,2025-02-14 12:49:42,backend/v1.4.0,30.0,306.0,306.0,50.0,,,18.0,3.0,572.0,,,,,,,,,,,,,,,,,,
66,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,25,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2025-02-18 15:39:20.906277,2025-02-17 13:40:06,2034.0,42.0,198.0,29.0,533.0,55.0,98.0,5190.0,2025-02-18 15:31:39,0.8.0,48.0,,,69.0,,,6189.0,3.0,1380.0,-1.0,permitio/opal-server,https://hub.docker.com/r/permitio/opal-server,2025-02-18 15:39:20.906277,1.0,295644.0,,,,,,,,,,,,
67,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache License, Version 2.0..",,,25,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2025-02-20 00:53:11.000000,2025-02-18 01:14:46,2546.0,94.0,339.0,31.0,117.0,4.0,118.0,1582.0,2025-02-20 00:53:11,4.1.6,67.0,,,49.0,,,285.0,3.0,,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2025-02-18 01:02:26.029788,5.0,28290.0,,,,,,,,,,,,
68,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],25,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2025-02-20 17:39:37.000000,2025-02-20 17:39:37,3311.0,91.0,278.0,53.0,2587.0,28.0,248.0,918.0,2025-02-08 01:02:01,1.12.10,100.0,34.0,34.0,91.0,,,,2.0,,,,,,,,,,,,,,,,,,,
69,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,25,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-02-19 20:40:01.000000,2024-12-31 19:54:56,3793.0,37.0,125.0,46.0,1898.0,185.0,924.0,832.0,2025-02-19 20:39:44,1.21.3,77.0,,,101.0,,,68891.0,3.0,1018.0,,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2025-02-19 20:37:13.407866,30.0,7163523.0,,,,,,,,,,,,
70,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,24,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2025-02-20 08:22:14.000000,2025-02-18 16:14:12,1204.0,54.0,561.0,67.0,573.0,126.0,388.0,13852.0,2025-02-17 12:24:15,10.0.2,81.0,,,31.0,,,,3.0,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,
71,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,24,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2025-02-17 20:13:29.000000,2025-02-17 20:13:22,6664.0,151.0,314.0,424.0,4494.0,126.0,420.0,1733.0,2024-06-11 16:44:34,1.8.2,31.0,,,151.0,,,0.0,3.0,64.0,,,,,,,,,,,,,,,,,,
72,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2025-02-19 05:10:16.528738,2025-02-13 16:04:23,16104.0,53.0,342.0,51.0,7701.0,,,1199.0,,,,,,236.0,,,38867.0,3.0,,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2025-02-19 05:10:16.528738,172.0,5946780.0,,,,,,,,,,,,
73,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,24,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2025-02-20 12:40:51.000000,2025-02-18 12:06:12,1852.0,53.0,241.0,57.0,342.0,35.0,86.0,577.0,2022-01-07 16:42:38,0.5.0,6.0,,,117.0,,,1480.0,2.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2025-02-18 12:09:28.088040,,133249.0,,,,,,,,,,,,
74,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,23,True,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,223.0,13.0,131.0,531.0,787.0,17065.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3306.0,3.0,195106.0,,,,,,,,,,,,,,,,,,
75,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,FIDO2 .NET library for FIDO2 / WebAuthn Attestation and Assertion using .NET.,,,23,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-01-10 16:04:09.000000,2025-01-10 16:04:09,650.0,2.0,181.0,41.0,304.0,47.0,220.0,1230.0,2022-09-28 20:32:17,3.0.1,19.0,307.0,307.0,49.0,,,,3.0,,-1.0,,,,,,,,,,,,,,,,,
76,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],23,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2025-02-20 15:56:04.000000,2025-02-12 19:15:55,2669.0,64.0,176.0,176.0,949.0,72.0,1169.0,1210.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,81.0,,,,1.0,,,,,,,,,,,,,,,,,,,
77,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],23,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2025-02-19 16:01:41.000000,2025-02-19 16:00:32,15120.0,50.0,666.0,110.0,19.0,,,699.0,,,,158.0,158.0,742.0,,,,3.0,,,,,,,,,,,,,,,,,,,
78,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,23,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2025-02-11 23:55:03.000000,2025-02-10 08:22:22,271.0,31.0,55.0,8.0,32.0,1.0,51.0,509.0,2025-02-02 16:19:51,2.2.0,36.0,3949.0,3949.0,17.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
79,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,23,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2025-02-19 21:55:33.000000,2025-01-29 08:52:27,1888.0,6.0,131.0,23.0,825.0,65.0,392.0,455.0,2024-04-02 18:54:31,6.0.0,44.0,790.0,790.0,58.0,,,,1.0,,,,,,,,,,,,,,,,,,,
80,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,23,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2025-02-20 13:14:07.000000,2025-02-20 13:14:06,14221.0,338.0,137.0,16.0,2009.0,953.0,1995.0,396.0,2023-06-16 12:51:58,11.4.3,55.0,,,89.0,,,101.0,3.0,8864.0,,,,,,,,,,,,,,,,,,
81,iota-identity,https://github.com/iotaledger/identity.rs,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,23,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2025-02-20 17:47:15.000000,2025-02-20 14:00:08,1497.0,8.0,89.0,28.0,1154.0,90.0,269.0,310.0,2025-01-20 10:48:25,1.5.0,33.0,140.0,140.0,42.0,,,,1.0,,,,,,,,,,,,,,,,,,,
82,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],23,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2025-02-17 05:55:15.000000,2025-02-17 02:08:38,305.0,11.0,18.0,15.0,125.0,1.0,11.0,87.0,2025-01-24 11:36:29,2.0.29,40.0,1250.0,1250.0,12.0,https://www.npmjs.com/package/web-did-resolver,30476.0,30476.0,2.0,,,,,,,,,,,,,,,,,,,
83,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,22,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-02-02 15:58:38.000000,2025-02-02 15:58:38,586.0,9.0,307.0,62.0,156.0,237.0,596.0,6057.0,2020-09-02 15:57:23,2.6.1,11.0,,,67.0,,,254.0,3.0,21378.0,-1.0,,,,,,,,,,,,,,,howdy,,
84,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],22,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2025-02-19 16:41:00.000000,2025-02-18 16:19:41,1114.0,41.0,191.0,29.0,1365.0,195.0,595.0,285.0,2024-11-07 19:07:51,0.5.13,100.0,,,71.0,,,,2.0,,-1.0,,,,,,,,,,,,,,,,,
85,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,22,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2025-02-20 14:42:20.000000,2025-02-18 09:01:28,4545.0,469.0,57.0,6.0,749.0,14.0,178.0,149.0,2025-02-01 11:24:35,0.11.0,100.0,1.0,1.0,27.0,,,,2.0,,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,
86,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],22,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2025-01-31 00:40:54.000000,2025-01-31 00:40:54,803.0,6.0,47.0,15.0,235.0,27.0,87.0,75.0,2024-02-13 10:21:42,0.2.0,30.0,141.0,141.0,26.0,,,9380.0,2.0,234505.0,,,,,,,,,,,,,,,,,,
87,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],22,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2025-02-18 10:59:10.000000,2025-02-18 10:59:07,2876.0,64.0,36.0,16.0,3705.0,54.0,101.0,72.0,2024-11-14 15:51:25,2.3.0,32.0,927.0,927.0,25.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,,
88,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,285.0,391.0,25.0,1.0,143.0,27644.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,28578.0,3.0,1257470.0,,,,,,,,,,,,,,,,,,
89,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,21,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-01-14 19:48:50.000000,2025-01-14 19:47:39,643.0,4.0,293.0,62.0,235.0,5.0,130.0,3970.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,
90,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,21,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2025-01-29 21:49:15.000000,2025-01-24 19:38:21,4053.0,2.0,761.0,250.0,345.0,63.0,210.0,2859.0,2015-09-29 22:50:55,1.1.0,4.0,,,58.0,,,855.0,3.0,115432.0,,,,,,,,,,,,,,,,,,
91,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],21,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,102.0,18.0,545.0,42.0,238.0,325.0,2024-10-23 19:02:40,0.5.2,62.0,479.0,479.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,1.0,,,,,,,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,
92,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],21,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2025-02-17 19:37:20.000000,2025-02-17 02:49:37,399.0,2.0,42.0,23.0,132.0,3.0,18.0,219.0,2023-03-08 14:05:37,4.1.0,24.0,7014.0,7014.0,24.0,,,,2.0,,,,,,,,,,,,,,,,,,,
93,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,21,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,9.0,117.0,27.0,361.0,48.0,75.0,211.0,2025-02-10 16:01:17,8.5.1,51.0,37.0,37.0,56.0,,,,3.0,,,,,,,,,,,,,,,,,,,
94,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4688.0,560.0,122.0,509.0,621.0,13947.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
95,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-02-20 15:56:15.000000,2025-02-20 15:56:15,4939.0,12.0,658.0,65.0,1817.0,38.0,60.0,693.0,2024-02-09 14:17:29,1.13.2,37.0,,,109.0,,,11.0,2.0,775.0,,,,,,,,,,,,,,,,,,
96,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,20,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2025-02-17 17:27:41.000000,2025-02-17 17:26:42,957.0,17.0,59.0,12.0,325.0,6.0,111.0,677.0,,,,1010.0,1010.0,35.0,,,,3.0,,,,,,,,,,,,,,,,,,,
97,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,20,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2025-02-16 06:57:59.000000,2025-02-16 06:57:56,162.0,22.0,39.0,3.0,59.0,,42.0,326.0,2025-02-16 06:44:03,4.0.0,22.0,64.0,64.0,11.0,,,,3.0,,3.0,,,,,,,,,,,,,,,,,
98,aries-framework-go,https://github.com/hyperledger-archives/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger-archives/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,159.0,20.0,2046.0,388.0,1196.0,238.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,,,,,,hyperledger-archives/aries-framework-go,,,
99,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],20,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-12-11 23:50:38.000000,2024-10-03 18:09:33,367.0,,56.0,13.0,399.0,49.0,108.0,209.0,2024-10-03 18:13:37,0.0.1-beta,5.0,57.0,57.0,23.0,,,,2.0,,,,,,,,,,,,,,,,,,,
100,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2025-02-04 15:00:50.000000,2025-02-04 14:58:00,524.0,12.0,33.0,4.0,252.0,7.0,39.0,63.0,2025-02-04 15:00:50,1.27.1,90.0,235.0,235.0,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,
101,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,False,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,,294.0,95.0,43.0,28.0,24.0,2858.0,,,,,,26.0,,,1429.0,3.0,,,,,,,,pyja3,https://pypi.org/project/pyja3,1429.0,,,,,,,,,
102,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],19,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2025-01-02 14:11:53.000000,2025-01-02 14:11:52,162.0,9.0,222.0,63.0,107.0,3.0,58.0,2400.0,2024-03-06 13:35:30,1.3.0,41.0,,,54.0,,,,3.0,,,,,,,,,,,,,,,,,,,
103,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2024-11-28 00:10:31.000000,2024-11-26 00:53:33,411.0,2.0,737.0,98.0,344.0,176.0,362.0,1819.0,2024-11-26 01:35:07,1.7.6,32.0,,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,
104,sidetree,https://github.com/decentralized-identity/sidetree,specs,Sidetree Specification and Reference Implementation.,,['dif'],19,False,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2024-12-12 16:15:38.000000,2023-04-04 19:14:54,1149.0,,107.0,40.0,684.0,37.0,441.0,438.0,2021-03-09 22:06:35,1.0.2,12.0,,,47.0,,,,1.0,,,,,,,,,,,,,,,,,,,
105,aries-rfcs,https://github.com/decentralized-identity/aries-rfcs,specs,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],19,True,hyperledger/aries-rfcs,,https://github.com/decentralized-identity/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2025-02-17 12:19:38.000000,2025-01-31 17:38:02,2398.0,17.0,213.0,54.0,638.0,56.0,175.0,329.0,,,,,,93.0,,,,1.0,,,,,,,,,,,,,,,,decentralized-identity/aries-rfcs,,,
106,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,19,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2025-02-07 12:11:57.000000,2025-02-07 12:11:50,619.0,14.0,61.0,34.0,439.0,75.0,117.0,200.0,,,,163.0,163.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,
