,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,maven_id,maven_url,helm_id,gem_url,brew_id,apt_id,github,github-id
54,ockam,https://github.com/build-trust/ockam,machine,"Orchestrate end-to-end encryption, cryptographic identities, mutual authentication, and authorization policies between..",,,28,True,build-trust/ockam,,https://github.com/build-trust/ockam,Apache-2.0,2018-11-30 18:57:01,2025-10-09 18:19:36.000000,2025-09-17 15:11:56,9719.0,2.0,557.0,54.0,7287.0,,1780.0,4570.0,2025-06-30 22:09:21,ockam_v0.157.0,100.0,188.0,188.0,318.0,,,358.0,3.0,-2.0,14709.0,,,,,,,,,,,,,,build-trust/ockam/ockam,,,
55,jansen,https://github.com/JanssenProject/jans,idp,"The Janssen Project is a home for open source IAM components, featuring Auth Server (OAuth/OpenID), Agama low-code..",,['linux-foundation'],28,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2025-10-09 15:52:52.000000,2025-10-09 09:22:11,35301.0,195.0,96.0,30.0,7073.0,403.0,4677.0,582.0,2025-09-30 09:38:57,1.12.0,100.0,8.0,8.0,129.0,,,502.0,3.0,,12063.0,,,,,,,,,,,,,,,,,
56,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2025-10-06 04:50:10.000000,2025-10-06 00:40:41,538.0,13.0,75.0,26.0,157.0,5.0,48.0,229.0,2025-08-10 14:02:43,11.0.5,71.0,1832.0,1832.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,21516.0,21516.0,1.0,,,,,,,,,,,,,,,,,,,
57,faceswap,https://github.com/deepfakes/faceswap,biometrics,Deepfakes Software For All.,,,27,True,deepfakes/faceswap,,https://github.com/deepfakes/faceswap,GPL-3.0,2017-12-19 09:44:13,2025-09-18 13:22:25.000000,2025-09-18 13:22:18,1840.0,3.0,13273.0,1534.0,527.0,34.0,850.0,54558.0,2023-06-18 18:08:19,2.2.0,4.0,,,98.0,,,634.0,3.0,,50785.0,,,,,,,,,,,,,,,,,
58,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,27,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3806.0,346.0,113.0,452.0,393.0,17567.0,2020-03-22 14:01:55,0.22.2,38.0,,,25.0,https://www.npmjs.com/package/face-api.js,207277.0,207277.0,3.0,,,,,,,,,,,,,,,,,,,
59,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2025-10-09 13:12:12.000000,2025-10-09 13:12:09,5202.0,443.0,261.0,26.0,2189.0,50.0,276.0,5597.0,2025-09-09 11:40:04,1.4.4,100.0,4.0,4.0,67.0,,,329.0,3.0,,9557.0,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,
60,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,181.0,26.0,1529.0,110.0,104.0,3490.0,2024-01-13 04:08:30,0.27.3,100.0,213.0,213.0,68.0,,,28085.0,3.0,,3593.0,,,,,,oso,https://pypi.org/project/oso,28021.0,,,,,,,,,
61,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,27,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2025-10-08 20:46:05.000000,2025-10-08 20:46:05,7090.0,168.0,316.0,420.0,4700.0,102.0,448.0,1759.0,2024-06-11 16:44:34,1.8.2,31.0,43.0,43.0,156.0,,,0.0,2.0,,64.0,,,,,,,,,,,,,,,,,
62,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2025-10-09 16:46:20.000000,2025-10-08 21:50:37,3556.0,108.0,289.0,51.0,2784.0,29.0,260.0,965.0,2025-10-08 21:46:22,1.12.27,100.0,367.0,367.0,100.0,,,,2.0,,,,,,,,,,,,,,,,,,,
63,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2025-10-06 19:03:54.000000,2025-09-07 23:27:13,402.0,5.0,46.0,20.0,103.0,4.0,49.0,204.0,2025-08-26 05:57:14,4.0.16,70.0,1313.0,1313.0,22.0,https://www.npmjs.com/package/did-jwt-vc,71052.0,71052.0,1.0,-1.0,,,,,,,,,,,,,,,,,,
64,hanko,https://github.com/teamhanko/hanko,idp,"Privacy-first authentication and user management for B2C and B2B. Open source alternative to Auth0, Cognito, Clerk,..",,,26,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2025-10-09 12:23:29.000000,2025-09-02 14:18:13,2289.0,14.0,967.0,40.0,1801.0,34.0,370.0,8442.0,2025-08-28 07:35:18,backend/v2.1.1,35.0,329.0,329.0,51.0,,,21.0,3.0,,842.0,,,,,,,,,,,,,,,,,
65,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,"Passkeys, FIDO2 and WebAuhtn .NET library.",,,26,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-09-05 08:25:29.000000,2025-09-04 07:51:02,678.0,23.0,192.0,41.0,334.0,30.0,243.0,1347.0,2025-08-29 13:12:19,4.0.0,21.0,349.0,349.0,51.0,,,,2.0,,,,,,,,,,,,,,,,,,,
66,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,26,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2025-09-30 23:28:42.000000,2025-09-30 23:28:37,560.0,15.0,178.0,33.0,144.0,,107.0,989.0,2025-09-04 23:18:52,2.7.0,36.0,,,31.0,,,931216.0,2.0,,,,,,,,webauthn,https://pypi.org/project/webauthn,931216.0,,,,,,,,,
67,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2025-10-09 16:06:03.000000,2025-10-09 15:31:11,10182.0,78.0,497.0,25.0,2490.0,143.0,1267.0,463.0,2025-08-26 19:35:08,1.3.2,100.0,,,162.0,,,,1.0,,,,,,,,,,,openwallet-foundation/acapy,,,,,,,,
68,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],25,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2025-04-17 17:54:55.000000,2025-04-17 17:54:55,3211.0,,298.0,75.0,876.0,288.0,642.0,1790.0,2025-02-21 20:25:35,5.8.5,59.0,3.0,3.0,89.0,https://www.npmjs.com/package/solid-server,1307.0,8864.0,1.0,,,nodesolidserver/node-solid-server,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1005104.0,,,,,,,,,,,,
69,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache-2.0 is free IAM-..",,,25,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2025-10-08 05:12:42.000000,2025-10-08 05:12:34,2648.0,58.0,373.0,29.0,117.0,2.0,130.0,1782.0,2025-08-01 01:01:24,4.1.8,69.0,,,57.0,,,338.0,3.0,,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2025-08-05 02:02:03.620145,5.0,36190.0,,,,,,,,,,,,
70,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,25,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-09-24 21:12:41.000000,2025-08-20 20:52:34,3891.0,16.0,130.0,45.0,1907.0,137.0,972.0,890.0,2025-09-24 21:09:35,1.22.3,82.0,,,104.0,,,67338.0,3.0,,1366.0,cyberark/conjur,https://hub.docker.com/r/cyberark/conjur,2025-09-24 20:20:38.813778,29.0,7540320.0,,,,,,,,,,,,
71,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2025-10-08 01:03:13.000000,2025-09-23 18:52:35,1912.0,12.0,131.0,23.0,851.0,65.0,392.0,501.0,2024-04-02 18:54:31,6.0.0,44.0,885.0,885.0,59.0,,,,1.0,,,,,,,,,,,,,,,,,,,
72,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,24,True,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,708.0,56.0,131.0,531.0,786.0,18651.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3234.0,3.0,,216690.0,,,,,,,,,,,,,,,,,
73,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2025-10-08 07:30:04.000000,2025-10-08 07:29:28,16254.0,45.0,343.0,48.0,7981.0,,,1311.0,,,,,,241.0,,,38132.0,3.0,1.0,,freeipa/freeipa-server,https://hub.docker.com/r/freeipa/freeipa-server,2025-10-08 05:41:42.240890,177.0,6139300.0,,,,,,,,,,,,
74,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,24,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2025-10-09 14:40:49.000000,2025-10-06 10:20:59,2011.0,92.0,260.0,56.0,388.0,34.0,89.0,612.0,2022-01-07 16:42:38,0.5.0,6.0,,,127.0,,,1463.0,2.0,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2025-10-06 10:37:18.299917,,143421.0,,,,,,,,,,,,
75,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],24,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2025-10-09 16:29:25.000000,2025-10-09 16:26:32,2080.0,63.0,162.0,26.0,1369.0,32.0,262.0,179.0,2025-10-09 16:28:48,2.8.0,33.0,5.0,5.0,62.0,,,,1.0,,,,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,,,
76,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,23,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2025-10-09 11:24:34.000000,2025-09-01 07:11:10,1338.0,22.0,620.0,66.0,638.0,128.0,398.0,14605.0,2025-07-30 09:21:09,11.0.5,91.0,,,32.0,,,,3.0,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,
77,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,23,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2025-10-09 12:49:15.000000,2025-10-01 15:18:07,1704.0,21.0,94.0,25.0,1284.0,97.0,319.0,335.0,2025-09-25 12:15:55,wasm-v1.6.0-beta.10,47.0,150.0,150.0,44.0,,,,1.0,,,,,,,,,,,iotaledger/identity,,,,,,,,
78,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2025-10-09 18:03:28.000000,2025-10-09 16:35:30,1222.0,55.0,217.0,26.0,1546.0,226.0,622.0,317.0,2025-09-02 11:27:35,0.5.17,100.0,,,81.0,,,,1.0,,,,,,,,,,,,,,,,,,,
79,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,23,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2025-10-09 18:29:52.000000,2025-10-09 14:22:18,10993.0,591.0,87.0,7.0,988.0,4.0,268.0,219.0,2025-07-22 15:14:36,0.15.1,100.0,,,36.0,,,,1.0,,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,,,,
80,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],23,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2025-10-01 19:00:05.000000,2025-10-01 18:47:30,810.0,5.0,56.0,12.0,245.0,31.0,89.0,81.0,2025-10-01 19:00:05,0.2.2,32.0,74.0,74.0,27.0,,,9200.0,1.0,,303623.0,,,,,,,,,,,,,,,,,
81,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,22,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2025-10-09 16:13:51.000000,2025-10-08 23:14:33,4077.0,9.0,781.0,241.0,364.0,64.0,210.0,2889.0,2015-09-29 22:50:55,1.1.0,4.0,,,60.0,,,857.0,3.0,,122677.0,,,,,,,,,,,,,,,,,
82,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2025-10-03 16:22:35.000000,2025-10-03 16:05:13,15240.0,20.0,672.0,108.0,19.0,,,706.0,,,,181.0,181.0,755.0,,,,3.0,,,,,,,,,,,,,,,,,,,
83,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2025-10-06 18:34:19.000000,2025-09-08 00:39:27,412.0,6.0,43.0,21.0,132.0,3.0,18.0,226.0,2023-03-08 14:05:37,4.1.0,24.0,7571.0,7571.0,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,
84,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],22,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2025-10-06 05:40:16.000000,2025-10-06 02:03:26,343.0,16.0,20.0,13.0,125.0,1.0,11.0,95.0,2025-03-29 02:34:05,2.0.30,41.0,1377.0,1377.0,12.0,https://www.npmjs.com/package/web-did-resolver,36914.0,36914.0,2.0,,,,,,,,,,,,,,,,,,,
85,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],22,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2025-10-06 23:02:16.000000,2025-10-06 22:53:15,3065.0,58.0,39.0,11.0,3931.0,54.0,103.0,76.0,2025-07-07 22:33:55,3.1.0,37.0,983.0,983.0,26.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,,
86,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,918.0,431.0,25.0,1.0,130.0,29851.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,28753.0,3.0,,1495204.0,,,,,,,,,,,,,,,,,
87,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-07-29 10:07:27.000000,2025-06-22 10:19:45,592.0,,338.0,64.0,162.0,272.0,607.0,6758.0,2020-09-02 15:57:23,2.6.1,11.0,,,69.0,,,288.0,3.0,,26508.0,,,,,,,,,,,,,,,howdy,,
88,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],21,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2025-09-03 19:05:34.000000,2025-08-13 18:09:46,2741.0,5.0,222.0,180.0,974.0,69.0,1218.0,1303.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,82.0,,,,1.0,,,,,,,,,,,,,,,,,,,
89,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,21,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2025-10-09 14:48:21.000000,2025-10-09 14:48:21,14617.0,42.0,143.0,15.0,2179.0,97.0,2906.0,443.0,2023-06-16 12:51:58,11.4.3,55.0,,,93.0,,,104.0,3.0,,9941.0,,,,,,,,,,,,,,,,,
90,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4694.0,557.0,123.0,510.0,622.0,14201.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
91,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-03-13 00:50:41.000000,2025-01-14 19:47:39,643.0,,311.0,60.0,237.0,4.0,132.0,4200.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,41.0,,,,3.0,,,,,,,,,,,,,,,,,,,
92,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],20,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2025-08-07 12:16:06.000000,2025-08-07 12:16:06,1323.0,15.0,306.0,87.0,540.0,31.0,175.0,3202.0,2021-06-23 10:02:43,ctap2.0,1.0,,,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,
93,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],20,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2025-09-29 23:07:10.000000,2025-04-22 20:11:48,414.0,,781.0,94.0,358.0,182.0,364.0,1926.0,2025-04-23 13:34:24,2.0.0,33.0,,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,
94,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,20,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2025-08-25 21:02:41.000000,2025-08-11 13:26:58,295.0,11.0,60.0,299.0,36.0,,53.0,791.0,2023-01-31 02:32:05,2.1.1,52.0,29.0,29.0,15.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,,
95,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-10-06 21:10:17.000000,2025-02-24 16:33:21,4946.0,,657.0,62.0,1828.0,39.0,60.0,696.0,2024-02-09 14:17:29,1.13.2,37.0,,,111.0,,,25.0,2.0,,1959.0,,,,,,,,,,,,,,,,,
96,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,20,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2025-07-28 19:27:56.000000,2025-07-28 19:27:49,287.0,2.0,58.0,7.0,35.0,1.0,59.0,558.0,2025-06-29 14:25:26,2.3.1,38.0,5392.0,5392.0,20.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
97,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,98.0,18.0,545.0,42.0,238.0,325.0,2024-10-23 19:02:40,0.5.2,62.0,487.0,487.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,,,,,,
98,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,161.0,17.0,2046.0,388.0,1196.0,238.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,,
99,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2025-10-08 10:35:49.000000,2025-10-07 17:41:38,564.0,21.0,40.0,4.0,304.0,6.0,39.0,68.0,2025-10-07 17:41:57,1.35.9,100.0,261.0,261.0,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,
100,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,,304.0,92.0,43.0,28.0,24.0,3007.0,,,,1.0,1.0,27.0,,,3222.0,3.0,,,,,,,,pyja3,https://pypi.org/project/pyja3,3222.0,,,,,,,,,
101,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,19,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,127.0,25.0,363.0,54.0,77.0,245.0,2025-02-10 16:01:17,8.5.1,51.0,38.0,38.0,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,
102,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,19,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2025-08-21 15:48:58.000000,2025-06-17 17:35:57,66.0,,26.0,6.0,24.0,15.0,22.0,233.0,2025-06-17 17:32:08,1.3.0.1,3.0,19.0,19.0,4.0,,,4485.0,3.0,,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,4485.0,,,,,,,,,
103,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,19,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2025-10-07 00:04:57.000000,2025-10-07 00:04:57,3170.0,93.0,61.0,10.0,747.0,185.0,131.0,68.0,,,1.0,58.0,58.0,31.0,,,,2.0,,,,,,,,,,,,,,,,,,,
104,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2025-03-10 20:57:13.000000,2025-03-10 20:57:13,343.0,,924.0,247.0,255.0,211.0,555.0,3124.0,,,,,,49.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
105,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2025-03-12 16:19:08.000000,2025-03-12 16:19:03,164.0,,220.0,62.0,107.0,2.0,59.0,2443.0,2024-03-06 13:35:30,1.3.0,41.0,,,54.0,,,,3.0,,,,,,,,,,,,,,,,,,,
106,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,False,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,164.0,84.0,184.0,73.0,69.0,1237.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,,
