,name,homepage,category,description,resource,labels,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,projectrank_placing,dependent_project_count,github_dependent_project_count,pypi_id,pypi_url,pypi_monthly_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_pulls,dockerhub_stars,trending,maven_id,maven_url,gem_url,helm_id,brew_id,github,apt_id,github-id
89,web5-js,{},ssi-sdks,,,['web5'],4,False,TBD54566975/web5-js,,,,,,,,,,,,,,,,,,,32.0,3.0,73.0,73.0,,,,,web5/api,https://www.npmjs.com/package/web5/api,,,,,,,,,,,,,,,
90,digitalbazaar-vc,{},ssi-sdks,,,,4,False,digitalbazaar/vc,,,,,,,,,,,,,,,,,,,16.0,3.0,655.0,655.0,,,,,,,,,,,,,,,,,,,,,
91,keripy,{},ssi-sdks,,,,4,False,weboftrust/keripy,,,,,,,,,,,,,,,,,,,39.0,3.0,81.0,81.0,,,,,,,,,,,,,,,,,,,,,
92,authgear,{},idp,,,,4,False,authgear/authgear-server,,Apache-2.0,,,,,,,,,,,,,,,,,50.0,3.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,
93,aip-identity,{},dids,"Decentralized identity and trust layer for AI agents using Ed25519-based DIDs, vouch-based trust chains, and encrypted..",,,4,False,The-Nexus-Guard/aip,,MIT,,,,,,,,,,,,,,,171.0,,,3.0,,,aip-identity,https://pypi.org/project/aip-identity,171.0,,,,,,,,,,1.0,,,,,,,,
94,ory-hydra,{},authentication,"Scalable, security first OAuth 2.0 and OpenID Connect server.",,['ory'],3,False,ory/hydra,,,,2026-03-20 13:22:55.749711,,,,,,,,,78.0,,,,,,326.0,3.0,,,,,,,,,,oryd/hydra,https://hub.docker.com/r/oryd/hydra,2026-03-20 13:22:55.749711,431132986.0,78.0,,,,,https://k8s.ory.sh/helm/charts,,,,
95,wso2-identity-server,{},idp,WSO2 Identity Server.,,,3,False,wso2/product-is,,,,2026-06-02 07:04:46.132226,,,,,,,,,40.0,,,,,,756.0,3.0,,,,,,,,,,wso2/wso2is,https://hub.docker.com/r/wso2/wso2is,2026-06-02 07:04:46.132226,2070856.0,40.0,,,,,,,,,
96,boulder,{},pki,,,['linux-foundation'],3,False,letsencrypt/boulder,,,,2026-09-01 20:57:40.656231,,,,,,,,,13.0,,,,,,151.0,3.0,,,,,,,,,,letsencrypt/boulder-tools,https://hub.docker.com/r/letsencrypt/boulder-tools,2026-09-01 20:57:40.656231,2084824.0,13.0,,,,,,,,,
97,identity-server,{},authentication,,,,3,False,duendesoftware/identityserver,,https://duendesoftware.com/license,,,,,,,,,,,,,,,,,341.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
98,cerbos,{},authorization,,,,3,False,cerbos/cerbos,,,,,,,,,,,,,,,,,,,35.0,3.0,36.0,36.0,,,,,,,,ghcr.io/cerbos/cerbos,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,
99,keycloak,{},idp,,,['cncf'],3,False,keycloak/keycloak,,,,,,,,,,,,,,,,,,,1924.0,3.0,,,,,,,,,,quay.io/keycloak/keycloak,https://hub.docker.com/r/quay.io/keycloak/keycloak,,,,,,,,,,,,
100,authentik,{},idp,,,,3,False,goauthentik/authentik,,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,,,,,,,,,,,,,,,,,622.0,3.0,,,,,,,,,,,,,,,,,,,https://charts.goauthentik.io,,,,
101,verity-sdk,{},ssi-sdks,,,,3,False,evernym/verity-sdk,,,,,,,,,,,,,,,,,,,39.0,3.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,
102,aries-mobile-agent-react-native,{},ssi-agents,,,['hyperledger'],3,False,hyperledger/aries-mobile-agent-react-native,,,,,,,,,,,,,,,,,,,66.0,3.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,
103,did-key.rs,{},dids,,,['dif'],3,False,decentralized-identity/did-key.rs,,,,,,,,,,,,,,,,,,,11.0,3.0,104.0,104.0,,,,,,,,,,,,,,,,,,,,,
104,ejbca-ce,{},pki,EJBCA Open source public key infrastructure (PKI) and certificate authority (CA) software.,,,2,False,Keyfactor/ejbca,,,,2026-09-15 16:50:34.290569,,,,,,,,,64.0,,,,,,,3.0,,,,,,,,,,keyfactor/ejbca-ce,https://hub.docker.com/r/keyfactor/ejbca-ce,2026-09-15 16:50:34.290569,828694.0,64.0,,,,,,,,,
105,cfssl,{},pki,CloudFlares PKI toolkit.,,,2,False,cloudfare/cfssl,,,,2026-09-23 18:27:21.390906,,,,,,,,,26.0,,,,,,,3.0,,,,,,,,,,cfssl/cfssl,https://hub.docker.com/r/cfssl/cfssl,2026-09-23 18:27:21.390906,4738441.0,26.0,1.0,,,,,,,,
106,permify,{},authorization,,,,2,False,permify/permify,,,,,,,,,,,,,,,,,,,80.0,3.0,5.0,5.0,,,,,,,,ghcr.io/permify/permify,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,
107,zitadel,{},idp,,,,2,False,zitadel/zitadel,,,,,,,,,,,,,,,,,,,261.0,3.0,1.0,1.0,,,,,,,,ghcr.io/zitadel/zitadel,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,,https://charts.zitadel.com,,,,
108,authelia,{},idp,,,,2,False,authelia/authelia,,,,,,,,,,,,,,,,,,,305.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
109,spire,{},machine,,,"['cncf', 'linux-foundation']",2,False,spiffe/spire,,,,,,,,,,,,,,,,,,,286.0,3.0,,,,,,,,,,ghcr.io/spiffe/spire-server,https://hub.docker.com/r/ghcr.io/spiffe/spire-server,,,,-4.0,,,,,,,,
110,crypto,{},pki,"Library providing privacy enhancing cryptographic primitives, ZKPs, BBS+ and BBS# signatures.",,,2,False,docknetwork/crypto,,,,,,,,,,,,,,,,,,,7.0,3.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,
111,aries-python,{},ssi-sdks,,,['hyperledger'],2,False,hyperledger/aries-cloudagent-python,,,,,,,,,,,,,,,,,,,171.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
112,universal-resolver,{},dids,The Universal Resolver resolves Decentralized Identifiers (DIDs) across many different DID methods.,,,2,False,decentralized-identity/universal-resolver,,,,2026-09-21 07:57:14.649698,,,,,,,,,,,,,,,136.0,3.0,,,,,,,,,,universalresolver/uni-resolver-web,https://hub.docker.com/r/universalresolver/uni-resolver-web,2026-09-21 07:57:14.649698,170151.0,,,,,,,,,,
113,barbican,{},pki,,,['openstack'],2,False,openstack/barbican,,,,,,,,,,,,,,,,,,,316.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
114,beyond,{},machine,Google BeyondCorp-inspired Access Proxy.,,,2,False,cogolabs/beyond,,Apache-2.0,,2021-03-16 02:43:33.655703,,,,,,,,,,,,,,,6.0,3.0,,,,,,,,,,cogolabs/beyond,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,18188.0,,,,,,,,,,
115,supertokens,{},idp,,,,2,False,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,,,,,,,,,,,,,,,,,42.0,3.0,,,,,,,,,,registry.supertokens.io/supertokens/supertokens-postgresql,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,
116,did-spec-registries,{},dids,,,,2,False,w3c/did-spec-registries,,,,,,,,,,,,,,,,,,,283.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
117,webauthn,{},specs,,,['w3c'],2,False,w3c/webauthn,,W3C,,,,,,,,,,,,,,,,,84.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
118,vc-data-model,{},specs,,,['w3c'],2,False,w3c/vc-data-model,,W3C,,,,,,,,,,,,,,,,,81.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
119,did-core,{},specs,,,['w3c'],2,False,w3c/did-core,,W3C,,,,,,,,,,,,,,,,,71.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
120,universal-wallet-interop-spec,{},specs,,,['w3c'],2,False,w3c-ccg/universal-wallet-interop-spec,,W3C,,,,,,,,,,,,,,,,,10.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
121,procivis-one-wallet,{},ssi-agents,"Digital wallet with eIDAS 2.0 compliancy, ISO 18013-5 mdocs, IETF SD-JWT VC, OID4VC, and W3C VCs.",,['w3c'],2,False,procivis/one-wallet,,Apache-2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
122,procivis-one-core,,ssi-sdks,"Issue, hold and verify digital identities and credentials on any device with eIDAS 2.0 compliancy, ISO 18013-5 mdocs,..",,['w3c'],2,False,,,Apache-2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,procivis/one-core,,
123,maxkey,{},idp,maxkey-.,,,1,False,dromara/MaxKey,,,,2026-06-30 01:47:11.347464,,,,,,,,,5.0,,,,,,61.0,3.0,,,,,,,,,,maxkeytop/maxkey,https://hub.docker.com/r/maxkeytop/maxkey,2026-06-30 01:47:11.347464,54807.0,5.0,,,,,,,,,
124,pyMDOC-CBOR,{},ssi-sdks,,,,1,False,IdentityPython/pyMDOC-CBOR,,,,,,,,,,,,,,,,,,,11.0,3.0,3.0,3.0,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,,,,,,,,,,,
125,ladon,{},authorization,,,['ory'],1,False,ory/ladon,,,,,,,,,,,,,,,,,,,54.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
126,warrant,{},authorization,,,,1,False,warrant-dev/warrant,,,,,,,,,,,,,,,,,,,5.0,3.0,6.0,6.0,,,,,,,,warrantdev/warrant,https://hub.docker.com/r/warrantdev/warrant,,,,,,,,,,,,
127,jansen,{},idp,,,['linux-foundation'],1,False,janssenproject/jans,,,,,,,,,,,,,,,,,,,145.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
128,spiffe,{},machine,,,"['cncf', 'linux-foundation']",1,False,spiffe/spiffe,,,,,,,,,,,,,,,,,,,77.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
129,waltid-identity,{},ssi-sdks,,,,1,False,walt-id/waltid-identity,,,,,,,,,,,,,,,,,,,52.0,3.0,,,,,,,,,,waltid/identity,https://hub.docker.com/r/waltid/identity,,,,,,,,,,,,
130,cf-identity-wallet,{},ssi-agents,,,,1,False,cardano-foundation/cf-identity-wallet,,,,,,,,,,,,,,,,,,,22.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
131,sphereon-ssi,{},ssi-sdks,,,,1,False,sphereon-opensource/ssi-sdk,,,,,,,,,,,,,,,,,,,21.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
132,sphereon-openid4vci,{},ssi-sdks,,,,1,False,sphereon-opensource/openid4vci,,,,,,,,,,,,,,,,,,,22.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
133,sphereon-pex,{},ssi-sdks,,,,1,False,sphereon-opensource/pex,,,,,,,,,,,,,,,,,,,21.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
134,trinsic-sdk,{},ssi-sdks,,,,1,False,trinsic-id/sdk,,,,,,,,,,,,,,,,,,,12.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,
135,polygon-issuer,{},ssi-agents,,,,1,False,0xPolygonID/issuer-node,,,,,,,,,,,,,,,,,,,31.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
136,indy-node,{},ssi-sdks,,,['hyperledger'],1,False,hyperledger/indy-node,,,,,,,,,,,,,,,,,,,111.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
137,aries-rfcs,{},specs,,,['hyperledger'],1,False,hyperledger/aries-rfcs,,,,,,,,,,,,,,,,,,,95.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
138,credo-ts,{},ssi-sdks,,,['openwallet-foundation'],1,False,openwallet-foundation/credo-ts,,,,,,,,,,,,,,,,,,,95.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
139,dogtagpki,{},pki,,,,1,False,dogtagpki/pki,,,,,,,,,,,,,,,,,,,103.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
140,solid-project,{},specs,,,['solid'],1,False,solid/solid,,,,,,,,,,,,,,,,,,,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
141,solid-specification,{},specs,,,['solid'],1,False,solid/specification,,,,,,,,,,,,,,,,,,,31.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
142,ion,{},dids,,,,1,False,decentralized-identity/ion,,,,,,,,,,,,,,,,,,,32.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
143,sidetree,{},specs,,,['dif'],1,False,decentralized-identity/sidetree,,,,,,,,,,,,,,,,,,,47.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
144,identity-credential,{},specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],1,False,wicg/identity-credential,,,,,,,,,,,,,,,,,,,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
145,presentation-exchange,{},specs,,,['dif'],1,False,decentralized-identity/presentation-exchange,,,,,,,,,,,,,,,,,,,40.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
146,appauth-android,{},authentication,,,['openid'],1,False,openid/appauth-android,,,,,,,,,,,,,,,,,,,51.0,3.0,,,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,
147,appauth-ios,{},authentication,,,['openid'],1,False,openid/appauth-ios,,,,,,,,,,,,,,,,,,,54.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
148,vc-api,{},specs,,,['w3c'],1,False,w3c-ccg/vs-api,,W3C,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
149,facenet,{},biometrics,,,,1,False,davidsandberg/facenet,,,,,,,,,,,,,,,,,,,36.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
150,howdy,{},authentication,,,,1,False,boltgolt/howdy,,,,,,,,,,,,,,,,,,,69.0,3.0,,,,,,,,,,,,,,,,,,,,,,howdy,
151,openbr,{},biometrics,,,,1,False,biometrics/openbr,,,,,,,,,,,,,,,,,,,60.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
152,faceswap,{},biometrics,,,,1,False,deepfakes/faceswap,,,,,,,,,,,,,,,,,,,98.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
153,fedfm,{},specs,,,['w3c'],1,False,fedidcg/FedCM,,,,,,,,,,,,,,,,,,,43.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
154,selective-disclosure-jwt,{},specs,,,,1,False,oauth-wg/oauth-selective-disclosure-jwt,,,,,,,,,,,,,,,,,,,27.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
155,webauthn-ruby,{},authentication,,,,1,False,cedarcode/webauthn-ruby,,,,,,,,,,,,,,,,,,,42.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
156,webauthn4j,{},authentication,,,,1,False,webauthn4j/webauthn4j,,,,,,,,,,,,,,,,,,,41.0,3.0,,,,,,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,
157,opensk,{},authentication,,,['cncf'],1,False,google/OpenSK,,,,,,,,,,,,,,,,,,,26.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
158,libfido2,{},authentication,,,,1,False,yubico/libfido2,,,,,,,,,,,,,,,,,,,72.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
159,sphereon-ssi-mobile-wallet,{},ssi-agents,,,,0,False,sphereon-opensource/ssi-mobile-wallet,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,
160,talao-altme,{},ssi-agents,,,,0,False,talaodao/altme,,,,,,,,,,,,,,,,,,,5.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
161,universal-registrar,{},dids,,,,0,False,decentralized-identity/universal-registrar,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,
162,did-webs,{},dids,,,,0,False,trustoverip/tswg-did-method-webs-specification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,web-access-control,{},specs,,,['solid'],0,False,solid/web-access-control-spec,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,
164,ion-tools,{},dids,,,,0,False,decentralized-identity/ion-tools,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
165,did-key.js,{},dids,,,,0,False,transmute-industries/did-key.js,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,
166,sidetree.js,{},dids,,,,0,False,transmute-industries/sidetree.js,,,,,,,,,,,,,,,,,,,14.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
167,decentralized-web-node,{},specs,,,"['dif', 'web5']",0,False,decentralized-identity/decentralize-web-node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,didcomm-messaging,{},specs,,,['dif'],0,False,decentralized-identity/didcomm-messagging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,appauth-js,{},authentication,,,['openid'],0,False,openid/appauth-js,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,
170,entra-verifiedid-wallet-library-android,{},ssi-sdks,,,,0,False,microsoft/entra-verifiedid-wallet-library-android,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,
171,entra-verifiedid-wallet-library-ios,{},ssi-sdks,,,,0,False,microsoft/entra-verifiedid-wallet-library-ios,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,
172,deepfacelive,{},biometrics,,,,0,False,iperov/DeepFaceLive,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,
173,vlei,{},specs,,,,0,False,weboftrust/vlei,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,
174,bbs-signature,{},specs,,,['dif'],0,False,decentralized-identity/bbs-signature,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,
175,anoncreds,{},specs,,,['hyperledger'],0,False,hyperledger/anoncreds-spec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,keri,{},specs,,,['weboftrust'],0,False,weboftrust/keri,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,
177,go-webauthn,,authentication,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,go-webauthn/webauthn
178,oauth2-proxy,,authentication,,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quay.io/oauth2-proxy/oauth2-proxy,https://hub.docker.com/r/quay.io/oauth2-proxy/oauth2-proxy,,,,,,,,,,,,oauth2-proxy/oauth2-proxy
179,ssi-to-oidc-bridge,{},ssi-sdks,,,,0,False,gaia-x4plc-aad/ssi-to-oidc-bridge,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
