,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,maven_id,maven_url,updated_github_id,helm_id,brew_id,gem_url,new_addition,apt_id,github,github-id
54,doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,authentication,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,,,28,True,doorkeeper-gem/doorkeeper,,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2025-12-09 08:18:19.000000,2025-12-09 08:18:19,2520.0,3.0,1035.0,103.0,881.0,49.0,849.0,5450.0,2025-04-04 08:29:47,5.8.2,70.0,10964.0,10964.0,334.0,,,,2.0,,,,,,,,,,,,,,,,doorkeeper,,,,
55,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,28,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2025-12-16 00:45:28.000000,2025-11-26 13:54:19,2068.0,11.0,257.0,29.0,596.0,49.0,122.0,5418.0,2025-11-24 15:12:00,0.9.2,63.0,47.0,47.0,74.0,,,7178.0,3.0,permitio/opal-server,1883.0,https://hub.docker.com/r/permitio/opal-server,2025-11-26 14:32:30.834193,1.0,421593.0,,,,,,,,,,,,,,
56,cerbos,https://github.com/cerbos/cerbos,authorization,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",,,28,True,cerbos/cerbos,,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2026-01-15 13:02:55.000000,2026-01-15 13:02:54,2296.0,146.0,171.0,33.0,2441.0,48.0,363.0,4187.0,2025-12-22 11:10:37,0.50.0,74.0,33.0,33.0,33.0,,,897.0,3.0,ghcr.io/cerbos/cerbos,52034.0,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,,
57,identity-server,https://github.com/DuendeSoftware/products,authentication,The most flexible and standards-compliant OpenID Connect and OAuth 2.x framework for ASP.NET Core.,,,28,True,duendesoftware/identityserver,,https://github.com/DuendeSoftware/products,https://duendesoftware.com/license,2020-10-01 08:46:31,2026-01-13 08:23:12.000000,2026-01-08 18:25:18,7970.0,182.0,390.0,37.0,1481.0,3.0,321.0,1588.0,2026-01-13 08:31:15,bff-4.0.2,100.0,3015.0,3015.0,339.0,,,,2.0,,,,,,,,,,-1.0,,,DuendeSoftware/products,,,,,,,
58,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2026-01-12 05:39:52.000000,2026-01-12 00:32:32,556.0,16.0,76.0,26.0,157.0,6.0,48.0,230.0,2025-08-10 14:02:43,11.0.5,71.0,1892.0,1892.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,16967.0,16967.0,1.0,,,,,,,,,,,,,,,,,,,,
59,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,27,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3826.0,347.0,113.0,452.0,393.0,17732.0,2020-03-22 14:01:55,0.22.2,38.0,,,25.0,https://www.npmjs.com/package/face-api.js,224801.0,224801.0,3.0,,,,,,,,,,,,,,,,,,,,
60,hanko,https://github.com/teamhanko/hanko,idp,"Modern authentication, on your terms. Open source alternative to Auth0, Clerk, WorkOS, Stytch.",,,27,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2026-01-15 16:05:01.000000,2026-01-15 16:04:57,2403.0,98.0,1013.0,39.0,1892.0,33.0,377.0,8739.0,2025-12-03 09:01:15,backend/v2.3.0,38.0,331.0,331.0,53.0,,,25.0,3.0,,1050.0,,,,,,,,,,,,,,,,,,
61,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2026-01-13 15:37:03.000000,2026-01-13 15:37:00,5583.0,330.0,278.0,25.0,2371.0,52.0,287.0,5770.0,2025-12-28 22:37:26,1.6.0,100.0,4.0,4.0,71.0,,,381.0,3.0,ghcr.io/permify/permify,10289.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,,
62,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,181.0,25.0,1529.0,110.0,104.0,3497.0,2024-01-13 04:08:30,0.27.3,100.0,218.0,218.0,68.0,,,15798.0,3.0,,3854.0,,,,,oso,https://pypi.org/project/oso,15733.0,,,,,,,,,,,
63,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2026-01-13 02:32:41.000000,2026-01-12 16:30:10,3647.0,79.0,293.0,48.0,2850.0,33.0,269.0,976.0,2026-01-09 00:22:20,1.12.32,100.0,371.0,371.0,103.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
64,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,26,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2025-12-18 18:40:37.000000,2025-12-18 18:40:36,7108.0,17.0,318.0,418.0,4714.0,102.0,448.0,1763.0,2024-06-11 16:44:34,1.8.2,31.0,47.0,47.0,158.0,,,0.0,3.0,,64.0,,,,,,,,,,,,,,,,,,
65,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2026-01-13 21:41:04.000000,2026-01-13 21:41:02,10345.0,148.0,499.0,23.0,2592.0,154.0,1275.0,477.0,2025-11-15 18:44:32,1.4.0,100.0,,,166.0,,,,1.0,,,,,,,,,,,,,openwallet-foundation/acapy,,,,,,,
66,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache-2.0 is free IAM-..",,,25,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2026-01-12 01:25:55.000000,2026-01-12 01:25:27,2722.0,69.0,383.0,30.0,124.0,3.0,131.0,1839.0,2025-12-13 11:52:39,4.1.10,71.0,,,60.0,,,359.0,3.0,maxkeytop/maxkey,,https://hub.docker.com/r/maxkeytop/maxkey,2025-12-10 09:42:20.106304,5.0,39536.0,,,,,,,,,,,,,,
67,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,"Passkeys, FIDO2 and WebAuhtn .NET library.",,,25,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-12-11 18:50:40.000000,2025-12-11 18:50:38,684.0,6.0,194.0,41.0,341.0,33.0,248.0,1388.0,2025-08-29 13:12:19,4.0.0,21.0,362.0,362.0,51.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
68,authgear,https://github.com/authgear/authgear-server,idp,"Open source Auth0/Clerk/Firebase alternative. Passkeys, SSO, MFA, passwordless, biometric login. Self-hosted or cloud...",,,25,True,authgear/authgear-server,,https://github.com/authgear/authgear-server,Apache-2.0,2020-06-16 03:34:34,2026-01-13 10:06:45.000000,2026-01-13 10:06:45,23062.0,500.0,81.0,7.0,3106.0,349.0,1941.0,1169.0,2026-01-12 16:27:30,2026-01-08.0,69.0,9.0,9.0,49.0,,,10.0,3.0,,558.0,,,,,,,,,,,,,,,True,,,
69,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,25,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-11-20 20:24:22.000000,2025-11-10 16:00:50,4111.0,31.0,140.0,47.0,1907.0,137.0,973.0,935.0,2025-11-20 20:24:03,1.24.0,83.0,,,115.0,,,65911.0,3.0,cyberark/conjur,1636.0,https://hub.docker.com/r/cyberark/conjur,2025-11-10 16:58:40.255868,29.0,7577988.0,,,,,,,,,,,,,,
70,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],25,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2026-01-15 17:24:35.000000,2025-11-20 16:45:53,405.0,2.0,44.0,19.0,103.0,4.0,49.0,207.0,2025-08-26 05:57:14,4.0.16,70.0,1350.0,1350.0,22.0,https://www.npmjs.com/package/did-jwt-vc,40780.0,40780.0,1.0,,,,,,,,,,-1.0,,,,,,,,,,
71,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,24,False,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,810.0,62.0,131.0,531.0,786.0,18944.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3185.0,3.0,,223011.0,,,,,,,,,,,,,,,,,,
72,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2026-01-15 12:31:31.000000,2026-01-14 16:31:28,16377.0,114.0,359.0,47.0,8104.0,,,1355.0,,,,,,250.0,,,38198.0,3.0,freeipa/freeipa-server,,https://hub.docker.com/r/freeipa/freeipa-server,2026-01-14 20:27:09.232051,180.0,6264553.0,,,,,,,,,,,,,,
73,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,24,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2025-09-30 23:28:42.000000,2025-09-30 23:28:37,560.0,,178.0,33.0,145.0,,107.0,1018.0,2025-09-04 23:18:52,2.7.0,36.0,,,31.0,,,1283316.0,3.0,,,,,,,webauthn,https://pypi.org/project/webauthn,1283316.0,,,,,,,,,,,
74,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,24,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2026-01-15 16:22:01.000000,2026-01-15 13:33:54,12009.0,927.0,99.0,5.0,1151.0,1.0,292.0,241.0,2026-01-05 09:48:47,0.16.2,100.0,,,41.0,,,,1.0,waltid/identity,,https://hub.docker.com/r/waltid/identity,,,,,,,1.0,,,,,,,,,,
75,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],24,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2026-01-14 18:59:08.000000,2026-01-14 18:57:23,2143.0,57.0,173.0,25.0,1439.0,18.0,285.0,188.0,2026-01-14 00:13:29,2.11.12,48.0,7.0,7.0,63.0,,,,1.0,,,,,,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,,
76,hyperledger-anoncreds-rs,https://github.com/anoncreds/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],24,False,hyperledger/anoncreds-rs,,https://github.com/anoncreds/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2026-01-07 14:36:37.000000,2026-01-07 14:36:37,835.0,22.0,57.0,12.0,249.0,29.0,91.0,84.0,2025-11-13 16:53:54,0.2.3,33.0,74.0,74.0,28.0,,,9638.0,1.0,,347002.0,,,,,,,,,,,anoncreds/anoncreds-rs,,,,,,,
77,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],24,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,MIT,2019-11-21 00:49:46,2026-01-12 16:59:16.000000,2026-01-02 14:19:02,3136.0,65.0,39.0,11.0,4017.0,56.0,103.0,77.0,2025-10-30 14:51:08,3.1.1,38.0,989.0,989.0,26.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,,,
78,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,23,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2026-01-15 12:58:07.000000,2026-01-07 09:52:09,1355.0,17.0,633.0,65.0,648.0,131.0,400.0,14851.0,2025-10-28 12:13:58,11.2.0,93.0,,,32.0,,,,3.0,registry.supertokens.io/supertokens/supertokens-postgresql,,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,,
79,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2026-01-15 16:57:33.899617,2026-01-15 11:00:09,2041.0,23.0,267.0,55.0,403.0,34.0,89.0,628.0,2022-01-07 16:42:38,0.5.0,6.0,,,129.0,,,1458.0,2.0,universalresolver/uni-resolver-web,,https://hub.docker.com/r/universalresolver/uni-resolver-web,2026-01-15 16:57:33.899617,,147311.0,,,,,,,,,,,,,,
80,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,23,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2026-01-15 18:05:16.000000,2025-12-23 14:15:19,1914.0,1.0,130.0,23.0,857.0,66.0,392.0,519.0,2024-04-02 18:54:31,6.0.0,44.0,899.0,899.0,59.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
81,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,23,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2026-01-14 15:36:15.000000,2026-01-14 10:04:55,1725.0,18.0,96.0,24.0,1310.0,103.0,326.0,342.0,2025-12-18 14:34:21,wasm-v1.8.0-beta.2,55.0,151.0,151.0,44.0,,,,2.0,,,,,,,,,,,,,iotaledger/identity,,,,,,,
82,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2026-01-15 14:25:50.000000,2026-01-13 15:41:53,1323.0,79.0,223.0,26.0,1693.0,233.0,646.0,331.0,2025-12-09 13:40:05,0.6.1,100.0,,,87.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
83,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],23,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2026-01-12 05:50:52.000000,2026-01-12 01:13:55,364.0,20.0,20.0,12.0,125.0,1.0,11.0,98.0,2025-12-03 20:47:02,2.0.32,43.0,1407.0,1407.0,12.0,https://www.npmjs.com/package/web-did-resolver,25741.0,25741.0,2.0,,,,,,,,,,,,,,,,,,,,
84,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],22,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2026-01-14 20:00:01.000000,2026-01-07 22:26:43,2775.0,28.0,238.0,185.0,991.0,70.0,1240.0,1353.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,82.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
85,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2026-01-06 19:02:30.000000,2025-12-16 15:12:48,15288.0,41.0,679.0,106.0,19.0,,,706.0,,,,185.0,185.0,757.0,,,,3.0,,,,,,,,,,-1.0,,,,,,,,,,
86,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,22,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2026-01-15 17:26:46.000000,2026-01-15 17:26:33,14765.0,126.0,147.0,14.0,2227.0,106.0,2919.0,464.0,2023-06-16 12:51:58,11.4.3,55.0,,,95.0,,,101.0,3.0,,9957.0,,,,,,,,,,,,,,,,,,
87,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2026-01-15 01:36:05.000000,2025-11-20 17:05:17,416.0,3.0,42.0,21.0,132.0,3.0,18.0,229.0,2023-03-08 14:05:37,4.1.0,24.0,7726.0,7726.0,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
88,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,False,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,1075.0,442.0,25.0,1.0,143.0,30370.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,28563.0,3.0,,1570968.0,,,,,,,,,,,,,,,,,,
89,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-07-29 10:07:27.000000,2025-06-22 10:19:45,592.0,,361.0,69.0,170.0,296.0,610.0,7252.0,2020-09-02 15:57:23,2.6.1,11.0,,,69.0,,,308.0,3.0,,29331.0,,,,,,,,,,,,,,,,howdy,,
90,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,21,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2026-01-09 17:26:39.000000,2025-11-14 16:30:51,4083.0,2.0,783.0,237.0,367.0,64.0,210.0,2899.0,2015-09-29 22:50:55,1.1.0,4.0,,,60.0,,,859.0,3.0,,125449.0,,,,,,,,,,,,,,,,,,
91,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,21,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2026-01-14 10:00:29.000000,2026-01-14 10:00:26,637.0,69.0,40.0,4.0,333.0,6.0,39.0,70.0,2025-12-30 20:27:56,1.38.8,100.0,265.0,265.0,19.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,
92,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4690.0,553.0,123.0,511.0,622.0,14282.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
93,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-03-13 00:50:41.000000,2025-01-14 19:47:39,643.0,,316.0,58.0,238.0,4.0,133.0,4294.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,42.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
94,indy-node,https://github.com/hyperledger-indy/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger-indy/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-12-01 15:07:14.000000,2025-02-24 16:33:21,4946.0,,654.0,61.0,1834.0,39.0,60.0,702.0,2024-02-09 14:17:29,1.13.2,37.0,,,111.0,,,26.0,2.0,,2088.0,,,,,,,,,,,hyperledger-indy/indy-node,,,,,,,
95,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,20,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2025-12-31 14:58:01.000000,2025-12-29 15:36:33,289.0,2.0,58.0,7.0,37.0,1.0,59.0,573.0,2025-06-29 14:25:26,2.3.1,38.0,5465.0,5465.0,20.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,,
96,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,False,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,99.0,18.0,546.0,42.0,238.0,325.0,2024-10-23 19:02:40,0.5.2,62.0,490.0,490.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,,,,,
97,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,157.0,17.0,2046.0,388.0,1196.0,239.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,,
98,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],19,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2026-01-14 15:14:54.000000,2026-01-14 15:14:54,1326.0,3.0,305.0,86.0,544.0,33.0,180.0,3269.0,2021-06-23 10:02:43,ctap2.0,1.0,,,24.0,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,
99,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,,302.0,92.0,43.0,28.0,24.0,3046.0,,,,1.0,1.0,27.0,,,3570.0,3.0,,,,,,,pyja3,https://pypi.org/project/pyja3,3570.0,,,,,,,,,,,
100,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2025-09-29 23:07:10.000000,2025-04-22 20:11:48,414.0,,784.0,93.0,360.0,181.0,368.0,1969.0,2025-04-23 13:34:24,2.0.0,33.0,,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
101,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,19,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2026-01-05 13:21:21.000000,2026-01-05 13:20:04,2736.0,52.0,88.0,18.0,995.0,11.0,146.0,554.0,2026-01-01 13:39:09,0.30.2.RELEASE,85.0,,,36.0,,,,3.0,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,,,
102,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,19,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,127.0,26.0,363.0,55.0,77.0,253.0,2025-02-10 16:01:17,8.5.1,51.0,41.0,41.0,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
103,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2025-03-10 20:57:13.000000,2025-03-10 20:57:13,343.0,,933.0,243.0,257.0,215.0,555.0,3183.0,,,,,,49.0,,,,3.0,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,,,
104,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,False,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,163.0,83.0,184.0,72.0,70.0,1237.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
105,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,18,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2025-08-25 21:02:41.000000,2025-08-11 13:26:58,295.0,,63.0,296.0,36.0,,53.0,791.0,2023-01-31 02:32:05,2.1.1,52.0,30.0,30.0,15.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,,,
