,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,gem_url,apt_id,updated_github_id,github-id
108,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],19,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2024-05-22 22:08:39.000000,2024-03-05 10:04:59,150.0,1.0,222.0,63.0,106.0,3.0,56.0,2353.0,2024-03-06 13:35:30,1.3.0,41.0,,,51.0,,,,3.0,,,,,,,,,,,,,,,,,,
109,solid-specification,https://github.com/solid/specification,specs,Solid Technical Reports.,,['solid'],19,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2024-05-30 08:10:08.000000,2024-05-30 08:09:48,1116.0,102.0,40.0,53.0,246.0,178.0,152.0,466.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,24.0,,,,2.0,,,,,,,,,,,,,,,,,,
110,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,19,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2024-05-29 20:40:26.000000,2024-05-29 20:40:26,2581.0,203.0,46.0,13.0,531.0,139.0,108.0,55.0,,,1.0,38.0,38.0,27.0,,,,3.0,,,,,,,,,,,,,,,,,,
111,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",18,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2024-05-28 14:46:59.000000,2024-05-28 14:46:59,553.0,15.0,151.0,83.0,221.0,19.0,43.0,1419.0,,,,,,60.0,,,,3.0,,,,,,,,,,,,,,,,,,
112,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,True,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,161.0,89.0,184.0,71.0,69.0,1229.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,
113,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar, used for defining, querying,..",,,18,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2024-05-28 16:03:54.000000,2024-05-28 16:03:53,273.0,22.0,29.0,4.0,282.0,15.0,21.0,1035.0,2024-05-22 21:30:00,1.15.0,100.0,1.0,1.0,5.0,,,107.0,3.0,844.0,warrantdev/warrant,https://hub.docker.com/r/warrantdev/warrant,2024-05-22 21:29:58.717934,,648.0,,,,,,,,,,,,
114,webauthn-ruby,https://github.com/cedarcode/webauthn-ruby,authentication,WebAuthn ruby server library Make your Ruby/Rails web server become a conformant WebAuthn Relying Party.,,,18,True,cedarcode/webauthn-ruby,,https://github.com/cedarcode/webauthn-ruby,MIT,2018-05-09 21:49:17,2024-03-08 14:09:59.000000,2024-03-08 11:45:52,907.0,3.0,52.0,11.0,302.0,10.0,104.0,628.0,,,,805.0,805.0,30.0,,,,3.0,,,,,,,,,,,,,,,,,,
115,vc-data-model,https://github.com/w3c/vc-data-model,specs,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,['w3c'],18,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2024-05-27 20:48:33.000000,2024-05-27 20:05:12,2020.0,101.0,85.0,79.0,780.0,12.0,675.0,279.0,,,,,,68.0,,,,2.0,,,,,,,,,,,,,,,,,,
116,laragear-webauthn,https://github.com/Laragear/WebAuthn,authentication,"Authenticate users with Passkeys: fingerprints, patterns and biometric data.",,,18,True,laragear/webauthn,,https://github.com/Laragear/WebAuthn,MIT,2022-06-14 09:13:53,2024-05-25 13:19:33.000000,2024-03-18 22:38:29,95.0,8.0,33.0,3.0,46.0,5.0,36.0,263.0,2024-03-18 22:40:07,2.0.3,16.0,47.0,47.0,8.0,,,,3.0,,,,,,,,,,,,,,,,,,
117,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],18,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-05-30 18:18:22.000000,2024-05-30 18:17:22,344.0,18.0,55.0,12.0,370.0,48.0,108.0,202.0,,,4.0,45.0,45.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
118,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2024-05-30 12:39:15.000000,2023-11-01 15:51:52,531.0,,54.0,30.0,363.0,73.0,104.0,176.0,,,,123.0,123.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,,
119,digitalbazaar-vc,https://github.com/digitalbazaar/vc,ssi-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,18,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2024-05-17 22:58:51.000000,2024-05-17 20:26:12,399.0,11.0,48.0,16.0,92.0,24.0,63.0,173.0,,,,327.0,327.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,
120,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,18,True,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2024-02-21 17:00:50.000000,2024-02-21 17:00:30,1533.0,,33.0,7.0,196.0,,166.0,101.0,2023-12-13 10:55:46,1.2312131048.0,98.0,,,16.0,,,465.0,3.0,66.0,waltid/ssikit,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,15285.0,,,,,,,,,,,,
121,solid-project,https://github.com/solid/solid,specs,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,373.0,559.0,56.0,125.0,88.0,8167.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,
122,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2024-05-17 16:50:49.000000,2024-05-17 16:34:12,3647.0,18.0,70.0,26.0,7.0,,,231.0,,,,,,298.0,,,,3.0,,,,,,,,,,,,,,,,,,
123,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Polygon ID Self-Hosted Issuer Node.,,,17,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2024-05-30 11:42:00.000000,2024-04-12 14:32:09,1539.0,32.0,65.0,9.0,536.0,4.0,120.0,81.0,2024-04-12 14:48:51,2.5.0,16.0,,,18.0,,,,2.0,,,,,,,,,,,,,,,,,,
124,sphereon-siop-oid4vp,https://github.com/Sphereon-Opensource/SIOP-OID4VP,ssi-sdks,Self Issued OpenID Provider v2 (SIOP) with optional OpenID for Verifiable Presentations (OpenID4VP).,,,17,False,sphereon-opensource/siop-oid4vp,,https://github.com/Sphereon-Opensource/SIOP-OID4VP,Apache-2.0,2021-09-08 22:32:38,2024-04-24 21:51:54.000000,2024-04-24 21:50:19,663.0,18.0,22.0,7.0,55.0,8.0,17.0,76.0,2024-04-24 21:53:08,0.6.4,15.0,58.0,58.0,12.0,,,0.0,3.0,30.0,,,,,,,,,,,,,,,,,
125,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,17,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2024-05-30 15:43:01.000000,2024-05-10 11:09:38,1805.0,174.0,12.0,11.0,179.0,9.0,9.0,56.0,2024-04-25 21:39:12,0.23.4,39.0,3.0,3.0,17.0,,,,3.0,,,,,,,,,,,,,,,,,,
126,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,Talao / Altme wallet : Open source Self Sovereign Identity wallet. Multi ecosystem support : EBSI conformant. ARF EUDI..,,,17,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2024-05-30 15:29:49.000000,2024-05-30 15:29:35,4209.0,314.0,13.0,7.0,483.0,52.0,2164.0,40.0,,,,1.0,1.0,5.0,,,,2.0,,,,,,,,,,,,,,,,,,
127,libfido2,https://github.com/Yubico/libfido2,authentication,"Provides library functionality for FIDO2, including communication with a device over USB or NFC.",,,16,False,yubico/libfido2,,https://github.com/Yubico/libfido2,,2018-04-19 06:32:10,2024-05-10 12:46:30.000000,2024-05-10 12:46:29,1885.0,19.0,137.0,62.0,497.0,4.0,231.0,553.0,,,,,,66.0,,,,3.0,,,,,,,,,,,,,,,,,,
128,did-core,https://github.com/w3c/did-core,specs,W3C Decentralized Identifier Specification v1.0.,,['w3c'],16,False,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2024-03-21 00:01:07.000000,2023-04-11 23:37:45,1309.0,,91.0,73.0,490.0,35.0,323.0,395.0,,,,,,62.0,,,,2.0,,,,,,,,,,,,,,,,,,
129,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,16,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2024-05-23 10:58:05.000000,2024-02-05 09:10:04,309.0,,69.0,33.0,253.0,46.0,75.0,257.0,,,,6.0,6.0,22.0,,,,3.0,,ghcr.io/spruceid/didkit-http,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,,
130,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,['hyperledger'],16,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2024-05-29 20:13:42.000000,2024-05-27 20:47:38,1700.0,38.0,119.0,18.0,891.0,65.0,185.0,131.0,,,,,,44.0,,,,3.0,,,,,,,,,,,,,,,,,openwallet-foundation/bifold-wallet,
131,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,16,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-12-13 10:51:53.446549,2023-12-13 10:46:56,1375.0,,24.0,4.0,111.0,,46.0,32.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,131.0,3.0,,waltid/walletkit,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,4207.0,,,,,,,,,,,,
132,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],15,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-05-06 00:08:36.000000,2024-02-05 20:54:24,451.0,,55.0,11.0,536.0,87.0,126.0,150.0,,,3.0,,,21.0,,,,3.0,,,,,,,,,,,,,,,,,,
133,did-spec-registries,https://github.com/w3c/did-spec-registries,dids,DID Spec Registry (Note).,,,15,False,w3c/did-spec-registries,,https://github.com/w3c/did-spec-registries,,2020-02-11 17:25:04,2024-05-29 08:08:05.000000,2024-05-16 16:05:58,818.0,6.0,184.0,46.0,370.0,39.0,150.0,115.0,,,,,,195.0,,,,3.0,,,,,,,,,,,,,,,,,,
134,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,specs,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],15,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-05-10 01:13:45.000000,2024-05-10 01:13:22,629.0,5.0,35.0,31.0,236.0,53.0,179.0,81.0,,,,,,37.0,,,,3.0,,,,,,,,,,,,,,,,,,
135,universal-registrar,https://github.com/decentralized-identity/universal-registrar,dids,Universal Registrar implementation and drivers.,,,15,False,decentralized-identity/universal-registrar,,https://github.com/decentralized-identity/universal-registrar,Apache-2.0,2017-09-29 13:01:11,2024-04-23 15:09:05.000000,2024-04-23 15:08:56,455.0,39.0,25.0,28.0,58.0,13.0,10.0,72.0,2021-10-08 12:33:05,0.2.0,2.0,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
136,fedfm,https://github.com/fedidcg/FedCM,specs,A privacy preserving identity exchange Web API.,,['w3c'],14,False,fedidcg/FedCM,,https://github.com/fedidcg/FedCM,,2020-03-20 21:58:44,2024-05-15 20:27:11.000000,2024-05-15 20:25:31,690.0,6.0,60.0,70.0,275.0,133.0,187.0,349.0,,,,,,34.0,,,,3.0,,,,,,,,,,,,,,,,,,
137,web-access-control,https://github.com/solid/web-access-control-spec,specs,Web Access Control (WAC).,,['solid'],14,True,solid/web-access-control-spec,,https://github.com/solid/web-access-control-spec,MIT,2016-04-01 18:02:56,2024-05-26 14:53:20.000000,2024-05-26 14:53:07,497.0,36.0,22.0,28.0,41.0,26.0,46.0,119.0,,,,,,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
138,sphereon-openid4vci,https://github.com/Sphereon-Opensource/OID4VCI,ssi-sdks,OpenID for Verifiable Credential Issuance - client and issuer library.,,,14,False,sphereon-opensource/openid4vci,,https://github.com/Sphereon-Opensource/OID4VCI,Apache-2.0,2022-10-09 21:29:30,2024-05-30 10:23:45.000000,2024-04-25 00:33:28,746.0,29.0,15.0,7.0,89.0,9.0,12.0,54.0,2024-04-25 00:25:29,0.10.3,19.0,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,Sphereon-Opensource/OID4VCI,
139,verity-sdk,https://github.com/evernym/verity-sdk,ssi-sdks,Evernym Verity is a decentralized protocol platform for issuing and verifying digital credentials. This repo contains..,,,14,False,evernym/verity-sdk,,https://github.com/evernym/verity-sdk,Apache-2.0,2020-06-18 20:16:43,2023-04-11 16:19:34.000000,2023-04-11 16:19:31,1451.0,,37.0,13.0,115.0,,,47.0,,,,14.0,14.0,38.0,,,,3.0,,,,,,,,,,,,,,,,,,
140,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,ssi-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,14,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-05-01 13:23:23.000000,2024-04-25 15:19:33,1014.0,25.0,14.0,6.0,120.0,12.0,27.0,36.0,2024-04-24 20:52:31,3.3.2,30.0,,,19.0,,,1.0,3.0,64.0,,,,,,,,,,,,,,,,,
141,appauth-js,https://github.com/openid/AppAuth-JS,authentication,JavaScript client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],13,True,openid/appauth-js,,https://github.com/openid/AppAuth-JS,Apache-2.0,2017-04-03 11:22:40,2024-04-22 03:03:12.000000,2024-04-15 20:19:29,90.0,1.0,157.0,36.0,95.0,30.0,102.0,967.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
142,beyond,https://github.com/cogolabs/beyond,machine,BeyondCorp-inspired HTTPS/SSO Access Proxy. Secure internal services outside your VPN/perimeter network during a zero-..,,,13,False,cogolabs/beyond,,https://github.com/cogolabs/beyond,	Apache-2.0,2017-08-13 18:29:25,2022-05-26 15:15:14.000000,2022-05-25 16:48:25,133.0,,24.0,9.0,2.0,4.0,1.0,247.0,2022-05-26 15:15:14,1.8.10,4.0,,,5.0,,,217.0,3.0,,cogolabs/beyond,https://hub.docker.com/r/cogolabs/beyond,2021-03-16 02:43:33.655703,,17626.0,,,,,,,,,,,,
143,django-passkeys,https://github.com/mkalioby/django-passkeys,authentication,Django Authentication Backend For Passkeys.,,,13,True,mkalioby/django-passkeys,,https://github.com/mkalioby/django-passkeys,MIT,2022-10-28 09:46:58,2024-01-06 03:29:10.000000,2024-01-05 10:40:33,61.0,,18.0,11.0,16.0,4.0,10.0,165.0,,,,13.0,13.0,4.0,,,401.0,3.0,,,,,,,django-passkeys,https://pypi.org/project/django-passkeys,401.0,,,,,,,,,
144,did-method-plc,https://github.com/did-method-plc/did-method-plc,dids,"A cryptographic, strongly-consistent, and recoverable DID method.",,,13,False,did-method-plc/did-method-plc,did-resolver,https://github.com/did-method-plc/did-method-plc,,2023-02-22 19:57:31,2024-03-24 14:16:07.000000,2024-01-30 20:57:49,121.0,,25.0,13.0,43.0,10.0,10.0,130.0,,,,,,8.0,https://www.npmjs.com/package/did-resolver,214587.0,214587.0,3.0,,,,,,,,,,,,,,,,,,
145,selective-disclosure-jwt,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,specs,,,,13,False,oauth-wg/oauth-selective-disclosure-jwt,,https://github.com/oauth-wg/oauth-selective-disclosure-jwt,,2022-05-09 14:15:35,2024-05-30 00:13:08.000000,2024-05-16 19:25:18,726.0,11.0,27.0,14.0,216.0,9.0,205.0,52.0,2024-03-04 17:15:56,draft-ietf-oauth-selective-disclosure-jwt-08,3.0,,,20.0,,,,3.0,,,,,,,,,,,,,,,,,,
146,sidetree.js,https://github.com/transmute-industries/sidetree.js,dids,Sidetree Core Protocol and DID Method Drivers.,,,13,False,transmute-industries/sidetree.js,,https://github.com/transmute-industries/sidetree.js,Apache-2.0,2020-03-05 16:17:28,2023-11-18 18:29:02.000000,2022-09-20 17:04:09,2014.0,,25.0,9.0,432.0,29.0,75.0,51.0,,,1.0,3.0,3.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,
147,did-key.rs,https://github.com/decentralized-identity/did-key.rs,dids,Rust implementation of the did:key method.,,['dif'],13,False,decentralized-identity/did-key.rs,,https://github.com/decentralized-identity/did-key.rs,Apache-2.0,2021-01-18 13:26:31,2024-03-18 01:31:53.000000,2023-02-10 20:11:40,37.0,,22.0,14.0,28.0,7.0,9.0,47.0,,,,65.0,65.0,11.0,,,,3.0,,,,,,,,,,,,,,,,,,
148,anoncreds,https://github.com/hyperledger/anoncreds-spec,specs,The specification for AnonCreds verifiable credential exchange.,,['hyperledger'],13,False,hyperledger/anoncreds-spec,,https://github.com/hyperledger/anoncreds-spec,Apache-2.0,2022-02-19 17:05:57,2024-03-17 13:28:46.000000,2024-03-17 13:28:22,539.0,4.0,24.0,12.0,143.0,14.0,42.0,45.0,,,,,,26.0,,,,3.0,,,,,,,,,,,,,,,,,,
149,waltid-idpkit,https://github.com/walt-id/waltid-idpkit,ssi-sdks,OIDC identity provider for digital identity.,,,13,False,walt-id/waltid-idpkit,,https://github.com/walt-id/waltid-idpkit,Apache-2.0,2022-03-21 16:28:15,2023-12-13 11:00:32.879438,2023-12-13 10:56:38,350.0,,6.0,3.0,36.0,,36.0,23.0,2023-09-07 16:06:04,1.2309071555.0,28.0,,,9.0,,,28.0,3.0,,waltid/idpkit,https://hub.docker.com/r/waltid/idpkit,2023-12-13 11:00:32.879438,,748.0,,,,,,,,,,,,
150,bbs-signature,https://github.com/decentralized-identity/bbs-signature,specs,The BBS Signature Scheme.,,['dif'],12,False,decentralized-identity/bbs-signature,,https://github.com/decentralized-identity/bbs-signature,Apache-2.0,2021-08-23 11:09:09,2024-05-30 00:10:37.000000,2024-01-31 19:22:55,877.0,,22.0,14.0,176.0,18.0,124.0,72.0,,,,,,17.0,,,,3.0,,,,,,,,,,,,,,,,,,
151,sphereon-ssi-mobile-wallet,https://github.com/Sphereon-Opensource/mobile-wallet,ssi-agents,Open-Source Mobile SSI Wallet.,,,12,False,sphereon-opensource/ssi-mobile-wallet,,https://github.com/Sphereon-Opensource/mobile-wallet,Apache-2.0,2022-11-08 00:55:26,2024-05-30 09:43:24.000000,2024-05-28 15:30:45,999.0,48.0,10.0,8.0,167.0,9.0,11.0,52.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,Sphereon-Opensource/mobile-wallet,
152,entra-verifiedid-wallet-library-ios,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on iOS.,,,12,False,microsoft/entra-verifiedid-wallet-library-ios,,https://github.com/microsoft/entra-verifiedid-wallet-library-ios,MIT,2022-11-17 19:38:59,2024-05-29 18:19:04.000000,2024-04-25 15:49:01,89.0,14.0,7.0,11.0,94.0,4.0,1.0,21.0,2024-04-02 18:31:17,1.0.1,3.0,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,,
153,cf-identity-wallet,https://github.com/cardano-foundation/cf-identity-wallet,ssi-agents,Identity Wallet is an open source mobile application developed by the Cardano Foundation. It provides a digital..,,,11,False,cardano-foundation/cf-identity-wallet,,https://github.com/cardano-foundation/cf-identity-wallet,MPL-2.0,2022-12-19 13:49:48,2024-05-30 09:09:59.000000,2024-05-20 08:04:19,533.0,134.0,10.0,19.0,499.0,,1.0,77.0,,,,,,11.0,,,,3.0,,,,,,,,,,,,,,,,,,
154,universal-wallet-interop-spec,https://github.com/w3c-ccg/universal-wallet-interop-spec,specs,A data model and abstract interfaces for digital wallets.,,['w3c'],11,False,w3c-ccg/universal-wallet-interop-spec,,https://github.com/w3c-ccg/universal-wallet-interop-spec,W3C,2020-08-25 01:43:15,2023-05-18 13:45:33.000000,2023-02-22 15:32:05,319.0,,12.0,45.0,47.0,42.0,24.0,56.0,,,,3.0,3.0,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
155,credible,https://github.com/spruceid/wallet,ssi-agents,A reference credential wallet built on Flutter and DIDKit.,,,11,False,spruceid/wallet,,https://github.com/spruceid/wallet,Apache-2.0,2020-07-23 21:18:28,2024-03-05 13:50:44.000000,2023-10-02 22:37:32,194.0,,19.0,19.0,74.0,12.0,25.0,44.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,,
156,ion-tools,https://github.com/decentralized-identity/ion-tools,dids,Tools and utilities to make working with the ION network and using ION DIDs easy peasy lemon squeezy.,,,10,True,decentralized-identity/ion-tools,,https://github.com/decentralized-identity/ion-tools,Apache-2.0,2021-03-22 20:30:11,2024-03-19 15:54:10.000000,2023-07-31 13:48:42,119.0,,36.0,16.0,24.0,20.0,14.0,140.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
157,identity-credential,https://github.com/WICG/digital-credentials,specs,Proposals related to the invocation of digital identity wallets from the web.,,['w3c'],10,False,wicg/identity-credential,,https://github.com/WICG/digital-credentials,,2023-04-23 18:07:46,2024-05-16 10:12:43.000000,2024-05-16 10:12:39,94.0,17.0,8.0,36.0,41.0,45.0,31.0,61.0,,,,,,12.0,,,,3.0,,,,,,,,,,,,,,,,,WICG/digital-credentials,
158,vlei,https://github.com/WebOfTrust/vLEI,specs,Public Open Specifications for GLEIF vLEI (verifiable Legal Entity Identifiers).,,,10,False,weboftrust/vlei,,https://github.com/WebOfTrust/vLEI,Apache-2.0,2021-04-19 14:33:35,2024-03-29 13:53:34.000000,2023-11-22 14:33:11,88.0,,11.0,9.0,35.0,21.0,28.0,26.0,,,,,,6.0,,,,3.0,,,,,,,,,,,,,,,,,,
159,pyMDOC-CBOR,https://github.com/IdentityPython/pyMDOC-CBOR,ssi-sdks,MDOC CBOR static Verifier and Issuer for EUDI Wallet PID and mDL use cases.,,,10,False,IdentityPython/pyMDOC-CBOR,,https://github.com/IdentityPython/pyMDOC-CBOR,Apache-2.0,2023-04-23 15:28:16,2024-04-11 08:24:17.000000,2024-04-11 08:24:17,78.0,5.0,8.0,10.0,3.0,1.0,2.0,14.0,2024-02-09 12:04:08,0.6.1,2.0,,,3.0,,,,3.0,,,,,,,pymdoccobr,https://pypi.org/project/pymdoccobr,,,,,,,,,,
160,did-webs-resolver,https://github.com/hyperledger-labs/did-webs-resolver,dids,A reference implementation for the did:webs DID method specified here https://github.com/trustoverip/tswg-did-method-..,,,10,False,hyperledger-labs/did-webs-resolver,,https://github.com/hyperledger-labs/did-webs-resolver,Apache-2.0,2023-09-19 23:27:32,2024-04-12 14:24:33.000000,2024-04-12 14:24:33,121.0,13.0,8.0,4.0,36.0,14.0,21.0,7.0,,,1.0,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,
161,kepler,https://github.com/spruceid/kepler,ssi-sdks,Decentralized storage based on permissioned data overlays called orbits.,,,9,False,spruceid/kepler,,https://github.com/spruceid/kepler,Apache-2.0,2021-03-22 16:14:05,2023-10-20 13:00:41.000000,2023-07-27 11:22:21,202.0,,11.0,20.0,123.0,9.0,15.0,74.0,,,,,,8.0,,,,3.0,,,,,,,,,,,,,,,,,,
162,did-key.js,https://github.com/transmute-industries/did-key.js,dids,A DID Key Implementation in TypeScript.,,,9,False,transmute-industries/did-key.js,,https://github.com/transmute-industries/did-key.js,Apache-2.0,2020-06-09 00:16:20,2023-03-15 09:01:48.000000,2022-12-12 16:31:36,556.0,,15.0,9.0,260.0,37.0,10.0,53.0,,,,,,9.0,,,,3.0,,,,,,,,,,,,,,,,,,
163,keri,https://github.com/WebOfTrust/keri,specs,KERI Community Development Efforts Meetings Discussion.,,['weboftrust'],9,False,weboftrust/keri,,https://github.com/WebOfTrust/keri,Apache-2.0,2021-10-11 17:54:56,2024-05-07 16:48:06.000000,2024-05-07 16:48:03,251.0,2.0,13.0,11.0,25.0,,4.0,45.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
164,entra-verifiedid-wallet-library-android,https://github.com/microsoft/entra-verifiedid-wallet-library-android,ssi-sdks,A library to manage your Decentralized Identities and Verified IDs on Android.,,,9,False,microsoft/entra-verifiedid-wallet-library-android,,https://github.com/microsoft/entra-verifiedid-wallet-library-android,MIT,2022-11-17 18:59:22,2024-05-10 22:18:24.000000,2024-04-10 19:12:46,71.0,8.0,4.0,11.0,76.0,1.0,1.0,19.0,2023-06-20 20:22:25,1.0.0,2.0,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,
165,did-webs,https://github.com/trustoverip/tswg-did-method-webs-specification,dids,a DID method spec for did:webs.,,,8,False,trustoverip/tswg-did-method-webs-specification,,https://github.com/trustoverip/tswg-did-method-webs-specification,,2023-06-27 19:57:19,2024-05-23 18:45:24.000000,2024-05-23 18:45:05,250.0,6.0,10.0,10.0,91.0,8.0,41.0,11.0,,,,,,10.0,,,,3.0,,,,,,,,,,,,,,,,,,
