,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,helm_id,maven_id,maven_url,brew_id,updated_github_id,gem_url,apt_id
51,zitadel,https://github.com/zitadel/zitadel,idp,"ZITADEL - Identity infrastructure, simplified foryou.",,,27,True,zitadel/zitadel,,https://github.com/zitadel/zitadel,Apache-2.0,2020-03-16 13:51:31,2024-01-11 18:13:34.000000,2024-01-11 17:55:50,2796.0,181.0,338.0,36.0,4870.0,461.0,1410.0,5883.0,100.0,,,95.0,,,560.0,3.0,ghcr.io/zitadel/zitadel,2024-01-11 18:14:00,2.42.10,2241.0,https://hub.docker.com/r/ghcr.io/zitadel/zitadel,,,,,,,-1.0,https://charts.zitadel.com,,,,,,
52,authentik,https://github.com/goauthentik/authentik,idp,The authentication glue you need.,,,27,True,goauthentik/authentik,,https://github.com/goauthentik/authentik,https://github.com/goauthentik/authentik/blob/13591fc72cd2f07bdd1c17f66e4f4f0a6608d8eb/authentik/enterprise/LICENSE,2019-12-30 09:19:48,2024-01-11 16:15:38.000000,2024-01-11 11:33:31,13354.0,651.0,430.0,32.0,6169.0,460.0,1301.0,5471.0,100.0,,,205.0,,,92.0,3.0,,2024-01-09 18:11:53,ersion/2023.10.6,2590.0,,,,,,,,,https://charts.goauthentik.io,,,,,,
53,node-oidc-provider,https://github.com/panva/node-oidc-provider,authentication,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,,,27,True,panva/node-oidc-provider,oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2024-01-08 21:26:25.000000,2024-01-08 21:25:42,2443.0,31.0,732.0,71.0,239.0,,,2906.0,100.0,3.0,3.0,69.0,https://www.npmjs.com/package/oidc-provider,154253.0,154253.0,3.0,,2024-01-08 21:26:25,8.4.4,,,,,,,,,,,,,,,,
54,kanidm,https://github.com/kanidm/kanidm,idp,"Kanidm: A simple, secure and fast identity management platform.",,,27,True,kanidm/kanidm,,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2024-01-10 05:30:54.000000,2024-01-10 04:46:08,1747.0,125.0,119.0,17.0,1733.0,140.0,506.0,1839.0,17.0,42.0,42.0,60.0,,,1694.0,3.0,kanidm/server,2023-10-31 12:08:26,1.1.0-rc.15,248.0,https://hub.docker.com/r/kanidm/server,2024-01-10 05:25:21.454134,,99763.0,,,,,,,,,,,
55,jansen,https://github.com/JanssenProject/jans,idp,"An open source enterprise digital identity platform that scales: Janssen is a distribution of standards-based,..",,['linux-foundation'],27,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2024-01-11 17:27:59.000000,2024-01-11 14:35:55,33494.0,434.0,57.0,31.0,4245.0,331.0,2664.0,336.0,100.0,,,110.0,,,255.0,3.0,,2023-12-14 13:58:11,1.0.21,1021.0,,,,,,,,,,,,,,,
56,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,credentials-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2024-01-11 07:31:00.000000,2023-12-12 10:19:45,357.0,13.0,39.0,23.0,94.0,2.0,47.0,162.0,53.0,852.0,852.0,22.0,https://www.npmjs.com/package/did-jwt-vc,14495.0,14495.0,1.0,,2023-12-12 10:20:04,3.2.15,,,,,,,,,,,,,,,,
57,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,25,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2024-01-10 17:13:51.000000,2024-01-09 21:23:11,6030.0,187.0,307.0,409.0,4156.0,117.0,417.0,1676.0,27.0,,,152.0,,,0.0,2.0,,2023-10-23 21:10:51,1.6.0,51.0,,,,,,,,,,,,,,,
58,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],25,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2024-01-11 14:26:29.000000,2024-01-10 19:23:58,2945.0,113.0,258.0,52.0,2224.0,37.0,201.0,829.0,100.0,26.0,26.0,79.0,,,,2.0,,2024-01-05 03:12:25,1.11.49,,,,,,,,,,,,,,,,
59,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2024-01-11 07:17:27.000000,2023-12-13 16:40:51,1826.0,12.0,110.0,23.0,743.0,62.0,353.0,379.0,42.0,554.0,554.0,54.0,,,,1.0,,2023-10-09 11:46:16,5.5.3,,,,,,,,,,,,,,,,
60,aries-python,https://github.com/hyperledger/aries-cloudagent-python,ssi-sdks,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2024-01-11 16:10:12.000000,2024-01-11 16:10:12,8589.0,448.0,436.0,30.0,1584.0,210.0,910.0,374.0,72.0,,,133.0,,,,1.0,,2023-11-25 05:08:09,0.11.0,,,,,,,,,,,,,,,,
61,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,24,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-11-20 08:18:32.000000,2023-10-13 18:18:58,3449.0,,122.0,48.0,1887.0,207.0,901.0,727.0,73.0,,,96.0,,,77342.0,3.0,cyberark/conjur,2023-08-04 21:07:07,1.20.0,376.0,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,30.0,7037690.0,,,,-1.0,,,,,,,
62,dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],24,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-01-10 19:41:58.000000,2024-01-10 17:57:43,429.0,63.0,91.0,18.0,416.0,57.0,182.0,318.0,29.0,341.0,341.0,40.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,2024-01-05 22:34:16,0.2.11,,,,,,,,,,,,,,,,
63,iota-identity,https://github.com/iotaledger/identity.rs,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2024-01-11 10:17:38.000000,2023-12-04 10:33:08,1420.0,12.0,71.0,24.0,985.0,49.0,215.0,275.0,23.0,109.0,109.0,35.0,,,,2.0,,2023-11-02 09:48:53,1.0.0,,,,,,,,,,,,,,,,
64,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,23,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2024-01-05 08:55:41.000000,2024-01-05 08:55:10,931.0,47.0,406.0,62.0,433.0,107.0,347.0,10997.0,57.0,,,26.0,,,,3.0,registry.supertokens.io/supertokens/supertokens-postgresql,2023-12-07 05:06:05,7.0.16,,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,
65,openbr,https://github.com/biometrics/openbr,face,"Open Source Biometrics, Face Recognition.",,,23,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2023-12-08 22:18:11.000000,2023-12-08 22:18:11,4035.0,11.0,756.0,254.0,329.0,62.0,210.0,2824.0,4.0,,,56.0,,,899.0,3.0,,2015-09-29 22:50:55,1.1.0,109743.0,,,,,,,,,,,,,,,
66,permify,https://github.com/Permify/permify,authorization,Permify is an open-source authorization service inspired by Google Zanzibar.,,,23,True,permify/permify,,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2024-01-11 12:08:45.000000,2024-01-11 12:08:45,2432.0,437.0,97.0,18.0,840.0,25.0,127.0,2165.0,52.0,1.0,1.0,39.0,,,80.0,3.0,ghcr.io/permify/permify,2024-01-04 16:18:41,0.6.8,1375.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,
67,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,23,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2024-01-10 04:17:45.000000,2023-12-20 10:28:40,1684.0,7.0,122.0,21.0,353.0,37.0,76.0,1983.0,32.0,,,46.0,,,4030.0,3.0,permitio/opal-server,2023-09-14 19:06:35,0.7.4,562.0,https://hub.docker.com/r/permitio/opal-server,2023-09-14 19:15:56.999755,,140469.0,,,,-1.0,,,,,,,
68,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,23,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2024-01-11 16:20:33.000000,2024-01-11 16:19:47,15753.0,61.0,310.0,51.0,7149.0,,,1046.0,,,,219.0,,,40313.0,3.0,freeipa/freeipa-server,,,,https://hub.docker.com/r/freeipa/freeipa-server,2024-01-10 07:09:01.955661,159.0,5643868.0,,,,,,,,,,,
69,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2024-01-11 13:07:37.000000,2024-01-09 08:39:33,1687.0,36.0,220.0,60.0,284.0,26.0,82.0,504.0,6.0,,,100.0,,,1540.0,2.0,universalresolver/uni-resolver-web,2022-01-07 16:42:38,0.5.0,,https://hub.docker.com/r/universalresolver/uni-resolver-web,2024-01-09 08:41:01.805068,,118619.0,,,,,,,,,,,
70,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,credentials-sdks,anoncreds-rs.,,['hyperledger'],23,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2024-01-11 18:15:06.000000,2024-01-11 18:14:57,703.0,110.0,35.0,16.0,198.0,23.0,76.0,61.0,24.0,58.0,58.0,22.0,,,3698.0,2.0,,2023-06-02 16:26:49,0.1.0,44387.0,,,,,,,,,,,,,,,
71,deepfacelive,https://github.com/iperov/DeepFaceLive,face,Real-time face swap for PC streaming or video calls.,,,22,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,2970.0,285.0,25.0,1.0,143.0,19573.0,35.0,,,11.0,,,23140.0,3.0,,2023-01-21 09:26:53,TINA_SHIFT,717358.0,,,,,,,,,,,,,,,
72,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2024-01-05 16:51:19.000000,2024-01-05 16:40:57,14889.0,12.0,651.0,113.0,17.0,,,672.0,,121.0,121.0,721.0,,,,3.0,,,,,,,,,,,,1.0,,,,,,,
73,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,22,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2024-01-11 16:20:57.000000,2024-01-11 12:51:31,13200.0,147.0,122.0,11.0,1758.0,933.0,1961.0,289.0,55.0,,,84.0,,,104.0,3.0,,2023-06-16 12:51:58,11.4.3,7726.0,,,,,,,,,,,,,,,
74,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2023-12-23 15:36:32.000000,2023-12-23 13:16:31,560.0,2.0,280.0,58.0,145.0,178.0,548.0,5143.0,11.0,,,61.0,,,212.0,3.0,,2020-09-02 15:57:23,2.6.1,15090.0,,,,,,,,,,,,,,,howdy
75,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,21,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-12-18 22:01:36.000000,2023-08-31 21:53:17,639.0,,269.0,66.0,222.0,8.0,123.0,3642.0,2.0,10.0,10.0,39.0,,,,3.0,,2022-02-09 12:50:28,1.0.1,,,,,,,,,,,,,,,,
76,webauthn,https://github.com/w3c/webauthn,protocols,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],21,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2024-01-10 20:30:46.000000,2024-01-10 20:28:55,2244.0,65.0,151.0,176.0,843.0,73.0,1041.0,1066.0,7.0,,,72.0,,,,1.0,,2018-03-20 13:11:25,CR-00-20180320,,,,,,,,,1.0,,,,,,,
77,sidetree,https://github.com/decentralized-identity/sidetree,protocols,Sidetree Specification and Reference Implementation.,,['dif'],21,True,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-12-18 20:07:43.000000,2023-04-04 19:14:54,1149.0,,104.0,40.0,682.0,37.0,441.0,430.0,12.0,32.0,32.0,47.0,,,,1.0,,2021-03-09 22:06:35,1.0.2,,,,,,,,,,,,,,,,
78,aries-framework-javascript,https://github.com/openwallet-foundation/agent-framework-javascript,ssi-sdks,Agent Framework JavaScript.,,['hyperledger'],21,True,hyperledger/aries-framework-javascript,,https://github.com/openwallet-foundation/agent-framework-javascript,Apache-2.0,2019-11-20 17:23:33,2024-01-11 18:05:30.000000,2024-01-10 13:29:37,858.0,31.0,147.0,27.0,1022.0,175.0,466.0,215.0,77.0,3.0,3.0,56.0,,,,2.0,,2023-10-05 13:35:35,0.4.2,,,,,,,,,,,,,,openwallet-foundation/agent-framework-javascript,,
79,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,21,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2024-01-10 10:32:34.000000,2023-11-14 00:30:30,1728.0,10.0,100.0,28.0,344.0,36.0,73.0,175.0,49.0,30.0,30.0,51.0,,,,3.0,,2023-06-11 17:23:23,8.4.0,,,,,,,,,,,,,,,,
80,web5-js,https://github.com/TBD54566975/web5-js,ssi-sdks,"An SDK for building decentralized web apps with DIDs, VCs, and DWNs.",,['web5'],21,False,TBD54566975/web5-js,web5/api,https://github.com/TBD54566975/web5-js,Apache-2.0,2023-03-06 19:11:53,2024-01-11 17:46:48.000000,2024-01-11 17:46:47,423.0,90.0,39.0,6.0,225.0,51.0,94.0,96.0,18.0,65.0,65.0,26.0,https://www.npmjs.com/package/web5/api,,,2.0,,2023-12-07 19:14:55,0.8.3,,,,,,,,,,,,,,,,
81,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],21,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2024-01-08 03:57:39.000000,2024-01-08 02:19:18,283.0,14.0,15.0,14.0,115.0,1.0,10.0,79.0,38.0,850.0,850.0,12.0,https://www.npmjs.com/package/web-did-resolver,12882.0,12882.0,2.0,,2023-07-03 18:25:08,2.0.27,,,,,,,,,,,,,,,,
82,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],21,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2024-01-10 06:57:06.000000,2024-01-05 09:40:07,2450.0,82.0,32.0,14.0,3166.0,50.0,95.0,61.0,22.0,782.0,782.0,21.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,2023-12-20 18:55:46,2.0.0,,,,,,,,,,,,,,,,
83,facenet,https://github.com/davidsandberg/facenet,face,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4662.0,566.0,122.0,500.0,620.0,13351.0,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
84,indy-node,https://github.com/hyperledger/indy-node,ssi-infra,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2023-12-21 13:23:24.000000,2023-11-21 17:51:02,4892.0,12.0,631.0,64.0,1746.0,31.0,49.0,661.0,36.0,,,101.0,,,10.0,1.0,,2022-09-02 20:48:34,1.12.6,564.0,,,,,,,,,,,,,,,
85,aries-framework-go,https://github.com/hyperledger/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-10-27 19:12:10.000000,2023-09-01 12:06:39,3196.0,,155.0,20.0,2046.0,388.0,1196.0,235.0,14.0,3.0,3.0,59.0,,,,2.0,,2023-05-09 10:57:15,0.3.2,,,,,,,,,,,,,,,,
86,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,20,False,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-12-13 10:55:45.426370,2023-12-13 10:48:35,1531.0,11.0,32.0,7.0,195.0,4.0,162.0,95.0,98.0,,,16.0,,,394.0,2.0,waltid/ssikit,2023-12-13 10:55:46,1.2312131048.0,58.0,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,11377.0,,,,,,,,,,,
87,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2024-01-04 09:29:30.000000,2023-07-12 07:05:13,339.0,,806.0,238.0,240.0,179.0,525.0,2625.0,,,,47.0,,,,3.0,,,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,
88,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2024-01-07 11:42:37.000000,2023-10-25 17:45:50,394.0,2.0,668.0,94.0,310.0,155.0,323.0,1628.0,25.0,,,50.0,,,,3.0,,2023-05-01 17:52:41,1.6.2,,,,,,,,,,,,,,,,
89,aries-rfcs,https://github.com/hyperledger/aries-rfcs,protocols,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],19,True,hyperledger/aries-rfcs,,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2024-01-10 08:12:59.000000,2023-12-07 04:55:29,2178.0,14.0,206.0,57.0,581.0,55.0,172.0,314.0,,,,84.0,,,,2.0,,,,,,,,,,,,,,,,,,,
90,vc-data-model,https://github.com/w3c/vc-data-model,credentials,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,['w3c'],19,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2024-01-10 22:25:31.000000,2024-01-10 21:14:19,1863.0,303.0,78.0,80.0,729.0,36.0,625.0,261.0,,,,65.0,,,,1.0,,,,,,,,,,,,,,,,,,,
91,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,Trinsic SDK repository.,,,19,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,Apache-2.0,2021-04-26 20:47:34,2024-01-10 15:12:34.000000,2023-12-14 15:18:17,1094.0,19.0,16.0,12.0,1259.0,,321.0,28.0,16.0,,,27.0,,,352.0,2.0,,2023-11-16 22:24:18,1.13.0,9504.0,,,,,,,,,,,,,,,
92,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,18,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,1.0,269.0,97.0,42.0,28.0,24.0,2403.0,,,,26.0,,,1388.0,3.0,,,,,,,,,pyja3,https://pypi.org/project/pyja3,1388.0,,,,,,,,
93,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2023-06-09 16:12:30.000000,2023-06-09 16:12:30,149.0,,220.0,63.0,103.0,4.0,54.0,2303.0,40.0,,,50.0,,,,3.0,,2020-04-30 07:36:33,1.2.0,,,,,,,,,,,,,,,,
94,ion,https://github.com/decentralized-identity/ion,ssi-infra,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,True,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,160.0,89.0,184.0,71.0,69.0,1223.0,17.0,,,32.0,,,,2.0,,2022-06-09 01:42:53,1.0.4,,,,,,,,,,,,,,,,
95,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2024-01-11 00:18:32.000000,2023-11-01 15:51:52,531.0,4.0,49.0,30.0,354.0,73.0,103.0,165.0,,118.0,118.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,,,
96,digitalbazaar-vc,https://github.com/digitalbazaar/vc,credentials-sdks,W3C Verifiable Credentials implementation in JavaScript.,,,18,True,digitalbazaar/vc,,https://github.com/digitalbazaar/vc,BSD-3-Clause,2017-10-24 20:45:37,2024-01-11 15:55:12.000000,2023-12-07 12:08:25,381.0,37.0,44.0,15.0,86.0,23.0,62.0,160.0,,222.0,222.0,14.0,,,,3.0,,,,,,,,,,,,,,,,,,,
97,aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,ssi-agents,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,['hyperledger'],18,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2024-01-11 18:00:25.000000,2024-01-05 20:50:11,1632.0,55.0,104.0,21.0,812.0,68.0,175.0,123.0,,,,40.0,,,,2.0,,,,,,,,,,,,,,,,,,,
98,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Polygon ID Self-Hosted Issuer Node.,,,18,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2024-01-11 14:00:37.000000,2023-12-07 09:27:01,1363.0,114.0,56.0,9.0,483.0,2.0,109.0,71.0,13.0,,,16.0,,,,2.0,,2023-12-04 18:12:46,2.3.6,,,,,,,,,,,,,,,,
99,keripy,https://github.com/WebOfTrust/keripy,ssi-sdks,Key Event Receipt Infrastructure - the spec and implementation of the KERI protocol.,,,18,False,weboftrust/keripy,,https://github.com/WebOfTrust/keripy,Apache-2.0,2021-06-09 16:01:34,2024-01-05 03:55:33.000000,2024-01-05 03:55:33,2318.0,106.0,35.0,11.0,426.0,131.0,89.0,46.0,1.0,24.0,24.0,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,
100,solid-project,https://github.com/solid/solid,protocols,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,371.0,559.0,56.0,126.0,88.0,8172.0,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,
101,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",17,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2023-12-24 21:09:48.000000,2023-12-13 20:50:19,537.0,3.0,149.0,84.0,207.0,17.0,42.0,1351.0,,,,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,
102,warrant,https://github.com/warrant-dev/warrant,authorization,"Warrant is a highly scalable, centralized authorization service based on Google Zanzibar, used for defining, querying,..",,,17,True,warrant-dev/warrant,,https://github.com/warrant-dev/warrant,Apache-2.0,2023-02-14 23:22:46,2024-01-09 20:43:52.097417,2024-01-09 20:37:51,236.0,30.0,23.0,5.0,243.0,15.0,18.0,927.0,91.0,1.0,1.0,5.0,,,101.0,3.0,warrantdev/warrant,2024-01-09 20:43:52,1.1.2,817.0,https://hub.docker.com/r/warrantdev/warrant,2024-01-09 20:43:52.097417,,302.0,,,,,,,,,,,
103,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2024-01-10 17:45:15.000000,2023-12-15 16:35:44,3615.0,24.0,68.0,27.0,5.0,,,228.0,,,,298.0,,,,3.0,,,,,,,,,,,,,,,,,,,
104,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],17,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-01-10 15:16:55.000000,2024-01-10 15:16:53,326.0,21.0,54.0,13.0,342.0,47.0,107.0,190.0,4.0,37.0,37.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,,
105,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,17,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2024-01-11 13:20:49.000000,2024-01-08 07:53:33,393.0,10.0,22.0,4.0,130.0,6.0,23.0,44.0,31.0,129.0,129.0,15.0,,,,3.0,,2024-01-08 08:04:16,1.6.0,,,,,,,,,,,,,,,,
