,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,pypi_id,pypi_url,pypi_monthly_downloads,trending,maven_id,maven_url,updated_github_id,helm_id,brew_id,gem_url,apt_id,github,github-id
54,cerbos,https://github.com/cerbos/cerbos,authorization,"Cerbos is the open core, language-agnostic, scalable authorization solution that makes user permissions and..",,,28,True,cerbos/cerbos,,https://github.com/cerbos/cerbos,Apache-2.0,2021-03-21 13:23:10,2025-12-04 18:26:22.000000,2025-12-04 18:26:22,2229.0,124.0,169.0,32.0,2374.0,48.0,357.0,4153.0,2025-12-03 07:53:04,0.48.0,72.0,33.0,33.0,33.0,,,1045.0,3.0,ghcr.io/cerbos/cerbos,59612.0,https://hub.docker.com/r/ghcr.io/cerbos/cerbos,,,,,,,,,,,oci://ghcr.io/cerbos/helm-charts/cerbos,,,,,
55,jansen,https://github.com/JanssenProject/jans,idp,"The Janssen Project is a home for open source IAM components, featuring Auth Server (OAuth/OpenID), Agama low-code..",,['linux-foundation'],28,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2025-12-04 17:04:26.000000,2025-12-04 08:22:01,35431.0,189.0,161.0,29.0,7366.0,415.0,4811.0,592.0,2025-11-18 09:25:03,1.14.0,100.0,9.0,9.0,138.0,,,399.0,3.0,,10397.0,,,,,,,,,,,,,,,,,
56,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,dids,DID resolver for Ethereum Addresses with support for key management.,,['dif'],28,True,decentralized-identity/ethr-did-resolver,ethr-did-resolver,https://github.com/decentralized-identity/ethr-did-resolver,Apache-2.0,2018-03-31 18:40:19,2025-12-03 13:00:48.000000,2025-12-03 08:54:14,550.0,18.0,74.0,26.0,157.0,5.0,48.0,229.0,2025-08-10 14:02:43,11.0.5,71.0,1889.0,1889.0,28.0,https://www.npmjs.com/package/ethr-did-resolver,28562.0,28562.0,1.0,,,,,,,,,,,,,,,,,,,
57,face-api-js,https://github.com/justadudewhohacks/face-api.js,biometrics,JavaScript API for face detection and face recognition in the browser and nodejs with tensorflow.js.,,,27,False,justadudewhohacks/face-api.js,face-api.js,https://github.com/justadudewhohacks/face-api.js,MIT,2018-05-19 06:14:53,2024-01-24 09:25:35.000000,2020-04-22 16:40:10,488.0,,3820.0,347.0,113.0,452.0,393.0,17673.0,2020-03-22 14:01:55,0.22.2,38.0,,,25.0,https://www.npmjs.com/package/face-api.js,213265.0,213265.0,3.0,,,,,,,,,,,,,,,,,,,
58,hanko,https://github.com/teamhanko/hanko,idp,"Modern authentication, on your terms. Open source alternative to Auth0, Clerk, WorkOS, Stytch.",,,27,False,teamhanko/hanko,,https://github.com/teamhanko/hanko,,2022-03-14 17:03:46,2025-12-04 17:26:20.000000,2025-12-04 16:28:28,2343.0,53.0,1003.0,38.0,1841.0,31.0,377.0,8560.0,2025-12-03 09:01:15,backend/v2.3.0,38.0,330.0,330.0,51.0,,,24.0,3.0,,1013.0,,,,,,,,1.0,,,,,,,,,
59,permify,https://github.com/Permify/permify,authorization,"An open-source authorization as a service inspired by Google Zanzibar, designed to build and manage fine-grained and..",,,27,True,permify/permify,,https://github.com/Permify/permify,AGPL-3.0,2022-07-14 11:16:57,2025-12-03 05:11:39.000000,2025-12-01 08:36:32,5478.0,460.0,275.0,24.0,2320.0,50.0,284.0,5711.0,2025-11-30 11:54:29,1.5.3,100.0,4.0,4.0,70.0,,,369.0,3.0,ghcr.io/permify/permify,9965.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,,,
60,doorkeeper,https://github.com/doorkeeper-gem/doorkeeper,authentication,Doorkeeper is an OAuth 2 provider for Ruby on Rails / Grape.,,,27,True,doorkeeper-gem/doorkeeper,,https://github.com/doorkeeper-gem/doorkeeper,MIT,2011-11-18 13:02:01,2025-12-04 09:09:05.000000,2025-12-04 09:08:59,2518.0,1.0,1035.0,103.0,879.0,48.0,849.0,5447.0,2025-04-04 08:29:47,5.8.2,70.0,10870.0,10870.0,333.0,,,,2.0,,,,,,,,,,,,,,,,doorkeeper,,,
61,oso,https://github.com/osohq/oso,authorization,Deprecated: See README.,,,27,True,osohq/oso,,https://github.com/osohq/oso,Apache-2.0,2020-05-04 20:05:50,2025-02-26 16:59:39.000000,2025-02-26 16:59:37,1215.0,,181.0,26.0,1529.0,110.0,104.0,3494.0,2024-01-13 04:08:30,0.27.3,100.0,217.0,217.0,68.0,,,20147.0,3.0,,3852.0,,,,,oso,https://pypi.org/project/oso,20081.0,,,,,,,,,,
62,node-solid-server,https://github.com/nodeSolidServer/node-solid-server,ssi-agents,Solid server on top of the file-system in NodeJS.,,['solid'],27,True,nodesolidserver/node-solid-server,solid-server,https://github.com/nodeSolidServer/node-solid-server,MIT,2014-09-21 22:05:03,2025-12-02 15:09:29.000000,2025-11-30 16:49:07,3227.0,16.0,298.0,73.0,885.0,290.0,642.0,1792.0,2025-02-21 20:25:35,5.8.5,59.0,3.0,3.0,90.0,https://www.npmjs.com/package/solid-server,1352.0,8797.0,1.0,nodesolidserver/node-solid-server,,https://hub.docker.com/r/nodesolidserver/node-solid-server,2024-04-30 17:23:49.835167,5.0,1005162.0,,,,,,,,,,,,,
63,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,27,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2025-11-26 12:14:55.000000,2025-11-26 12:14:47,7103.0,78.0,318.0,418.0,4706.0,102.0,448.0,1760.0,2024-06-11 16:44:34,1.8.2,31.0,46.0,46.0,157.0,,,0.0,2.0,,64.0,,,,,,,,,,,,,,,,,
64,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],27,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2025-12-02 20:16:56.000000,2025-12-02 20:16:56,3608.0,105.0,291.0,49.0,2818.0,32.0,261.0,969.0,2025-11-24 23:19:35,1.12.30,100.0,370.0,370.0,100.0,,,,2.0,,,,,,,,,,,,,,,,,,,
65,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,ssi-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2025-12-03 17:28:41.000000,2025-11-20 16:45:53,405.0,4.0,45.0,19.0,103.0,4.0,49.0,208.0,2025-08-26 05:57:14,4.0.16,70.0,1340.0,1340.0,22.0,https://www.npmjs.com/package/did-jwt-vc,67075.0,67075.0,1.0,,,,,,,,,,1.0,,,,,,,,,
66,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,26,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2025-11-20 20:24:22.000000,2025-11-10 16:00:50,4111.0,69.0,132.0,46.0,1907.0,137.0,972.0,903.0,2025-11-20 20:24:03,1.24.0,83.0,,,115.0,,,66346.0,3.0,cyberark/conjur,1585.0,https://hub.docker.com/r/cyberark/conjur,2025-11-10 16:58:40.255868,29.0,7561680.0,,,,,,,,,,,,,
67,aries-python,https://github.com/openwallet-foundation/acapy,ssi-sdks,ACA-Py is a foundation for building decentralized identity applications and services running in non-mobile environments.,,['hyperledger'],26,True,hyperledger/aries-cloudagent-python,,https://github.com/openwallet-foundation/acapy,Apache-2.0,2019-06-24 18:12:14,2025-12-03 17:22:34.000000,2025-12-03 17:21:58,10282.0,130.0,498.0,23.0,2555.0,148.0,1272.0,475.0,2025-11-15 18:44:32,1.4.0,100.0,,,163.0,,,,1.0,,,,,,,,,,,,,openwallet-foundation/acapy,,,,,,
68,maxkey,https://github.com/dromara/MaxKey,idp,"Dromara MaxKey SSO ,Leading-Edge IAM-IDaas(Identity and Access Management) Product , Under Apache-2.0 is free IAM-..",,,25,True,dromara/MaxKey,,https://github.com/dromara/MaxKey,Apache-2.0,2016-11-16 03:06:50,2025-12-04 02:59:55.000000,2025-12-04 02:59:13,2692.0,77.0,379.0,30.0,124.0,3.0,131.0,1812.0,2025-10-10 01:21:58,4.1.9,70.0,,,59.0,,,352.0,3.0,maxkeytop/maxkey,,https://hub.docker.com/r/maxkeytop/maxkey,2025-10-13 03:39:11.964812,5.0,38373.0,,,,,,,,,,,,,
69,py_webauthn,https://github.com/duo-labs/py_webauthn,authentication,Pythonic WebAuthn.,,,25,True,duo-labs/py_webauthn,,https://github.com/duo-labs/py_webauthn,BSD-3-Clause,2017-11-10 18:02:28,2025-09-30 23:28:42.000000,2025-09-30 23:28:37,560.0,12.0,176.0,33.0,145.0,,107.0,1010.0,2025-09-04 23:18:52,2.7.0,36.0,,,31.0,,,873153.0,2.0,,,,,,,webauthn,https://pypi.org/project/webauthn,873153.0,,,,,,,,,,
70,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2025-12-04 06:52:46.000000,2025-10-15 06:03:01,1913.0,13.0,130.0,23.0,856.0,65.0,392.0,510.0,2024-04-02 18:54:31,6.0.0,44.0,893.0,893.0,59.0,,,,1.0,,,,,,,,,,,,,,,,,,,
71,deepfacelab,https://github.com/iperov/DeepFaceLab,biometrics,DeepFaceLab is the leading software for creating deepfakes.,,,24,False,iperov/DeepFaceLab,,https://github.com/iperov/DeepFaceLab,GPL-3.0,2018-06-04 13:10:00,2024-11-13 19:29:05.000000,2024-11-13 19:29:05,1317.0,,770.0,60.0,131.0,531.0,786.0,18855.0,2020-04-09 05:48:48,DF.wf.288res.384.92.72.22,2.0,21.0,21.0,22.0,,,3196.0,3.0,,220563.0,,,,,,,,,,,,,,,,,
72,fido2-net-lib,https://github.com/passwordless-lib/fido2-net-lib,authentication,"Passkeys, FIDO2 and WebAuhtn .NET library.",,,24,True,passwordless-lib/fido2-net-lib,,https://github.com/passwordless-lib/fido2-net-lib,MIT,2018-05-31 07:51:51,2025-11-17 10:07:45.000000,2025-11-17 10:07:44,679.0,1.0,193.0,41.0,335.0,34.0,244.0,1375.0,2025-08-29 13:12:19,4.0.0,21.0,353.0,353.0,51.0,,,,3.0,,,,,,,,,,-2.0,,,,,,,,,
73,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,24,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2025-12-03 16:04:23.000000,2025-12-02 15:38:02,16338.0,110.0,357.0,47.0,8045.0,,,1343.0,,,,,,248.0,,,38053.0,3.0,freeipa/freeipa-server,,https://hub.docker.com/r/freeipa/freeipa-server,2025-12-03 05:24:32.544201,180.0,6202731.0,,,,,,,,,,,,,
74,iota-identity,https://github.com/iotaledger/identity,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity,Apache-2.0,2020-02-06 14:33:11,2025-12-04 15:40:48.000000,2025-11-26 18:08:36,1713.0,18.0,96.0,24.0,1296.0,101.0,319.0,341.0,2025-11-26 18:09:44,1.7.0-beta.4,50.0,150.0,150.0,44.0,,,,1.0,,,,,,,,,,,,,iotaledger/identity,,,,,,
75,waltid-identity,https://github.com/walt-id/waltid-identity,ssi-sdks,All-in-one open-source identity and wallet toolkit.,,,24,True,walt-id/waltid-identity,,https://github.com/walt-id/waltid-identity,Apache-2.0,2023-10-05 20:33:14,2025-12-04 17:52:23.000000,2025-12-04 16:56:14,11685.0,889.0,93.0,5.0,1093.0,3.0,283.0,237.0,2025-12-04 16:30:07,0.16.0,100.0,,,39.0,,,,1.0,waltid/identity,,https://hub.docker.com/r/waltid/identity,,,,,,,1.0,,,,,,,,,
76,aries-mobile-agent-react-native,https://github.com/openwallet-foundation/bifold-wallet,ssi-agents,Bifold is an extensible open-source React Native project designed to enhance the way we interact with digital..,,['hyperledger'],24,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/openwallet-foundation/bifold-wallet,Apache-2.0,2020-11-06 19:58:19,2025-12-03 23:47:57.000000,2025-12-03 23:45:38,2121.0,64.0,169.0,25.0,1417.0,17.0,284.0,186.0,2025-12-03 23:47:57,2.11.6,42.0,5.0,5.0,63.0,,,,1.0,,,,,,,,,,,,,openwallet-foundation/bifold-wallet,,,,,,
77,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,ssi-sdks,anoncreds-rs.,,['hyperledger'],24,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2025-11-13 16:53:54.000000,2025-11-13 16:49:42,832.0,23.0,57.0,12.0,247.0,29.0,91.0,84.0,2025-11-13 16:53:54,0.2.3,33.0,74.0,74.0,28.0,,,9508.0,1.0,,332809.0,,,,,,,,,,,,,,,,,
78,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],24,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,MIT,2019-11-21 00:49:46,2025-12-04 08:59:23.000000,2025-12-04 08:58:00,3109.0,70.0,39.0,11.0,3986.0,54.0,103.0,76.0,2025-10-30 14:51:08,3.1.1,38.0,987.0,987.0,26.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,,,
79,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,23,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2025-11-27 09:53:48.000000,2025-11-19 14:05:30,1351.0,13.0,629.0,65.0,645.0,130.0,400.0,14735.0,2025-10-28 12:13:58,11.2.0,93.0,,,32.0,,,,3.0,registry.supertokens.io/supertokens/supertokens-postgresql,,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,,,
80,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2025-12-04 12:45:49.000000,2025-11-03 09:38:47,2021.0,25.0,261.0,55.0,397.0,34.0,89.0,619.0,2022-01-07 16:42:38,0.5.0,6.0,,,127.0,,,1454.0,2.0,universalresolver/uni-resolver-web,,https://hub.docker.com/r/universalresolver/uni-resolver-web,2025-11-17 20:22:00.027714,,145408.0,,,,,,,,,,,,,
81,credo-ts,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['openwallet-foundation'],23,True,openwallet-foundation/credo-ts,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2025-12-04 15:10:19.000000,2025-12-04 15:07:35,1297.0,98.0,220.0,26.0,1648.0,220.0,645.0,322.0,2025-12-04 15:10:20,0.6.0,100.0,,,84.0,,,,2.0,,,,,,,,,,,,,,,,,,,
82,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],23,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2025-12-03 20:46:53.000000,2025-12-03 20:46:51,357.0,21.0,20.0,12.0,125.0,1.0,11.0,97.0,2025-12-03 20:47:02,2.0.32,43.0,1397.0,1397.0,12.0,https://www.npmjs.com/package/web-did-resolver,54393.0,54393.0,2.0,,,,,,,,,,,,,,,,,,,
83,openbr,https://github.com/biometrics/openbr,biometrics,"Open Source Biometrics, Face Recognition.",,,22,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2025-11-14 16:30:54.000000,2025-11-14 16:30:51,4083.0,8.0,783.0,238.0,366.0,64.0,210.0,2899.0,2015-09-29 22:50:55,1.1.0,4.0,,,60.0,,,858.0,3.0,,124483.0,,,,,,,,,,,,,,,,,
84,webauthn,https://github.com/w3c/webauthn,specs,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],22,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2025-12-04 11:00:38.000000,2025-11-24 22:08:02,2757.0,16.0,229.0,183.0,985.0,79.0,1228.0,1335.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,82.0,,,,1.0,,,,,,,,,,,,,,,,,,,
85,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2025-12-02 11:34:22.000000,2025-11-26 11:05:51,15251.0,20.0,677.0,106.0,19.0,,,707.0,,,,184.0,184.0,755.0,,,,3.0,,,,,,,,,,,,,,,,,,,
86,dogtagpki,https://github.com/dogtagpki/pki,pki,The Dogtag Certificate System is an enterprise-class Certificate Authority (CA) which supports all aspects of..,,,22,True,dogtagpki/pki,,https://github.com/dogtagpki/pki,GPL-2.0,2017-02-16 19:36:36,2025-12-04 16:59:37.000000,2025-12-04 16:59:36,14730.0,129.0,146.0,14.0,2211.0,101.0,2915.0,456.0,2023-06-16 12:51:58,11.4.3,55.0,,,95.0,,,102.0,3.0,,9955.0,,,,,,,,,,,,,,,,,
87,did-resolver,https://github.com/decentralized-identity/did-resolver,dids,Universal did-resolver for javascript environments.,,['dif'],22,True,decentralized-identity/did-resolver,,https://github.com/decentralized-identity/did-resolver,Apache-2.0,2018-02-20 16:33:55,2025-12-03 10:59:58.000000,2025-11-20 17:05:17,416.0,6.0,42.0,21.0,132.0,3.0,18.0,228.0,2023-03-08 14:05:37,4.1.0,24.0,7690.0,7690.0,25.0,,,,2.0,,,,,,,,,,,,,,,,,,,
88,deepfacelive,https://github.com/iperov/DeepFaceLive,biometrics,Real-time face swap for PC streaming or video calls.,,,21,False,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2024-11-08 03:07:42.000000,2024-10-24 16:17:15,328.0,,1008.0,438.0,25.0,1.0,143.0,30182.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,28552.0,3.0,,1541812.0,,,,,,,,,,,,,,,,,
89,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,21,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2025-07-29 10:07:27.000000,2025-06-22 10:19:45,592.0,,353.0,67.0,168.0,286.0,609.0,7046.0,2020-09-02 15:57:23,2.6.1,11.0,,,69.0,,,299.0,3.0,,28184.0,,,,,,,,,,,,,,,howdy,,
90,passwordlessid-webauthn,https://github.com/passwordless-id/webauthn,authentication,"Webauthn / passkeys helper library to make your life easier. Client side, server side and demo included.",,,21,True,passwordless-id/webauthn,passwordless-id/webauthn,https://github.com/passwordless-id/webauthn,MIT,2022-08-11 07:41:33,2025-11-17 22:55:56.000000,2025-07-28 19:27:49,287.0,,57.0,7.0,36.0,1.0,59.0,563.0,2025-06-29 14:25:26,2.3.1,38.0,5430.0,5430.0,20.0,https://www.npmjs.com/package/passwordless-id/webauthn,,,3.0,,,,,,,,,,,,,,,,,,,
91,facenet,https://github.com/davidsandberg/facenet,biometrics,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4690.0,554.0,123.0,510.0,622.0,14256.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,,,
92,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,20,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2025-03-13 00:50:41.000000,2025-01-14 19:47:39,643.0,,314.0,58.0,237.0,4.0,133.0,4254.0,2022-02-09 12:50:28,1.0.1,2.0,11.0,11.0,42.0,,,,3.0,,,,,,,,,,,,,,,,,,,
93,indy-node,https://github.com/hyperledger/indy-node,ssi-sdks,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2025-12-01 15:07:14.000000,2025-02-24 16:33:21,4946.0,,655.0,61.0,1833.0,39.0,60.0,700.0,2024-02-09 14:17:29,1.13.2,37.0,,,111.0,,,26.0,2.0,,2071.0,,,,,,,,,,,,,,,,,
94,dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],20,False,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/decentralized-identity/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-10-23 19:02:40.000000,2024-10-23 19:00:48,551.0,,99.0,18.0,546.0,42.0,238.0,325.0,2024-10-23 19:02:40,0.5.2,62.0,488.0,488.0,48.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,,,decentralized-identity/dwn-sdk-js,,,,,,
95,aries-framework-go,https://github.com/hyperledger-aries/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,False,hyperledger/aries-framework-go,,https://github.com/hyperledger-aries/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2024-03-27 16:44:00.000000,2024-03-27 16:36:25,3197.0,,160.0,17.0,2046.0,388.0,1196.0,239.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,62.0,,,,2.0,,,,,,,,,,,,,hyperledger-aries/aries-framework-go,,,,,,
96,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Privado ID.,,,20,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,Apache-2.0,2022-11-08 12:11:09,2025-12-04 13:23:11.000000,2025-11-27 20:11:37,580.0,28.0,37.0,4.0,323.0,6.0,39.0,69.0,2025-11-27 20:11:59,1.38.3,100.0,264.0,264.0,19.0,,,,2.0,,,,,,,,,,,,,,,,,,,
97,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2025-05-01 17:30:05.000000,2025-05-01 17:30:05,152.0,,301.0,92.0,43.0,28.0,24.0,3030.0,,,,1.0,1.0,27.0,,,4910.0,3.0,,,,,,,pyja3,https://pypi.org/project/pyja3,4910.0,,,,,,,,,,
98,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2025-09-29 23:07:10.000000,2025-04-22 20:11:48,414.0,,782.0,92.0,360.0,182.0,368.0,1952.0,2025-04-23 13:34:24,2.0.0,33.0,,,52.0,,,,3.0,,,,,,,,,,,,,,,,,,,
99,webauthn4j,https://github.com/webauthn4j/webauthn4j,authentication,A portable Java library for WebAuthn(Passkeys) server side verification.,,,19,True,webauthn4j/webauthn4j,,https://github.com/webauthn4j/webauthn4j,Apache-2.0,2018-05-20 12:14:36,2025-12-04 14:00:53.000000,2025-12-02 06:06:24,2716.0,51.0,85.0,18.0,984.0,10.0,144.0,543.0,2025-12-01 06:58:29,0.30.1.RELEASE,84.0,,,36.0,,,,3.0,,,,,,,,,,,com.webauthn4j:webauthn4j-core,https://search.maven.org/artifact/com.webauthn4j/webauthn4j-core,,,,,,,
100,satosa,https://github.com/IdentityPython/SATOSA,authentication,"Proxy translating between different authentication protocols (SAML2, OpenID Connect and OAuth2).",,,19,True,IdentityPython/satosa,,https://github.com/IdentityPython/SATOSA,Apache-2.0,2015-09-02 07:08:03,2025-02-17 10:37:28.000000,2025-02-17 10:37:28,1754.0,,128.0,26.0,363.0,54.0,77.0,250.0,2025-02-10 16:01:17,8.5.1,51.0,41.0,41.0,57.0,,,,3.0,,,,,,,,,,,,,,,,,,,
101,opensk,https://github.com/google/OpenSK,authentication,OpenSK is an open-source implementation for security keys written in Rust that supports both FIDO U2F and FIDO2..,,['cncf'],18,True,google/OpenSK,,https://github.com/google/OpenSK,Apache-2.0,2019-12-17 18:55:43,2025-11-26 10:48:53.000000,2025-11-26 10:48:52,1325.0,2.0,305.0,86.0,543.0,32.0,178.0,3241.0,2021-06-23 10:02:43,ctap2.0,1.0,,,24.0,,,,3.0,,,,,,,,,,,,,,,,,,,
102,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],18,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2025-03-10 20:57:13.000000,2025-03-10 20:57:13,343.0,,929.0,244.0,255.0,214.0,555.0,3158.0,,,,,,49.0,,,,3.0,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,,,,
103,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],18,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2025-10-22 16:06:57.000000,2025-10-22 16:06:52,166.0,2.0,221.0,62.0,107.0,2.0,59.0,2449.0,2024-03-06 13:35:30,1.3.0,41.0,,,54.0,,,,3.0,,,,,,,,,,,,,,,,,,,
104,ion,https://github.com/decentralized-identity/ion,dids,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,False,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,163.0,83.0,184.0,72.0,70.0,1238.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,,,
105,webauthn-json,https://github.com/github/webauthn-json,authentication,A small WebAuthn API wrapper that translates to/from pure JSON using base64url.,,,18,True,github/webauthn-json,github/webauthn-json,https://github.com/github/webauthn-json,MIT,2019-07-01 18:52:54,2025-08-25 21:02:41.000000,2025-08-11 13:26:58,295.0,,61.0,297.0,36.0,,53.0,792.0,2023-01-31 02:32:05,2.1.1,52.0,29.0,29.0,15.0,https://www.npmjs.com/package/github/webauthn-json,,,3.0,,,,,,,,,,,,,,,,,,,
